Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Курчатовского района																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680					
1	"Число избирателей, внесенных в списки избирателей"	15428	1733	908	1243	1770	931	844	925	359	176	1523	365	206	298	212	452	211	206	269	303	164	591	380	442	591	326					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12375	1405	740	995	1415	770	685	725	285	135	1230	265	160	255	180	365	165	160	215	240	135	470	305	355	460	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7930	959	563	681	803	465	499	526	115	65	876	246	153	151	117	287	48	61	97	114	67	307	110	217	229	174					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1808	45	20	60	132	148	35	35	144	62	93	16	0	64	60	44	92	93	95	91	56	78	120	98	80	47					
6	Число погашенных избирательных бюллетеней	2637	401	157	254	480	157	151	164	26	8	261	3	7	40	3	34	25	6	23	35	12	85	75	40	151	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1808	45	20	60	132	148	35	35	144	62	93	16	0	64	60	44	92	93	95	91	56	78	120	98	80	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7930	959	563	681	803	465	499	526	115	65	876	246	153	151	117	287	48	61	97	114	67	307	110	217	229	174					
9	Число недействительных избирательных бюллетеней	80	8	1	5	14	5	7	5	3	0	5	1	0	2	1	3	1	0	0	2	2	4	1	3	5	2					
10	Число действительных избирательных бюллетеней	9658	996	582	736	921	608	527	556	256	127	964	261	153	213	176	328	139	154	192	203	121	381	229	312	304	219					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	336	25	19	19	20	30	15	15	8	3	30	13	8	24	8	13	8	3	8	8	8	14	8	13	13	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	240	19	15	16	18	26	15	9	6	0	28	6	3	24	8	10	4	0	2	2	4	3	5	9	7	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	208	5	3	4	9	2	7	26	11	6	9	33	9	8	19	7	5	4	6	8	3	5	3	6	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	96	6	4	3	2	4	0	6	2	3	2	7	5	0	0	3	4	3	6	6	4	11	3	4	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	0	1	1	3	0	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	150	11	13	10	9	3	16	9	0	2	20	6	4	4	2	9	2	0	3	5	0	11	2	3	5	1					
		1.54%	1.10%	2.23%	1.35%	0.96%	0.49%	2.99%	1.60%	0.00%	1.57%	2.06%	2.29%	2.61%	1.86%	1.13%	2.72%	1.43%	0.00%	1.56%	2.44%	0.00%	2.86%	0.87%	0.95%	1.62%	0.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	6	3	2	1	0	0	3	1	0	2	1	1	0	0	1	0	1	0	0	0	6	0	1	0	4					
		0.34%	0.60%	0.51%	0.27%	0.11%	0.00%	0.00%	0.53%	0.39%	0.00%	0.21%	0.38%	0.65%	0.00%	0.00%	0.30%	0.00%	0.65%	0.00%	0.00%	0.00%	1.56%	0.00%	0.32%	0.00%	1.81%					
20	3.Политическая партия «Демократическая партия России»	29	3	0	1	3	1	1	0	1	0	0	1	3	4	0	1	0	0	1	0	0	3	1	3	1	1					
		0.30%	0.30%	0.00%	0.13%	0.32%	0.16%	0.19%	0.00%	0.39%	0.00%	0.00%	0.38%	1.96%	1.86%	0.00%	0.30%	0.00%	0.00%	0.52%	0.00%	0.00%	0.78%	0.43%	0.95%	0.32%	0.45%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1135	176	95	81	115	46	67	83	40	14	89	16	19	21	6	31	12	13	12	20	16	51	33	30	21	28					
		11.66%	17.53%	16.30%	10.93%	12.30%	7.50%	12.55%	14.80%	15.44%	11.02%	9.18%	6.11%	12.42%	9.77%	3.39%	9.37%	8.57%	8.44%	6.25%	9.76%	13.01%	13.25%	14.35%	9.52%	6.80%	12.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	5	2	1	2	2	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1					
		0.20%	0.50%	0.34%	0.13%	0.21%	0.33%	0.19%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	2	2	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1					
		0.14%	0.30%	0.34%	0.27%	0.00%	0.16%	0.00%	0.18%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.45%					
24	7.Политическая партия «Либерально-демократическая партия России»	745	69	57	61	64	42	55	48	7	7	100	25	13	15	9	28	5	7	11	13	5	38	14	15	17	20					
		7.65%	6.87%	9.78%	8.23%	6.84%	6.85%	10.30%	8.56%	2.70%	5.51%	10.32%	9.54%	8.50%	6.98%	5.08%	8.46%	3.57%	4.55%	5.73%	6.34%	4.07%	9.87%	6.09%	4.76%	5.50%	9.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	879	93	63	76	82	39	31	88	22	11	107	17	9	20	16	15	16	6	13	7	9	45	12	23	26	33					
		9.03%	9.26%	10.81%	10.26%	8.77%	6.36%	5.81%	15.69%	8.49%	8.66%	11.04%	6.49%	5.88%	9.30%	9.04%	4.53%	11.43%	3.90%	6.77%	3.41%	7.32%	11.69%	5.22%	7.30%	8.41%	14.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	91	3	5	6	9	3	6	6	0	0	9	3	0	2	0	15	1	1	4	1	0	6	3	4	2	2					
		0.93%	0.30%	0.86%	0.81%	0.96%	0.49%	1.12%	1.07%	0.00%	0.00%	0.93%	1.15%	0.00%	0.93%	0.00%	4.53%	0.71%	0.65%	2.08%	0.49%	0.00%	1.56%	1.30%	1.27%	0.65%	0.90%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6505	619	339	489	633	470	346	313	185	93	629	188	103	147	143	224	101	126	148	156	88	215	164	231	228	127					
