Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Северская городская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в списки избирателей"	96017	2917	1761	2656	2531	2482	2274	2628	1833	2116	2315	398	481	2049	2656	489	2821	2585	380	2517	2284	2646	2449	2382	2581	2378	2543	2315	2334	2538	2665	2292	2654	2376	2178	2639	2495	2496	2682	2556	2220	2382	2405	1278	360					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	93450	2700	1700	2600	2500	2400	2200	2600	1800	2000	2200	400	400	2000	2600	500	2800	2400	400	2600	2300	2600	2400	2300	2600	2300	2500	2300	2300	2500	2600	2300	2600	2300	2100	2600	2500	2400	2500	2500	2100	2200	2300	1200	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	72382	2414	1349	1925	1935	1917	1740	1967	1370	1587	1702	332	301	1270	1766	385	2166	1904	336	2051	1730	1997	1818	1917	2043	1884	1974	1822	1836	1902	1985	1766	1950	1825	1625	1987	1926	1940	1846	1852	1588	1769	1777	904	302					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2307	49	38	62	43	40	61	64	38	116	60	0	65	120	123	42	33	64	0	37	73	51	83	41	27	26	48	55	44	68	65	49	54	44	49	49	28	52	58	57	86	50	72	17	6					
6	Число погашенных избирательных бюллетеней	18761	237	313	613	522	443	399	569	392	297	438	68	34	610	711	73	601	432	64	512	497	552	499	342	530	390	478	423	420	530	550	485	596	431	426	564	546	408	596	591	426	381	451	279	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2307	49	38	62	43	40	61	64	38	116	60	0	65	120	123	42	33	64	0	37	73	51	83	41	27	26	48	55	44	68	65	49	54	44	49	49	28	52	58	57	86	50	72	17	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	72317	2413	1348	1925	1931	1913	1739	1965	1368	1586	1702	332	301	1270	1766	385	2164	1902	336	2051	1728	1995	1815	1917	2041	1884	1970	1819	1836	1900	1985	1765	1950	1824	1625	1986	1926	1939	1836	1850	1581	1766	1776	904	302					
9	Число недействительных избирательных бюллетеней	1166	23	22	21	42	28	37	34	25	30	23	1	6	23	12	10	29	44	5	33	22	50	28	46	34	30	26	33	30	29	44	25	24	20	37	25	42	19	24	24	37	25	27	15	2					
10	Число действительных избирательных бюллетеней	73458	2439	1364	1966	1932	1925	1763	1995	1381	1672	1739	331	360	1367	1877	417	2168	1922	331	2055	1779	1996	1870	1912	2034	1880	1992	1841	1850	1939	2006	1789	1980	1848	1637	2010	1912	1972	1870	1883	1630	1791	1821	906	306					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1870	80	30	40	50	50	50	50	30	50	30	0	10	30	50	60	60	50	0	55	30	50	60	43	59	30	33	40	50	50	50	50	40	50	50	30	50	50	50	40	30	50	50	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1598	77	27	37	36	48	48	45	19	37	29	0	5	26	43	60	50	38	0	36	28	47	53	42	53	29	30	34	35	44	50	46	34	45	39	30	39	47	41	36	29	39	33	15	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	855	30	15	6	32	22	26	22	14	14	13	35	25	20	8	13	24	16	66	11	13	21	22	13	13	17	16	21	30	32	23	17	21	18	9	6	17	15	15	8	9	20	15	13	39					
14	Число погашенных неиспользованных открепительных удостоверений	272	3	3	3	14	2	2	5	11	13	1	0	5	4	7	0	10	12	0	19	2	3	7	1	6	1	3	6	15	6	0	4	6	5	11	0	11	3	9	4	1	11	17	15	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	106	10	2	4	5	3	3	3	3	4	3	0	0	2	2	0	1	5	0	2	0	0	4	4	3	1	3	0	5	2	4	2	3	2	1	1	2	2	1	6	0	4	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1170	25	26	29	24	30	28	24	28	35	27	12	7	16	5	6	35	40	3	25	36	37	29	21	33	35	33	26	26	34	39	33	31	24	27	26	39	33	36	32	38	25	33	14	5					
		1.57%	1.02%	1.88%	1.46%	1.22%	1.54%	1.56%	1.18%	1.99%	2.06%	1.53%	3.61%	1.91%	1.15%	0.26%	1.41%	1.59%	2.03%	0.89%	1.20%	1.99%	1.81%	1.53%	1.07%	1.60%	1.83%	1.64%	1.39%	1.38%	1.73%	1.90%	1.82%	1.55%	1.28%	1.61%	1.28%	1.99%	1.66%	1.90%	1.68%	2.28%	1.38%	1.79%	1.52%	1.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	955	20	18	19	24	39	40	31	23	25	19	2	3	3	13	1	40	25	4	28	28	25	26	25	32	42	35	28	24	20	35	19	26	25	13	19	29	13	17	26	20	15	17	14	5					
		1.28%	0.81%	1.30%	0.96%	1.22%	1.99%	2.22%	1.53%	1.64%	1.47%	1.08%	0.60%	0.82%	0.22%	0.69%	0.23%	1.82%	1.27%	1.19%	1.34%	1.55%	1.22%	1.37%	1.28%	1.55%	2.20%	1.73%	1.49%	1.28%	1.02%	1.71%	1.05%	1.30%	1.34%	0.78%	0.93%	1.48%	0.65%	0.90%	1.36%	1.20%	0.83%	0.92%	1.52%	1.62%					
20	3.Политическая партия «Демократическая партия России»	137	5	1	6	5	1	4	0	4	3	6	0	0	3	2	3	1	3	1	4	2	1	2	4	4	6	3	1	8	2	2	3	9	3	3	3	1	4	8	3	4	2	4	2	1					
		0.18%	0.20%	0.07%	0.30%	0.25%	0.05%	0.22%	0.00%	0.28%	0.18%	0.34%	0.00%	0.00%	0.22%	0.11%	0.70%	0.05%	0.15%	0.30%	0.19%	0.11%	0.05%	0.11%	0.20%	0.19%	0.31%	0.15%	0.05%	0.43%	0.10%	0.10%	0.17%	0.45%	0.16%	0.18%	0.15%	0.05%	0.20%	0.42%	0.16%	0.24%	0.11%	0.22%	0.22%	0.32%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8891	219	193	204	252	285	226	232	179	274	228	60	64	102	174	25	267	217	35	197	199	261	259	218	233	196	292	267	229	220	215	246	267	232	239	217	229	233	230	232	210	193	230	91	20					
		11.91%	8.90%	13.92%	10.27%	12.77%	14.59%	12.56%	11.43%	12.73%	16.10%	12.94%	18.07%	17.49%	7.34%	9.21%	5.85%	12.15%	11.04%	10.42%	9.43%	11.05%	12.76%	13.65%	11.13%	11.27%	10.26%	14.47%	14.25%	12.18%	11.18%	10.49%	13.56%	13.32%	12.42%	14.28%	10.66%	11.72%	11.70%	12.14%	12.17%	12.60%	10.63%	12.45%	9.88%	6.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1298	26	28	30	25	50	41	31	23	42	33	3	3	18	15	14	43	38	1	45	30	51	29	39	39	55	41	54	33	21	43	27	45	28	19	37	38	18	19	31	14	21	31	20	6					
		1.74%	1.06%	2.02%	1.51%	1.27%	2.56%	2.28%	1.53%	1.64%	2.47%	1.87%	0.90%	0.82%	1.29%	0.79%	3.28%	1.96%	1.93%	0.30%	2.16%	1.67%	2.49%	1.53%	1.99%	1.89%	2.88%	2.03%	2.88%	1.76%	1.07%	2.10%	1.49%	2.25%	1.50%	1.14%	1.82%	1.94%	0.90%	1.00%	1.63%	0.84%	1.16%	1.68%	2.17%	1.95%					
23	6.Политическая партия «Партия социальной справедливости»	267	7	3	9	4	10	7	1	12	5	4	1	2	1	4	1	12	6	0	6	0	10	8	11	4	9	7	8	8	6	5	10	12	15	2	9	6	6	8	3	5	7	6	5	2					
		0.36%	0.28%	0.22%	0.45%	0.20%	0.51%	0.39%	0.05%	0.85%	0.29%	0.23%	0.30%	0.55%	0.07%	0.21%	0.23%	0.55%	0.31%	0.00%	0.29%	0.00%	0.49%	0.42%	0.56%	0.19%	0.47%	0.35%	0.43%	0.43%	0.30%	0.24%	0.55%	0.60%	0.80%	0.12%	0.44%	0.31%	0.30%	0.42%	0.16%	0.30%	0.39%	0.32%	0.54%	0.65%					
24	7.Политическая партия «Либерально-демократическая партия России»	11402	249	188	367	284	265	266	329	222	212	284	36	53	168	244	53	309	299	48	310	279	349	274	337	339	303	283	236	285	316	287	299	323	316	259	328	334	353	336	310	225	334	284	177	50					
		15.28%	10.11%	13.56%	18.47%	14.39%	13.57%	14.78%	16.21%	15.79%	12.46%	16.12%	10.84%	14.48%	12.09%	12.92%	12.41%	14.06%	15.21%	14.29%	14.85%	15.49%	17.06%	14.44%	17.21%	16.39%	15.86%	14.02%	12.59%	15.16%	16.06%	14.00%	16.48%	16.12%	16.92%	15.47%	16.12%	17.09%	17.73%	17.74%	16.26%	13.50%	18.39%	15.37%	19.22%	16.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6318	117	93	168	140	205	181	172	140	160	137	24	25	113	140	29	202	131	33	147	168	170	192	207	174	185	177	200	150	158	226	168	157	168	126	215	158	141	162	143	114	140	171	72	19					
		8.47%	4.75%	6.71%	8.45%	7.09%	10.50%	10.06%	8.48%	9.96%	9.40%	7.78%	7.23%	6.83%	8.13%	7.41%	6.79%	9.19%	6.66%	9.82%	7.04%	9.33%	8.31%	10.12%	10.57%	8.41%	9.69%	8.77%	10.67%	7.98%	8.03%	11.02%	9.26%	7.83%	8.99%	7.53%	10.57%	8.09%	7.08%	8.55%	7.50%	6.84%	7.71%	9.25%	7.82%	6.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	800	19	18	20	24	21	14	23	17	22	25	7	8	18	17	8	20	20	4	20	19	23	12	30	22	26	31	25	17	14	18	23	21	28	10	21	23	18	11	15	13	23	21	10	1					
