Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Среднеахтубинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731	УИК №3732	УИК №3733	УИК №3734	УИК №3735	УИК №3736	УИК №3737	УИК №3738	УИК №3739	УИК №3740	УИК №3741	УИК №3742	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747	УИК №3748	УИК №3749	УИК №3750	УИК №3751	УИК №3752	УИК №3753	УИК №3754	УИК №3755	УИК №3756					
1	"Число избирателей, внесенных в список избирателей"	42226	1239	1451	1781	1704	1069	1260	1129	887	422	374	1194	1137	1491	1287	895	613	1469	1625	1294	314	787	201	285	672	728	183	793	417	536	385	233	290	220	1580	523	367	571	333	346	303	531	354	255	1026	734	627	228	1846	374	571	150	1025	849	828	300	140					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40550	1200	1400	1700	1700	1000	1200	1150	850	400	350	1200	1100	1450	1250	850	600	1350	1600	1250	300	750	150	250	650	700	150	750	400	500	350	200	250	200	1550	500	350	550	300	300	250	500	350	250	1000	700	600	200	1850	350	550	150	1000	850	800	300	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17280	502	545	684	675	397	458	489	274	174	168	526	471	612	669	403	282	583	679	513	109	267	93	120	309	350	105	322	145	199	151	96	124	99	683	185	94	221	116	139	84	183	165	109	404	273	231	72	941	155	225	68	466	295	358	145	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1444	21	38	40	51	22	32	30	23	38	28	25	32	17	14	14	10	13	43	12	15	63	10	45	14	20	5	31	34	18	18	25	7	5	28	30	56	20	12	15	28	44	16	40	13	30	31	46	54	32	29	14	31	11	37	12	2					
6	Число погашенных избирательных бюллетеней	21826	677	817	976	974	581	710	631	553	188	154	649	597	821	567	433	308	754	878	725	176	420	47	85	327	330	40	397	221	283	181	79	119	96	839	285	200	309	172	146	138	273	169	101	583	397	338	82	855	163	296	68	503	544	405	143	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1444	21	38	40	51	22	32	30	23	38	28	25	32	17	14	14	10	13	43	12	15	63	10	45	14	20	5	31	34	18	18	25	7	5	28	30	56	20	12	15	28	44	16	40	13	30	31	46	54	32	29	14	31	11	37	12	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17274	496	545	684	675	397	458	489	274	174	168	526	471	612	669	403	282	583	679	513	109	267	93	120	309	350	105	322	145	199	151	96	124	99	683	185	94	221	116	139	84	183	165	109	404	273	231	72	941	155	225	68	466	295	358	145	75					
9	Число недействительных избирательных бюллетеней	246	3	14	15	16	9	3	3	7	3	4	2	4	7	7	2	4	7	8	6	2	4	1	0	2	9	1	5	1	7	4	4	3	2	9	2	2	4	2	3	3	1	0	5	2	3	1	2	20	2	2	0	2	2	4	6	0					
10	Число действительных избирательных бюллетеней	18472	514	569	709	710	410	487	516	290	209	192	549	499	622	676	415	288	589	714	519	122	326	102	165	321	361	109	348	178	210	165	117	128	102	702	213	148	237	126	151	109	226	181	144	415	300	261	116	975	185	252	82	495	304	391	151	77					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	439	20	10	20	10	10	10	10	6	6	6	10	10	10	10	6	6	10	15	15	6	6	6	6	6	6	6	11	6	6	6	6	6	6	10	5	5	5	5	5	5	5	5	5	10	5	5	5	15	5	5	5	10	10	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	361	13	8	13	10	10	10	10	6	6	6	10	8	9	10	6	5	9	13	13	1	6	3	3	4	3	6	11	3	6	6	3	5	1	10	5	5	5	5	0	1	5	5	5	10	3	5	5	15	1	5	3	8	9	10	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	397	3	13	14	14	5	8	5	11	4	4	4	10	12	11	6	4	64	8	1	4	6	9	7	7	6	4	4	2	4	5	10	4	9	11	3	1	9	8	5	1	5	2	1	5	7	6	2	3	6	4	5	9	3	7	3	9					
