Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Гаврилов-Ямская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483					
1	"Число избирателей, внесенных в список избирателей"	21880	1918	2190	1965	1705	1114	1807	1397	977	1905	318	272	187	513	745	719	177	267	332	322	175	164	461	304	286	1003	322	335					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19330	1550	1760	1580	1400	880	1460	1300	800	1550	340	290	190	510	740	730	160	240	350	300	190	190	480	330	280	1050	340	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10644	1078	1131	925	730	483	823	565	571	1110	168	121	78	223	384	310	82	167	204	165	92	93	109	148	136	446	125	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1874	22	113	123	99	69	160	131	40	38	34	79	40	89	65	42	53	23	46	41	48	34	134	64	37	145	52	53					
6	Число погашенных избирательных бюллетеней	6812	450	516	532	571	328	477	604	189	402	138	90	72	198	291	378	25	50	100	94	50	63	237	118	107	459	163	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1874	22	113	123	99	69	160	131	40	38	34	79	40	89	65	42	53	23	46	41	48	34	134	64	37	145	52	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10644	1078	1131	925	730	483	823	565	571	1110	168	121	78	223	384	310	82	167	204	165	92	93	109	148	136	446	125	177					
9	Число недействительных избирательных бюллетеней	170	23	13	17	5	16	11	9	14	11	1	0	0	4	8	6	0	2	4	0	0	3	5	2	2	11	2	1					
10	Число действительных избирательных бюллетеней	12348	1077	1231	1031	824	536	972	687	597	1137	201	200	118	308	441	346	135	188	246	206	140	124	238	210	171	580	175	229					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	20	25	40	20	20	20	20	15	25	5	5	5	5	45	10	5	5	5	5	10	5	5	5	5	20	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	151	11	9	12	10	5	8	4	7	7	1	0	2	2	27	1	0	0	1	3	5	1	0	4	3	13	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	149	8	11	8	5	13	11	9	1	7	4	3	2	8	13	14	0	1	3	4	0	3	4	3	3	1	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	219	9	16	28	10	15	12	16	8	18	4	5	3	3	18	9	5	5	4	2	5	4	5	1	2	7	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2715	312	314	236	181	122	192	153	179	297	45	36	11	44	117	87	9	20	41	28	27	12	39	41	26	90	17	39					
		21.69%	28.36%	25.24%	22.52%	21.83%	22.10%	19.53%	21.98%	29.30%	25.87%	22.28%	18.00%	9.32%	14.10%	26.06%	24.72%	6.67%	10.53%	16.40%	13.59%	19.29%	9.45%	16.05%	19.34%	15.03%	15.23%	9.60%	16.96%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1984	151	178	160	167	108	154	98	66	165	22	40	24	53	59	43	27	31	35	37	20	20	22	32	13	156	42	61					
		15.85%	13.73%	14.31%	15.27%	20.14%	19.57%	15.67%	14.08%	10.80%	14.37%	10.89%	20.00%	20.34%	16.99%	13.14%	12.22%	20.00%	16.32%	14.00%	17.96%	14.29%	15.75%	9.05%	15.09%	7.51%	26.40%	23.73%	26.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	12	6	12	8	2	15	11	6	31	1	1	3	1	5	7	1	4	6	4	0	0	3	2	4	11	1	1					
		1.26%	1.09%	0.48%	1.15%	0.97%	0.36%	1.53%	1.58%	0.98%	2.70%	0.50%	0.50%	2.54%	0.32%	1.11%	1.99%	0.74%	2.11%	2.40%	1.94%	0.00%	0.00%	1.23%	0.94%	2.31%	1.86%	0.56%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2893	289	292	268	175	143	281	160	157	297	37	29	10	64	116	80	20	36	57	48	25	24	43	47	35	101	18	41					
		23.11%	26.27%	23.47%	25.57%	21.11%	25.91%	28.59%	22.99%	25.70%	25.87%	18.32%	14.50%	8.47%	20.51%	25.84%	22.73%	14.81%	18.95%	22.80%	23.30%	17.86%	18.90%	17.70%	22.17%	20.23%	17.09%	10.17%	17.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	275	26	46	25	16	10	23	12	13	23	5	3	1	6	10	5	0	4	3	3	1	2	5	9	8	14	1	1					
		2.20%	2.36%	3.70%	2.39%	1.93%	1.81%	2.34%	1.72%	2.13%	2.00%	2.48%	1.50%	0.85%	1.92%	2.23%	1.42%	0.00%	2.11%	1.20%	1.46%	0.71%	1.57%	2.06%	4.25%	4.62%	2.37%	0.56%	0.43%					
