Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Гаврилов-Ямская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в списки избирателей"	21632	2021	2179	1904	1660	1062	1630	1210	1060	1976	332	278	167	555	777	695	197	246	329	316	183	175	425	296	274	1031	290	364					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21650	2000	2200	1900	1800	1000	1700	1200	1000	2000	300	300	150	500	750	700	200	250	350	300	200	200	450	300	250	1000	300	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11950	1132	1244	1015	877	549	840	603	658	1175	234	192	111	261	443	357	103	165	205	186	94	97	226	168	139	502	148	226					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2165	32	113	175	93	58	143	160	56	40	18	50	35	171	58	60	69	48	65	70	75	53	105	91	51	120	89	67					
6	Число погашенных избирательных бюллетеней	7535	836	843	710	830	393	717	437	286	785	48	58	4	68	249	283	28	37	80	44	31	50	119	41	60	378	63	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2165	32	113	175	93	58	143	160	56	40	18	50	35	171	58	60	69	48	65	70	75	53	105	91	51	120	89	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11949	1132	1244	1015	876	549	840	603	658	1175	234	192	111	261	443	357	103	165	205	186	94	97	226	168	139	502	148	226					
9	Число недействительных избирательных бюллетеней	102	5	17	12	5	1	11	4	7	8	2	2	1	3	3	3	0	1	2	2	0	0	2	2	0	2	2	5					
10	Число действительных избирательных бюллетеней	14012	1159	1340	1178	964	606	972	759	707	1207	250	240	145	429	498	414	172	212	268	254	169	150	329	257	190	620	235	288					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	451	15	15	70	15	15	45	15	16	25	5	25	5	5	55	5	5	5	5	5	20	5	5	5	5	40	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	328	15	11	64	2	10	45	4	3	17	5	9	0	1	55	3	0	0	2	5	20	5	5	3	3	21	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	279	10	5	10	16	4	45	4	15	9	8	3	3	59	13	13	1	2	8	1	6	1	12	5	4	8	3	11					
14	Число погашенных неиспользованных открепительных удостоверений	123	0	4	6	13	5	0	11	13	8	0	16	5	4	0	2	5	5	3	0	0	0	0	2	2	19	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	729	34	46	34	18	16	25	18	20	58	20	18	5	26	34	22	15	29	68	34	25	8	42	19	21	45	9	20					
		5.17%	2.92%	3.39%	2.86%	1.86%	2.64%	2.54%	2.36%	2.80%	4.77%	7.94%	7.44%	3.42%	6.02%	6.79%	5.28%	8.72%	13.62%	25.19%	13.28%	14.79%	5.33%	12.69%	7.34%	11.05%	7.23%	3.80%	6.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	94	9	17	11	3	6	8	3	4	9	0	1	0	1	2	2	0	0	0	7	0	0	3	0	3	3	0	2					
		0.67%	0.77%	1.25%	0.92%	0.31%	0.99%	0.81%	0.39%	0.56%	0.74%	0.00%	0.41%	0.00%	0.23%	0.40%	0.48%	0.00%	0.00%	0.00%	2.73%	0.00%	0.00%	0.91%	0.00%	1.58%	0.48%	0.00%	0.68%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.08%	0.00%	0.16%	0.10%	0.00%	0.28%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1076	118	103	93	71	40	83	48	70	108	12	19	6	21	52	40	12	14	18	14	9	8	15	21	10	36	8	27					
		7.62%	10.14%	7.59%	7.82%	7.33%	6.59%	8.44%	6.29%	9.80%	8.89%	4.76%	7.85%	4.11%	4.86%	10.38%	9.59%	6.98%	6.57%	6.67%	5.47%	5.33%	5.33%	4.53%	8.11%	5.26%	5.79%	3.38%	9.22%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	44	9	5	4	2	2	1	2	4	8	0	1	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0					
		0.31%	0.77%	0.37%	0.34%	0.21%	0.33%	0.10%	0.26%	0.56%	0.66%	0.00%	0.41%	0.00%	0.46%	0.20%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.53%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	30	2	4	0	3	2	1	6	2	2	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	1	1	0					
		0.21%	0.17%	0.29%	0.00%	0.31%	0.33%	0.10%	0.79%	0.28%	0.16%	0.00%	0.41%	0.00%	0.00%	0.20%	0.48%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.16%	0.42%	0.00%					
