Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Пограничная																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841					
1	"Число избирателей, внесенных в списки избирателей"	18392	1693	1503	836	1475	1319	962	1061	345	989	863	221	53	63	59	139	774	2635	114	569	1139	93	723	289	207	268					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17880	1550	1450	850	1450	1250	950	1050	350	950	800	200	55	55	65	140	800	2600	115	550	1100	100	700	270	200	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	36					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11228	989	865	423	817	704	465	496	223	562	546	141	44	48	42	92	507	2182	88	377	623	53	465	160	120	196					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	563	26	12	16	29	63	75	17	17	33	8	45	0	2	1	4	42	49	1	23	41	0	23	7	8	21					
6	Число погашенных избирательных бюллетеней	6017	535	573	411	604	483	410	537	110	355	246	14	11	5	22	44	251	369	26	150	436	47	212	67	72	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	635	26	12	16	29	63	75	17	17	33	8	45	0	2	1	4	42	49	1	23	41	0	23	43	8	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11228	989	865	423	817	704	465	496	223	562	546	141	44	48	42	92	507	2182	88	377	623	53	465	160	120	196					
9	Число недействительных избирательных бюллетеней	168	7	3	8	11	10	4	6	4	18	12	4	1	3	0	2	8	44	0	0	6	1	10	3	2	1					
10	Число действительных избирательных бюллетеней	11695	1008	874	431	835	757	536	507	236	577	542	182	43	47	43	94	541	2187	89	400	658	52	478	200	126	252					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	592	32	50	20	30	30	30	25	15	25	40	15	5	5	10	10	20	100	10	20	20	20	20	15	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	159	11	11	12	12	6	5	0	1	2	7	0	0	0	5	0	5	32	0	18	2	17	11	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	23	3	1	15	1	4	0	3	4	5	2	2	6	3	0	3	12	3	1	8	2	1	9	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	433	21	39	8	18	24	25	25	14	23	33	15	5	5	5	10	15	68	10	2	18	3	9	15	10	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	244	15	21	5	22	14	13	14	5	15	12	3	1	1	0	0	6	23	2	25	21	1	10	3	7	5					
		2.06%	1.48%	2.39%	1.14%	2.60%	1.83%	2.41%	2.73%	2.08%	2.52%	2.17%	1.61%	2.27%	2.00%	0.00%	0.00%	1.09%	1.03%	2.25%	6.25%	3.16%	1.89%	2.05%	1.48%	5.47%	1.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	82	12	14	7	8	6	3	4	0	3	5	0	0	0	1	0	1	5	0	5	4	1	1	0	1	1					
		0.69%	1.18%	1.60%	1.59%	0.95%	0.78%	0.56%	0.78%	0.00%	0.50%	0.90%	0.00%	0.00%	0.00%	2.33%	0.00%	0.18%	0.22%	0.00%	1.25%	0.60%	1.89%	0.20%	0.00%	0.78%	0.40%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.11%	0.00%	0.12%	0.13%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	891	60	80	64	122	86	49	50	16	50	33	1	6	2	6	4	32	72	7	24	52	2	37	21	10	5					
		7.51%	5.91%	9.12%	14.58%	14.42%	11.21%	9.07%	9.75%	6.67%	8.40%	5.96%	0.54%	13.64%	4.00%	13.95%	4.17%	5.83%	3.23%	7.87%	6.00%	7.83%	3.77%	7.58%	10.34%	7.81%	1.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	4	8	0	7	5	0	4	1	1	2	0	0	0	0	0	1	9	0	0	1	0	1	2	0	1					
		0.40%	0.39%	0.91%	0.00%	0.83%	0.65%	0.00%	0.78%	0.42%	0.17%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.40%	0.00%	0.00%	0.15%	0.00%	0.20%	0.99%	0.00%	0.40%					
23	6.Политическая партия «Партия социальной справедливости»	32	1	2	2	4	7	0	0	1	3	2	3	0	0	0	2	0	2	0	0	2	0	0	0	0	1					
		0.27%	0.10%	0.23%	0.46%	0.47%	0.91%	0.00%	0.00%	0.42%	0.50%	0.36%	1.61%	0.00%	0.00%	0.00%	2.08%	0.00%	0.09%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.40%					
24	7.Политическая партия «Либерально-демократическая партия России»	1281	130	106	42	82	110	67	50	18	60	68	22	2	9	3	13	24	228	3	45	77	13	38	26	10	35					
		10.80%	12.81%	12.09%	9.57%	9.69%	14.34%	12.41%	9.75%	7.50%	10.08%	12.27%	11.83%	4.55%	18.00%	6.98%	13.54%	4.37%	10.22%	3.37%	11.25%	11.60%	24.53%	7.79%	12.81%	7.81%	13.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	472	48	37	34	58	50	21	17	10	15	29	4	0	0	2	2	17	36	3	9	50	5	14	4	5	2					
		3.98%	4.73%	4.22%	7.74%	6.86%	6.52%	3.89%	3.31%	4.17%	2.52%	5.23%	2.15%	0.00%	0.00%	4.65%	2.08%	3.10%	1.61%	3.37%	2.25%	7.53%	9.43%	2.87%	1.97%	3.91%	0.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	95	7	12	4	7	10	5	4	0	2	8	3	2	1	1	0	0	15	2	3	4	0	5	0	0	0					
		0.80%	0.69%	1.37%	0.91%	0.83%	1.30%	0.93%	0.78%	0.00%	0.34%	1.44%	1.61%	4.55%	2.00%	2.33%	0.00%	0.00%	0.67%	2.25%	0.75%	0.60%	0.00%	1.02%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8472	726	585	267	522	462	368	361	185	424	382	146	32	32	29	72	458	1785	72	289	442	28	369	144	92	200					
