Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Район Кузьмики																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324					
1	"Число избирателей, внесенных в списки"	79692	1518	1523	1722	2390	2706	2340	2366	2454	2420	2562	2512	2574	2872	1515	2093	1494	2458	2385	2344	2576	2129	2130	2464	2467	2607	2366	2416	2560	1716	1969	2648	2613	2397	2470	1916					
2	"Число бюллетеней, полученных участковыми комиссиями"	78600	1500	1500	1600	2400	2700	2400	2300	2500	2500	2700	2500	2500	2800	1500	2000	1300	2500	2400	2400	2700	2000	2000	2500	2300	2500	2300	2500	2500	1700	2000	2700	2500	2000	2500	1900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	44603	907	853	946	1331	1583	1344	1304	1297	1350	1433	1398	1410	1618	867	1079	831	1387	1300	1482	1457	1183	1130	1260	1388	1398	1352	1509	1428	972	1089	1533	1393	1318	1418	1055					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1521	39	32	36	58	56	54	43	62	48	60	49	55	46	19	27	22	38	59	45	49	65	55	43	33	49	54	37	40	41	39	50	35	30	30	23					
6	Число погашенных бюллетеней	32477	554	615	618	1011	1061	1002	953	1141	1102	1207	1058	1035	1136	614	894	447	1075	1041	873	1194	752	815	1197	875	1053	894	954	1032	687	872	1117	1072	652	1052	822					
7	Число бюллетеней в переносных ящиках для голосования	1521	39	32	36	58	56	54	43	62	48	60	49	55	46	19	27	22	38	59	45	49	65	55	43	33	49	54	37	40	41	39	50	35	30	30	23					
8	Число бюллетеней в стационарных ящиках для голосования	44338	907	853	946	1328	1470	1344	1304	1297	1350	1416	1385	1409	1618	866	1079	831	1387	1300	1417	1451	1178	1109	1260	1384	1398	1351	1496	1428	972	1087	1533	1393	1318	1418	1055					
9	Число недействительных бюллетеней	840	19	12	21	18	19	43	26	18	21	25	20	14	22	12	27	15	46	26	68	36	20	22	20	29	19	12	24	33	11	24	65	10	11	21	11					
10	Число действительных бюллетеней	45019	927	873	961	1368	1507	1355	1321	1341	1377	1451	1414	1450	1642	873	1079	838	1379	1333	1394	1464	1223	1142	1283	1388	1428	1393	1509	1435	1002	1102	1518	1418	1337	1427	1067					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2180	45	40	45	65	70	65	65	65	65	75	70	70	70	45	60	40	65	65	65	75	55	55	65	65	70	65	65	70	50	55	70	75	60	65	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1148	35	26	21	36	0	48	32	26	37	37	41	37	47	35	23	24	28	44	27	40	26	24	37	26	55	36	21	56	30	27	38	35	26	35	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	635	29	11	11	22	17	16	18	18	0	23	23	15	34	15	13	0	11	14	30	18	14	29	21	8	22	15	22	23	13	10	33	35	22	13	17					
14	Число погашенных открепительных удостоверений	962	10	14	24	29	0	17	33	39	28	38	29	33	23	10	37	16	37	21	38	35	29	31	28	39	15	29	44	14	20	28	32	40	34	30	38					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	319	8	11	7	8	6	12	9	7	11	8	13	4	13	8	14	6	9	13	10	12	6	8	16	6	15	3	9	10	11	10	9	7	8	9	3					
		0.69%	0.84%	1.24%	0.71%	0.57%	0.39%	0.85%	0.66%	0.51%	0.78%	0.54%	0.90%	0.27%	0.78%	0.90%	1.26%	0.70%	0.63%	0.95%	0.68%	0.8%	0.48%	0.68%	1.22%	0.42%	1.03%	0.21%	0.58%	0.68%	1.08%	0.88%	0.56%	0.49%	0.59%	0.62%	0.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2893	78	46	57	109	140	67	81	106	76	83	99	93	72	41	53	62	100	71	80	81	75	77	66	82	86	128	102	94	27	62	142	103	105	96	53					
		6.30%	8.24%	5.19%	5.80%	7.86%	9.17%	4.79%	6.01%	7.79%	5.43%	5.62%	6.90%	6.35%	4.32%	4.63%	4.79%	7.26%	7.01%	5.22%	5.47%	5.4%	6.03%	6.61%	5.06%	5.78%	5.94%	9.11%	6.65%	6.40%	2.66%	5.50%	8.97%	7.21%	7.78%	6.62%	4.91%					
