Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Солнечная																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №694	УИК №695	УИК №696	УИК №697					
1	"Число избирателей, внесенных в список избирателей"	25948	1199	1430	1684	2171	1859	1157	1403	181	1322	1524	409	431	1665	835	373	673	979	1357	2216	2178	379	523					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25790	1220	1460	1700	2200	1750	1140	1430	200	1040	1550	410	500	1660	800	360	690	1010	1350	2160	2280	380	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13330	502	759	957	1302	1266	571	766	113	640	642	159	376	720	331	271	319	596	810	813	836	235	346					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1160	60	29	24	39	15	64	22	4	45	36	50	2	103	112	10	40	39	140	122	178	14	12					
6	Число погашенных избирательных бюллетеней	11300	658	672	719	859	469	505	642	83	355	872	201	122	837	357	79	331	375	400	1225	1266	131	142					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1160	60	29	24	39	15	64	22	4	45	36	50	2	103	112	10	40	39	140	122	178	14	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13327	502	759	957	1302	1265	570	766	113	640	642	159	376	719	331	271	319	596	810	813	836	235	346					
9	Число недействительных избирательных бюллетеней	304	8	17	26	24	30	17	19	2	18	14	2	8	17	20	8	6	4	10	14	17	15	8					
10	Число действительных избирательных бюллетеней	14183	554	771	955	1317	1250	617	769	115	667	664	207	370	805	423	273	353	631	940	921	997	234	350					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	390	14	19	27	26	43	15	17	23	16	22	8	49	18	4	4	13	11	10	15	33	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	311	14	14	25	22	33	11	11	23	11	16	8	37	11	3	0	13	7	10	12	29	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	2	3	13	9	9	6	1	9	5	4	1	5	10	2	1	2	4	6	8	4	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	79	0	5	2	4	10	4	6	0	5	6	0	12	7	1	4	0	4	0	3	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1738	65	118	116	197	137	103	105	12	76	89	13	35	84	39	15	29	95	97	132	107	39	35					
		11.99%	11.57%	14.97%	11.82%	14.69%	10.70%	16.25%	13.32%	10.26%	11.09%	13.13%	6.22%	9.26%	10.22%	8.80%	5.34%	8.08%	14.96%	10.21%	14.12%	10.55%	15.66%	9.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3240	125	140	216	279	333	147	167	24	115	104	46	113	174	115	18	34	139	397	192	197	61	104					
		22.36%	22.24%	17.77%	22.02%	20.81%	26.02%	23.19%	21.19%	20.51%	16.79%	15.34%	22.01%	29.89%	21.17%	25.96%	6.41%	9.47%	21.89%	41.79%	20.53%	19.43%	24.50%	29.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	6	5	14	14	22	7	7	0	3	6	1	7	7	4	5	2	9	10	12	15	1	1					
		1.09%	1.07%	0.63%	1.43%	1.04%	1.72%	1.10%	0.89%	0.00%	0.44%	0.88%	0.48%	1.85%	0.85%	0.90%	1.78%	0.56%	1.42%	1.05%	1.28%	1.48%	0.40%	0.28%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2577	139	193	202	281	237	113	195	17	142	158	35	26	112	49	42	29	94	111	177	154	26	45					
		17.79%	24.73%	24.49%	20.59%	20.95%	18.52%	17.82%	24.75%	14.53%	20.73%	23.30%	16.75%	6.88%	13.63%	11.06%	14.95%	8.08%	14.80%	11.68%	18.93%	15.19%	10.44%	12.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	237	17	11	25	17	29	15	10	1	10	9	1	5	6	5	0	5	10	25	11	19	3	3					
		1.64%	3.02%	1.40%	2.55%	1.27%	2.27%	2.37%	1.27%	0.85%	1.46%	1.33%	0.48%	1.32%	0.73%	1.13%	0.00%	1.39%	1.57%	2.63%	1.18%	1.87%	1.20%	0.84%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6141	198	299	378	517	480	228	281	60	319	291	108	183	420	207	193	252	282	289	394	499	102	161					
		42.39%	35.23%	37.94%	38.53%	38.55%	37.50%	35.96%	35.66%	51.28%	46.57%	42.92%	51.67%	48.41%	51.09%	46.73%	68.68%	70.19%	44.41%	30.42%	42.14%	49.21%	40.96%	44.97%					
