Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Краснотурьинская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028					
1	"Число избирателей, внесенных в списки"	53877	849	484	1176	1859	1466	896	448	1953	2995	645	546	1524	2840	2380	2114	2624	554	1734	1397	1508	1635	1490	1602	1050	728	1058	1410	656	698	1031	1382	980	1300	1975	2266	1670	1527	224	805	202	196					
2	"Число бюллетеней, полученных участковыми комиссиями"	49600	800	500	1100	1700	1300	800	400	1800	2700	600	500	1400	2600	2200	2000	2400	500	1600	1300	1400	1500	1400	1500	1000	700	1000	1300	600	700	900	1300	900	1200	1800	2100	1500	1400	150	700	200	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26638	250	192	446	723	753	255	238	946	1418	202	172	737	1442	1209	1040	1242	403	1024	767	829	891	743	733	622	362	587	699	341	321	578	770	514	703	1091	1166	837	706	34	381	138	133					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	963	30	22	30	42	30	18	15	10	42	15	53	31	22	26	22	59	0	33	22	25	20	42	34	19	5	17	16	14	5	20	41	13	25	23	11	7	18	75	11	0	0					
6	Число погашенных бюллетеней	21999	520	286	624	935	517	527	147	844	1240	383	275	632	1136	965	938	1099	97	543	511	546	589	615	733	359	333	396	585	245	374	302	489	373	472	686	923	656	676	41	308	62	17					
7	Число бюллетеней в переносных ящиках для голосования	963	30	22	30	42	30	18	15	10	42	15	53	31	22	26	22	59	0	33	22	25	20	42	34	19	5	17	16	14	5	20	41	13	25	23	11	7	18	75	11	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	26635	250	192	446	723	753	255	238	946	1417	202	172	737	1442	1209	1040	1242	403	1024	767	829	891	743	733	622	361	587	699	341	321	578	770	513	703	1091	1166	837	706	34	381	138	133					
9	Число недействительных бюллетеней	415	6	6	0	23	16	3	3	9	16	2	0	8	11	20	12	13	7	16	9	22	19	16	18	16	5	8	8	2	3	13	13	8	22	19	13	11	7	0	8	2	2					
10	Число действительных бюллетеней	27183	274	208	476	742	767	270	250	947	1443	215	225	760	1453	1215	1050	1288	396	1041	780	832	892	769	749	625	361	596	707	353	323	585	798	518	706	1095	1164	833	717	109	384	136	131					
