Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Кемеровская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100					
1	"Число избирателей, внесенных в списки избирателей"	30876	897	343	235	1631	1073	293	1666	2117	403	1052	1807	158	518	596	165	537	116	957	842	320	1592	1777	176	724	304	147	300	920	922	2440	1283	1836	1944	785					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29480	800	350	250	1500	1000	250	1500	2000	350	1050	1700	170	550	600	170	500	100	900	790	320	1500	1700	160	700	270	150	250	900	900	2500	1200	1800	1900	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23239	697	232	196	1229	729	146	998	1311	274	859	1534	136	155	498	153	391	83	836	723	287	1189	1308	121	452	219	118	151	748	729	2093	972	1561	1500	611					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2558	56	56	7	113	84	47	164	111	34	174	135	22	339	49	8	58	14	50	67	23	62	26	29	98	45	16	99	82	128	70	144	58	65	25					
6	Число погашенных избирательных бюллетеней	3681	47	62	47	156	187	57	338	578	42	17	31	12	56	53	9	51	3	14	0	10	249	366	10	150	6	16	0	70	43	337	84	181	335	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2558	56	56	7	113	84	47	164	111	34	174	135	22	339	49	8	58	14	50	67	23	62	26	29	98	45	16	99	82	128	70	144	58	65	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23231	697	232	196	1229	729	146	998	1311	274	859	1534	136	155	498	153	391	83	836	723	287	1184	1305	121	452	219	118	151	748	729	2093	972	1561	1500	611					
9	Число недействительных избирательных бюллетеней	169	3	1	1	19	5	3	6	0	0	1	0	1	0	7	1	1	0	10	2	2	5	0	3	4	2	2	0	3	52	0	16	6	9	4					
10	Число действительных избирательных бюллетеней	25620	750	287	202	1323	808	190	1156	1422	308	1032	1669	157	494	540	160	448	97	876	788	308	1241	1331	147	546	262	132	250	827	805	2163	1100	1613	1556	632					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	593	21	35	10	20	20	5	15	31	4	20	20	10	10	30	10	10	10	10	20	10	30	32	5	20	3	10	10	20	15	43	5	50	19	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	590	21	35	10	20	20	5	14	31	4	20	20	10	10	30	10	10	10	10	20	10	30	31	5	20	2	10	10	20	15	43	5	50	19	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	460	18	12	3	15	10	4	15	12	0	12	30	3	58	7	4	7	2	6	5	11	20	25	10	11	6	45	11	6	21	8	30	13	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	337	17	5	1	12	8	5	16	28	5	18	4	0	5	9	0	20	0	10	2	1	5	14	5	7	1	0	4	8	18	38	20	17	21	13					
		1.31%	2.26%	1.74%	0.49%	0.89%	0.98%	2.59%	1.38%	1.97%	1.62%	1.74%	0.24%	0.00%	1.01%	1.65%	0.00%	4.45%	0.00%	1.13%	0.25%	0.32%	0.40%	1.05%	3.33%	1.27%	0.38%	0.00%	1.60%	0.96%	2.10%	1.76%	1.79%	1.05%	1.34%	2.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	125	3	0	0	4	2	0	8	34	0	3	0	1	1	0	0	2	0	0	3	0	6	13	0	2	1	1	0	2	6	18	2	4	8	1					
		0.48%	0.40%	0.00%	0.00%	0.30%	0.25%	0.00%	0.69%	2.39%	0.00%	0.29%	0.00%	0.63%	0.20%	0.00%	0.00%	0.45%	0.00%	0.00%	0.38%	0.00%	0.48%	0.98%	0.00%	0.36%	0.38%	0.75%	0.00%	0.24%	0.70%	0.83%	0.18%	0.25%	0.51%	0.16%					
20	3.Политическая партия «Демократическая партия России»	28	2	2	0	0	1	0	4	7	0	1	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0					
		0.11%	0.27%	0.69%	0.00%	0.00%	0.12%	0.00%	0.34%	0.49%	0.00%	0.10%	0.00%	0.00%	0.00%	0.18%	0.00%	0.45%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.09%	0.06%	0.06%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1176	44	8	5	22	35	9	91	118	10	11	95	11	11	19	7	13	0	31	21	8	74	94	9	22	4	10	14	22	17	166	35	53	61	26					
		4.56%	5.84%	2.78%	2.46%	1.64%	4.31%	4.66%	7.83%	8.30%	3.25%	1.06%	5.69%	6.96%	2.23%	3.47%	4.35%	2.90%	0.00%	3.50%	2.66%	2.58%	5.94%	7.06%	6.00%	4.00%	1.52%	7.46%	5.60%	2.65%	1.98%	7.67%	3.14%	3.27%	3.90%	4.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	137	1	0	1	4	2	0	13	9	2	2	5	0	4	2	0	4	1	13	1	6	9	10	0	13	0	0	0	4	0	15	1	10	3	2					
		0.53%	0.13%	0.00%	0.49%	0.30%	0.25%	0.00%	1.12%	0.63%	0.65%	0.19%	0.30%	0.00%	0.81%	0.37%	0.00%	0.89%	1.03%	1.47%	0.13%	1.94%	0.72%	0.75%	0.00%	2.36%	0.00%	0.00%	0.00%	0.48%	0.00%	0.69%	0.09%	0.62%	0.19%	0.31%					
23	6.Политическая партия «Партия социальной справедливости»	41	0	0	0	1	1	1	3	6	0	3	0	0	2	0	0	0	0	1	0	0	0	8	1	1	0	0	0	0	1	3	2	2	1	4					
		0.16%	0.00%	0.00%	0.00%	0.07%	0.12%	0.52%	0.26%	0.42%	0.00%	0.29%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.60%	0.67%	0.18%	0.00%	0.00%	0.00%	0.00%	0.12%	0.14%	0.18%	0.12%	0.06%	0.63%					
24	7.Политическая партия «Либерально-демократическая партия России»	1597	80	20	8	42	54	23	98	148	11	35	60	8	10	23	9	37	6	43	36	16	98	128	8	58	35	6	16	45	13	128	81	98	71	45					
		6.19%	10.62%	6.94%	3.94%	3.13%	6.64%	11.92%	8.43%	10.41%	3.57%	3.39%	3.59%	5.06%	2.02%	4.20%	5.59%	8.24%	6.19%	4.85%	4.56%	5.16%	7.87%	9.62%	5.33%	10.55%	13.26%	4.48%	6.40%	5.42%	1.52%	5.92%	7.26%	6.05%	4.54%	7.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	578	15	6	4	24	11	1	34	57	4	20	0	3	11	6	6	16	0	25	22	1	36	27	10	16	1	9	9	14	13	59	17	43	46	12					
		2.24%	1.99%	2.08%	1.97%	1.79%	1.35%	0.52%	2.93%	4.01%	1.30%	1.94%	0.00%	1.90%	2.23%	1.10%	3.73%	3.56%	0.00%	2.82%	2.78%	0.32%	2.89%	2.03%	6.67%	2.91%	0.38%	6.72%	3.60%	1.69%	1.52%	2.73%	1.52%	2.66%	2.94%	1.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	122	3	0	0	3	5	1	9	9	1	1	0	1	1	2	1	1	3	2	1	1	11	11	0	9	4	0	0	2	2	10	10	11	7	0					
		0.47%	0.40%	0.00%	0.00%	0.22%	0.62%	0.52%	0.77%	0.63%	0.32%	0.10%	0.00%	0.63%	0.20%	0.37%	0.62%	0.22%	3.09%	0.23%	0.13%	0.32%	0.88%	0.83%	0.00%	1.64%	1.52%	0.00%	0.00%	0.24%	0.23%	0.46%	0.90%	0.68%	0.45%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21353	582	246	183	1206	687	150	869	990	275	934	1505	132	445	474	136	349	87	750	698	275	999	1009	111	418	216	106	204	729	732	1703	928	1368	1329	528					
		82.80%	77.29%	85.42%	90.15%	89.87%	84.50%	77.72%	74.78%	69.62%	89.29%	90.42%	90.17%	83.54%	90.08%	86.65%	84.47%	77.73%	89.69%	84.65%	88.35%	88.71%	80.18%	75.81%	74.00%	76.00%	81.82%	79.10%	81.60%	87.83%	85.41%	78.73%	83.15%	84.50%	84.92%	83.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	126	3	0	0	5	2	0	11	16	0	4	0	1	4	4	1	4	0	1	1	0	3	17	3	0	0	0	3	1	3	21	3	6	8	1					
		0.49%	0.40%	0.00%	0.00%	0.37%	0.25%	0.00%	0.95%	1.13%	0.00%	0.39%	0.00%	0.63%	0.81%	0.73%	0.62%	0.89%	0.00%	0.11%	0.13%	0.00%	0.24%	1.28%	2.00%	0.00%	0.00%	0.00%	1.20%	0.12%	0.35%	0.97%	0.27%	0.37%	0.51%	0.16%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
