Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Кемеровская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123					
1	"Число избирателей, внесенных в список избирателей"	32127	860	371	238	1594	1504	1713	729	1630	406	1114	1746	173	587	599	190	543	105	989	376	518	320	1677	575	1460	275	732	453	177	304	954	855	1515	490	803	833	1629	244	979	1867					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31940	880	350	230	1590	1530	1690	700	1600	400	1130	1800	150	490	650	180	540	100	1000	380	510	310	1660	570	1480	260	730	440	140	300	950	840	1540	500	800	750	1650	240	1000	1880					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19103	562	170	212	1029	695	891	386	829	229	766	1419	116	127	377	126	295	53	607	211	227	156	1322	434	1339	204	392	172	118	117	452	485	762	275	377	508	950	121	714	878					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2063	62	68	18	103	167	84	27	53	11	82	82	25	344	46	14	27	21	43	36	31	23	53	23	10	25	57	68	12	70	107	39	60	15	24	21	32	13	36	31					
6	Число погашенных избирательных бюллетеней	10774	256	112	0	458	668	715	287	718	160	282	299	9	19	227	40	218	26	350	133	252	131	285	113	131	31	281	200	10	113	391	316	718	210	399	221	668	106	250	971					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2063	62	68	18	103	167	84	27	53	11	82	82	25	344	46	14	27	21	43	36	31	23	53	23	10	25	57	68	12	70	107	39	60	15	24	21	32	13	36	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19101	562	170	212	1029	695	891	386	829	229	766	1419	116	127	377	126	295	53	607	211	227	156	1322	434	1339	204	392	172	118	117	452	483	762	275	377	508	950	121	714	878					
9	Число недействительных избирательных бюллетеней	165	13	4	2	0	0	0	0	6	1	5	0	1	9	3	2	5	0	3	3	2	1	0	8	12	1	1	5	3	5	13	2	10	4	10	1	2	5	0	23					
10	Число действительных избирательных бюллетеней	20999	611	234	228	1132	862	975	413	876	239	843	1501	140	462	420	138	317	74	647	244	256	178	1375	449	1337	228	448	235	127	182	546	520	812	286	391	528	980	129	750	886					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	54	6	14	24	25	35	11	24	6	18	60	6	18	42	3	12	2	20	11	13	8	37	9	23	8	21	7	2	4	15	13	24	11	13	12	31	4	15	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	689	54	6	14	24	25	34	11	24	6	18	60	6	18	42	3	12	2	20	11	13	8	37	9	23	8	21	7	2	4	15	13	24	11	13	12	31	4	15	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	517	25	9	9	10	11	20	25	14	6	15	26	16	38	14	9	14	8	11	9	17	15	11	10	13	5	14	7	60	9	10	10	16	5	6	0	5	6	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	736	66	0	0	6	4	1	2	0	1	62	0	9	39	3	10	46	3	3	27	31	18	6	1	43	1	2	16	14	16	50	53	84	22	47	8	14	15	6	7					
		3.48%	10.58%	0.00%	0.00%	0.53%	0.46%	0.10%	0.48%	0.00%	0.42%	7.31%	0.00%	6.38%	8.28%	0.71%	7.14%	14.29%	4.05%	0.46%	10.93%	12.02%	10.06%	0.44%	0.22%	3.19%	0.44%	0.45%	6.67%	10.77%	8.56%	8.94%	10.15%	10.22%	7.59%	11.72%	1.51%	1.43%	11.19%	0.80%	0.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2795	118	26	20	142	110	198	79	53	37	92	104	23	45	21	14	78	12	100	57	24	30	157	46	136	25	71	71	14	16	83	114	120	49	66	72	118	16	86	152					
		13.21%	18.91%	10.92%	8.70%	12.54%	12.76%	20.31%	19.13%	6.01%	15.42%	10.85%	6.93%	16.31%	9.55%	4.96%	10.00%	24.22%	16.22%	15.38%	23.08%	9.30%	16.76%	11.42%	10.07%	10.08%	10.92%	15.81%	29.58%	10.77%	8.56%	14.85%	21.84%	14.60%	16.90%	16.46%	13.61%	12.02%	11.94%	11.47%	16.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	3	3	0	0	0	2	1	0	0	2	2	0	6	0	1	5	0	0	3	1	1	9	0	11	1	1	2	2	2	7	1	9	2	1	1	2	1	1	1					
		0.40%	0.48%	1.26%	0.00%	0.00%	0.00%	0.21%	0.24%	0.00%	0.00%	0.24%	0.13%	0.00%	1.27%	0.00%	0.71%	1.55%	0.00%	0.00%	1.21%	0.39%	0.56%	0.65%	0.00%	0.82%	0.44%	0.22%	0.83%	1.54%	1.07%	1.25%	0.19%	1.09%	0.69%	0.25%	0.19%	0.20%	0.75%	0.13%	0.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2132	92	3	0	96	94	145	2	5	2	65	150	26	73	1	13	46	9	57	28	47	18	62	46	160	33	53	23	23	27	54	57	102	50	68	97	220	11	72	2					
