Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Красноармейская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496					
1	"Число избирателей, внесенных в список избирателей"	16543	541	134	259	119	19	51	305	208	45	218	3188	130	227	72	866	2135	403	194	1153	28	691	3273	68	206	2010					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12756	540	130	260	115	20	53	300	200	45	220	2100	115	240	65	670	1400	400	182	1000	30	700	2300	63	208	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8156	236	81	162	87	16	30	154	128	26	112	1634	74	119	38	390	1064	182	80	499	19	275	1566	50	105	1029					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	301	5	2	3	0	0	6	16	7	3	23	28	7	8	5	9	27	9	8	64	9	10	36	3	1	12					
6	Число погашенных избирательных бюллетеней	4299	299	47	95	28	4	17	130	65	16	85	438	34	113	22	271	309	209	94	437	2	415	698	10	102	359					
7	Число избирательных бюллетеней в переносных ящиках для голосования	301	5	2	3	0	0	6	16	7	3	23	28	7	8	5	9	27	9	8	64	9	10	36	3	1	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8144	235	81	162	87	16	30	154	128	26	112	1633	74	119	38	381	1064	182	80	499	19	275	1565	50	105	1029					
9	Число недействительных избирательных бюллетеней	193	2	1	3	1	0	0	3	1	1	1	48	2	4	0	10	25	2	0	8	2	7	47	0	0	25					
10	Число действительных избирательных бюллетеней	8252	238	82	162	86	16	36	167	134	28	134	1613	79	123	43	380	1066	189	88	555	26	278	1554	53	106	1016					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	288	10	5	7	5	3	3	8	5	3	5	50	3	10	3	10	20	10	5	15	3	20	50	10	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	131	0	3	2	0	1	0	8	0	0	3	47	0	7	0	2	9	0	0	12	2	3	20	0	2	10					
