Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Кунашакская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110					
1	"Число избирателей, включенных в списки избирателей"	22424	2552	2182	331	403	315	425	1412	251	186	143	1161	269	428	267	276	1358	700	590	172	842	259	90	256	410	831	360	399	372	451	565	118	161	158	280	167	135	1244	200	141	356	175	295	314	242	182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23170	2700	2300	340	400	340	450	1460	290	180	140	1220	270	450	250	290	1450	720	620	180	840	250	80	260	420	820	340	390	350	490	600	120	170	160	280	190	150	1290	200	140	370	170	290	320	250	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14821	1682	1512	254	285	221	257	836	182	124	116	631	207	260	170	179	736	513	420	150	510	189	78	195	213	560	265	268	244	263	395	85	155	118	169	131	110	791	146	105	229	138	231	191	160	147					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1949	197	150	21	27	38	44	109	13	13	0	93	31	63	49	44	53	58	75	8	49	38	1	27	75	56	26	75	53	84	90	17	5	7	38	9	12	76	15	11	28	9	9	31	14	8					
6	Число погашенных избирательных бюллетеней	6400	821	638	65	88	81	149	515	95	43	24	496	32	127	31	67	661	149	125	22	281	23	1	38	132	204	49	47	53	143	115	18	10	35	73	50	28	423	39	24	113	23	50	98	76	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1949	197	150	21	27	38	44	109	13	13	0	93	31	63	49	44	53	58	75	8	49	38	1	27	75	56	26	75	53	84	90	17	5	7	38	9	12	76	15	11	28	9	9	31	14	8					
8	Число бюллетеней в стационарных ящиках для голосования	14820	1682	1512	254	285	221	257	836	182	124	116	631	207	260	170	179	736	513	420	150	510	189	78	195	213	560	265	268	244	263	395	85	155	118	169	131	110	791	146	105	228	138	231	191	160	147					
9	Число недействительных избирательных бюллетеней	241	28	12	6	2	2	4	16	1	0	0	4	5	3	2	4	9	11	3	1	5	2	0	4	4	16	32	7	7	12	4	0	1	2	4	2	2	12	0	1	3	2	2	1	1	2					
10	Число действительных избирательных бюллетеней	16528	1851	1650	269	310	257	297	929	194	137	116	720	233	320	217	219	780	560	492	157	554	225	79	218	284	600	259	336	290	335	481	102	159	123	203	138	120	855	161	115	253	145	238	221	173	153					
11	Число полученных открепительных  удостоверений	935	80	55	12	15	30	45	35	1	4	0	65	14	23	1	13	85	30	31	14	11	5	1	8	9	15	8	14	10	38	37	1	23	3	8	23	30	60	4	7	25	6	5	6	13	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	891	79	42	12	12	30	42	35	1	4	0	57	14	23	1	13	82	30	31	14	8	5	0	5	9	15	8	14	10	38	37	0	23	3	8	23	28	60	4	7	25	4	5	6	13	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	234	15	22	4	11	2	2	0	3	3	0	3	15	1	5	4	8	3	1	5	15	6	2	3	7	6	8	4	7	9	9	3	6	1	5	3	5	16	1	1	1	2	3	0	2	2					
14	Число неиспользованных открепительных удостоверений	44	1	13	0	3	0	3	0	0	0	0	8	0	0	0	0	3	0	0	0	3	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	33	2	2	0	1	0	0	4	1	0	0	4	0	0	1	0	0	1	0	1	3	0	0	0	1	3	0	1	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
