Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Сямженская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №721	УИК №722	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №743					
1	"Число избирателей, внесенных в список"	7973	161	292	489	322	182	252	631	184	135	630	317	67	190	265	701	1233	1034	140	258	288	202					
2	Число полученных избирательных бюллетеней	7512	167	285	465	310	175	235	580	185	143	600	310	73	195	255	660	1100	950	139	230	270	185					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4508	105	135	256	194	77	120	284	122	94	420	209	53	128	165	395	750	581	65	121	118	116					
5	"Число избирательных бюллетеней, выданных вне помещения"	1210	35	89	140	82	72	83	91	20	26	36	35	11	36	55	41	52	50	24	100	104	28					
6	Число погашенных избирательных бюллетеней	1794	27	61	69	34	26	32	205	43	23	144	66	9	31	35	224	298	319	50	9	48	41					
7	Число избирательных бюллетеней в переносных ящиках	1210	35	89	140	82	72	83	91	20	26	36	35	11	36	55	41	52	50	24	100	104	28					
8	Число бюллетеней в стационарных ящиках для голосования	4507	105	135	256	194	77	120	284	122	94	420	209	53	128	165	394	750	581	65	121	118	116					
9	Число недействительных избирательных бюллетеней	38	0	5	1	0	2	1	3	1	0	0	0	0	0	2	1	8	7	1	3	2	1					
10	Число действительных избирательных бюллетеней	5679	140	219	395	276	147	202	372	141	120	456	244	64	164	218	434	794	624	88	218	220	143					
11	Число полученных открепительных  удостоверений	199	10	10	14	14	2	5	15	5	5	20	15	5	13	10	11	15	6	8	6	5	5					
12	Число выданных открепительных удостоверений	168	10	10	14	14	0	1	9	4	4	20	12	5	13	10	8	13	4	7	5	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	1	0	1	4	1	1	2	3	1	5	3	1	1	1	15	10	5	3	1	1	1					
14	Число неиспользованных открепительных удостоверений	31	0	0	0	0	2	4	6	1	1	0	3	0	0	0	3	2	2	1	1	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	106	5	3	1	3	1	7	7	3	1	4	0	1	0	2	12	34	18	2	2	0	0					
		1.85%	3.57%	1.34%	0.25%	1.09%	0.67%	3.45%	1.87%	2.11%	0.83%	0.88%	0.00%	1.56%	0.00%	0.91%	2.76%	4.24%	2.85%	2.25%	0.90%	0.00%	0.00%					
19	. Малышкин Олег Александрович	90	1	7	9	2	2	5	6	3	0	7	4	0	1	2	9	6	12	1	7	5	1					
		1.57%	0.71%	3.12%	2.27%	0.72%	1.34%	2.46%	1.60%	2.11%	0.00%	1.54%	1.64%	0.00%	0.61%	0.91%	2.07%	0.75%	1.90%	1.12%	3.17%	2.25%	0.69%					
20	. Миронов Сергей Михайлович	42	4	0	4	1	0	2	6	0	2	4	1	0	0	3	2	10	0	1	0	0	2					
		0.73%	2.86%	0.00%	1.01%	0.36%	0.00%	0.99%	1.60%	0.00%	1.67%	0.88%	0.41%	0.00%	0.00%	1.36%	0.46%	1.25%	0.00%	1.12%	0.00%	0.00%	1.39%					
21	. Путин Владимир Владимирович	4576	104	199	345	242	113	150	293	120	98	382	192	32	135	164	355	592	477	74	180	195	134					
		80.04%	74.29%	88.84%	87.12%	87.68%	75.84%	73.89%	78.13%	84.51%	81.67%	83.77%	78.69%	50.00%	82.32%	74.55%	81.61%	73.82%	75.59%	83.15%	81.45%	87.84%	93.06%					
22	. Хакамада Ирина Муцуовна	78	1	0	3	2	1	2	6	3	2	4	1	0	2	4	8	20	9	1	9	0	0					
		1.36%	0.71%	0.00%	0.76%	0.72%	0.67%	0.99%	1.60%	2.11%	1.67%	0.88%	0.41%	0.00%	1.22%	1.82%	1.84%	2.49%	1.43%	1.12%	4.07%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	701	24	9	33	25	28	30	46	12	14	49	45	30	25	41	39	113	97	7	15	14	5					
		12.26%	17.14%	4.02%	8.33%	9.06%	18.79%	14.78%	12.27%	8.45%	11.67%	10.75%	18.44%	46.88%	15.24%	18.64%	8.97%	14.09%	15.37%	7.87%	6.79%	6.31%	3.47%					
																												
24	Против всех	86	1	1	0	1	2	6	8	0	3	6	1	1	1	2	9	19	11	2	5	6	1					
		1.50%	0.71%	0.45%	0.00%	0.36%	1.34%	2.96%	2.13%	0.00%	2.50%	1.32%	0.41%	1.56%	0.61%	0.91%	2.07%	2.37%	1.74%	2.25%	2.26%	2.70%	0.69%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
