Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
"Наименование Избирательной комиссии:    Красноярск, Свердловская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №154	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, включенных в списки избирателей"	97181	1774	1802	1725	2418	1643	1790	1928	1970	2233	1806	1784	1925	1860	2011	2040	2811	2657	2734	2805	2502	2679	2804	1590	1452	1444	1496	1449	2204	2489	2036	2145	2541	2500	2347	2474	2117	2539	2194	2213	2184	1870	1657	2356	2004	1203	1653	1323					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	89700	1600	1700	1600	2200	1500	1800	1800	1800	2000	1700	1700	1800	1700	1800	1900	2700	2500	2600	2700	2400	2500	2600	1400	1300	1400	1300	1200	2100	2300	1800	1900	2300	2300	2200	2300	2000	2400	1900	1900	2000	1700	1500	2200	1900	1100	1500	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	51575	858	960	967	1288	791	814	933	937	1191	1145	1105	1064	926	1067	1163	1690	1299	1340	1489	1442	1357	1690	974	699	886	540	861	1360	1330	1239	1128	1277	1431	1309	1362	1168	1275	1102	1102	1016	846	967	1301	943	471	901	571					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2139	16	19	29	22	23	78	34	25	81	24	23	22	30	37	40	52	40	48	35	44	45	15	12	33	41	27	10	30	40	11	74	23	39	64	31	60	57	89	227	40	28	43	26	28	89	111	124					
6	Число погашенных избирательных бюллетеней	35986	726	721	604	890	686	908	833	838	728	531	572	714	744	696	697	958	1161	1212	1176	914	1098	895	414	568	473	733	329	710	930	550	698	1000	830	827	907	772	1068	709	571	944	826	490	873	929	540	488	505					
