Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Красноярск, Свердловская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №154	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390									
1	Число избирателей, включенных в список избирателей	99792	2029	1820	1693	2242	1680	1817	1857	1897	2889	1715	1766	1857	1772	2372	2188	2725	2678	2958	2787	2745	2710	2823	1713	2034	1672	1603	1447	2121	2376	2250	2124	2729	2469	2690	1824	2197	2714	1967	2254	2195	1904	1598	2360	1918	1531	1689	1393									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	96400	2000	1800	1600	2400	1700	1800	1800	1900	2600	1700	1700	1800	1700	2300	2100	2700	2600	2900	2700	2600	2700	2700	1600	2000	1400	1500	1400	2000	2300	2300	2000	2600	2400	2700	1800	2200	2700	1800	1900	2100	1800	1600	2400	1800	1500	1600	1200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	55487	975	1106	1055	1458	880	888	1091	1081	1737	981	1096	1111	1075	1464	1327	1605	1487	1746	1499	1675	1643	1720	1099	955	702	630	792	942	1366	1448	1266	1782	1290	1491	923	1236	1594	1058	1097	1201	893	859	1230	935	610	776	612									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2150	30	39	46	41	24	24	26	39	71	36	37	64	48	28	40	51	24	39	26	32	35	22	12	23	29	17	29	30	47	34	36	63	23	50	25	42	37	51	343	69	35	23	22	19	81	76	112									
6	Число погашенных избирательных бюллетеней	38761	995	655	499	901	796	886	683	780	792	683	567	625	577	808	733	1044	1089	1115	1175	893	1022	958	489	1022	669	853	579	1028	887	818	698	755	1087	1159	852	922	1069	691	460	830	872	718	1148	846	809	748	476									
