Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Шкотовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308					
1	"Число избирателей, внесенных в списки избирателей"	18276	1108	413	523	643	428	258	2070	1926	615	1873	1393	1472	1481	1731	448	1043	851					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16450	1050	350	500	600	400	250	1800	1650	550	1700	1250	1300	1300	1500	350	1050	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10054	741	288	328	374	258	179	1007	1075	324	982	788	727	742	1037	225	573	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	508	9	8	11	34	13	8	23	29	79	85	18	43	15	79	17	19	18					
6	Число погашенных избирательных бюллетеней	5888	300	54	161	192	129	63	770	546	147	633	444	530	543	384	108	458	426					
7	Число избирательных бюллетеней в переносных ящиках для голосования	508	9	8	11	34	13	8	23	29	79	85	18	43	15	79	17	19	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10054	741	288	328	374	258	179	1007	1075	324	982	788	727	742	1037	225	573	406					
9	Число недействительных избирательных бюллетеней	122	12	4	4	5	1	0	10	19	1	13	14	8	4	9	5	10	3					
10	Число действительных избирательных бюллетеней	10440	738	292	335	403	270	187	1020	1085	402	1054	792	762	753	1107	237	582	421					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	30	10	15	15	10	10	55	55	15	50	40	40	40	45	10	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	131	17	4	7	5	2	2	10	17	2	14	8	7	11	11	10	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	271	24	12	11	20	6	6	16	11	12	19	19	6	11	23	57	9	9					
14	Число погашенных неиспользованных открепительных удостоверений	369	13	6	8	10	8	8	45	38	13	36	32	33	29	34	0	32	24					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
