Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Чарышская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1818	УИК №1820	УИК №1821	УИК №1822	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1837	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10071	767	132	118	629	679	131	241	1164	2735	756	78	155	119	91	431	499	112	91	753	104	286									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9150	700	130	100	600	600	130	200	1000	2500	700	70	150	100	80	400	450	100	90	700	100	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3988	274	44	59	228	270	57	117	478	1023	252	34	57	65	44	191	223	41	47	327	54	103									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	440	35	4	5	31	37	8	18	58	93	31	0	9	6	0	10	30	0	0	22	9	34									
6	Число погашенных избирательных бюллетеней	4722	391	82	36	341	293	65	65	464	1384	417	36	84	29	36	199	197	59	43	351	37	113									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	440	35	4	5	31	37	8	18	58	93	31	0	9	6	0	10	30	0	0	22	9	34									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3987	274	44	59	228	270	57	117	478	1022	252	34	57	65	44	191	223	41	47	327	54	103									
9	Число недействительных избирательных бюллетеней	165	8	0	2	7	12	4	3	21	59	9	1	2	0	4	6	11	2	1	12	1	0									
10	Число действительных избирательных бюллетеней	4262	301	48	62	252	295	61	132	515	1056	274	33	64	71	40	195	242	39	46	337	62	137									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	65	5	0	0	5	5	0	0	10	20	5	0	0	0	0	5	5	0	0	5	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	24	1	0	0	3	3	0	0	1	10	4	0	0	0	0	0	1	0	0	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	2	1	1	3	3	0	2	6	6	0	0	0	1	1	1	0	0	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	41	4	0	0	2	2	0	0	9	10	1	0	0	0	0	5	4	0	0	4	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	1	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	27	2	0	0	0	3	0	1	3	5	6	0	0	0	1	3	1	0	0	1	0	1									
		0.61%	0.65%	0.00%	0.00%	0.00%	0.98%	0.00%	0.74%	0.56%	0.45%	2.12%	0.00%	0.00%	0.00%	2.27%	1.49%	0.40%	0.00%	0.00%	0.29%	0.00%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	201	10	3	6	12	18	7	10	21	48	9	1	1	1	2	13	15	2	2	13	2	5									
		4.54%	3.24%	6.25%	9.38%	4.63%	5.86%	10.77%	7.41%	3.92%	4.30%	3.18%	2.94%	1.52%	1.41%	4.55%	6.47%	5.93%	4.88%	4.26%	3.72%	3.17%	3.65%									
