Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Дуванская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181					
1	"Число избирателей, внесенных в списки"	21746	976	1423	1022	588	1187	153	850	675	397	324	275	511	305	462	271	284	618	464	860	164	1036	92	515	532	1063	336	175	207	233	335	853	780	305	734	421	662	785	368	505					
2	"Число бюллетеней, полученных участковыми комиссиями"	21375	918	1348	950	558	1153	149	830	663	399	324	264	567	318	457	267	285	610	458	841	152	1006	84	509	524	1041	335	172	201	225	337	830	793	302	730	420	647	795	368	545					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16384	731	1067	708	410	914	131	555	485	260	290	232	472	283	361	213	247	509	349	590	133	747	78	371	396	745	270	136	188	194	289	595	659	230	559	302	479	498	299	409					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1027	23	33	18	15	9	7	41	16	20	0	0	28	10	21	14	8	17	50	26	4	11	2	31	23	90	12	17	0	0	18	53	58	39	51	26	43	131	26	36					
6	Число погашенных бюллетеней	3964	164	248	224	133	230	11	234	162	119	34	32	67	25	75	40	30	84	59	225	15	248	4	107	105	206	53	19	13	31	30	182	76	33	120	92	125	166	43	100					
7	Число бюллетеней в переносных ящиках для голосования	1027	23	33	18	15	9	7	41	16	20	0	0	28	10	21	14	8	17	50	26	4	11	2	31	23	90	12	17	0	0	18	53	58	39	51	26	43	131	26	36					
8	Число бюллетеней в стационарных ящиках для голосования	16384	731	1067	708	410	914	131	555	485	260	290	232	472	283	361	213	247	509	349	590	133	747	78	371	396	745	270	136	188	194	289	595	659	230	559	302	479	498	299	409					
9	Число недействительных бюллетеней	435	2	12	8	8	6	2	8	14	7	12	23	12	8	12	19	25	13	21	59	19	5	2	0	12	13	4	6	12	3	8	15	10	11	11	6	10	3	3	11					
10	Число действительных бюллетеней	16976	752	1088	718	417	917	136	588	487	273	278	209	488	285	370	208	230	513	378	557	118	753	78	402	407	822	278	147	176	191	299	633	707	258	599	322	512	626	322	434					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	196	13	18	13	13	16	13	2	5	13	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	13	15	13	7	16	0	1	5	3	0	1	3	0	3	0	0	0	3	1	0	1	0	1	3	3	2	0	0	0	0	0	0	0	1	0	2	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	6	2	6	2	4	3	4	4	3	0	1	1	0	0	2	1	0	3	2	3	1	0	3	4	4	2	3	6	4	2	4	2	0	0	2	4	3	2	1					
14	Число погашенных открепительных удостоверений	97	0	3	0	6	0	13	1	0	10	3	2	0	3	0	3	3	3	0	3	3	2	3	2	0	0	1	3	3	2	3	3	3	3	2	3	1	2	3	2					
15	Число открепительных удостоверений выданных ТИК	4	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	296	9	15	7	9	10	4	11	10	2	8	8	14	17	5	4	16	7	10	13	3	10	2	5	7	9	0	1	4	6	1	11	9	5	6	8	3	5	6	16					
		1.70%	1.19%	1.36%	0.96%	2.11%	1.08%	2.89%	1.84%	1.99%	0.71%	2.75%	3.44%	2.8%	5.80%	1.30%	1.76%	6.27%	1.33%	2.50%	2.11%	2.18%	1.31%	2.5%	1.24%	1.67%	1.07%	0.0%	0.65%	2.12%	3.09%	0.32%	1.69%	1.25%	1.85%	0.98%	2.43%	0.57%	0.79%	1.84%	3.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	228	10	18	18	9	27	2	10	5	12	4	7	3	4	4	1	2	1	8	0	0	3	3	6	3	7	3	2	5	0	3	10	11	1	2	2	5	10	2	5					
		1.30%	1.32%	1.63%	2.47%	2.11%	2.92%	1.44%	1.67%	0.99%	4.28%	1.37%	3.01%	0.6%	1.36%	1.04%	0.44%	0.78%	0.19%	2.00%	0.0%	0.0%	0.39%	3.75%	1.49%	0.71%	0.83%	1.06%	1.30%	2.65%	0.0%	0.97%	1.54%	1.53%	0.37%	0.32%	0.60%	0.95%	1.58%	0.61%	1.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	520	25	26	21	11	21	4	19	28	11	5	5	8	4	7	11	7	16	11	13	7	17	1	17	12	42	9	10	6	11	5	35	11	9	11	6	15	22	3	18					
