Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Удомельская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1217									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31581	1984	1792	2247	1318	1415	2209	2271	2229	1261	1590	1634	2226	2288	644	516	269	328	434	243	109	180	474	201	487	89	261	315	491	581	590	236	514	155									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26350	1600	1500	1850	1100	1150	1800	1850	1850	1050	1300	1350	1850	1850	550	450	250	300	400	200	100	150	400	200	400	100	250	250	400	500	500	200	450	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12710	556	874	1016	569	655	819	889	876	513	661	784	971	1096	235	166	93	89	127	52	49	79	163	63	187	25	91	105	153	236	153	94	185	86									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	946	32	1	8	5	2	7	9	14	11	5	2	3	2	44	65	42	54	73	23	19	17	67	61	70	30	34	25	71	26	40	19	22	43									
6	Число погашенных избирательных бюллетеней	12694	1012	625	826	526	493	974	952	960	526	634	564	876	752	271	219	115	157	200	125	32	54	170	76	143	45	125	120	176	238	307	87	243	71									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	946	32	1	8	5	2	7	9	14	11	5	2	3	2	44	65	42	54	73	23	19	17	67	61	70	30	34	25	71	26	40	19	22	43									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12690	554	871	1015	569	655	819	885	870	513	660	783	969	1096	235	166	93	89	127	52	49	79	163	63	187	25	91	105	153	236	153	94	185	86									
9	Число недействительных избирательных бюллетеней	245	15	24	20	9	5	22	13	11	9	11	9	20	26	10	5	0	0	3	1	2	3	1	1	2	1	0	0	4	8	3	0	3	4									
10	Число действительных избирательных бюллетеней	13391	571	848	1003	565	652	804	881	873	515	654	776	952	1072	269	226	135	143	197	74	66	93	229	123	255	54	125	130	220	254	190	113	204	125									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	680	20	20	20	20	20	20	20	30	20	20	20	40	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	377	9	17	16	9	13	16	11	27	12	10	16	31	13	25	7	4	0	13	3	2	2	20	17	20	20	1	1	11	9	8	7	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	204	7	5	18	8	9	7	5	8	4	2	7	8	13	6	8	3	9	3	2	3	6	3	3	9	3	3	5	10	4	2	4	5	12									
14	Число погашенных неиспользованных открепительных удостоверений	303	11	3	4	11	7	4	9	3	8	10	4	9	7	5	13	16	20	7	17	18	18	0	3	0	0	19	19	9	11	12	13	13	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	139	12	5	6	5	6	9	10	7	8	7	4	14	13	0	2	0	2	1	1	0	2	2	2	1	2	0	2	1	4	7	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	291	6	16	33	13	14	22	14	24	16	20	21	23	32	8	3	1	2	0	0	1	0	2	0	1	2	0	0	2	5	4	1	2	3									
		2.13%	1.02%	1.83%	3.23%	2.26%	2.13%	2.66%	1.57%	2.71%	3.05%	3.01%	2.68%	2.37%	2.91%	2.87%	1.30%	0.74%	1.40%	0.00%	0.00%	1.47%	0.00%	0.87%	0.00%	0.39%	3.64%	0.00%	0.00%	0.89%	1.91%	2.07%	0.88%	0.97%	2.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	306	23	21	14	10	13	17	20	21	10	14	17	17	32	15	5	2	3	4	0	2	2	1	1	7	2	2	4	3	7	3	2	7	5									
		2.24%	3.92%	2.41%	1.37%	1.74%	1.98%	2.06%	2.24%	2.38%	1.91%	2.11%	2.17%	1.75%	2.91%	5.38%	2.16%	1.48%	2.10%	2.00%	0.00%	2.94%	2.08%	0.43%	0.81%	2.72%	3.64%	1.60%	3.08%	1.34%	2.67%	1.55%	1.77%	3.38%	3.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	306	11	16	25	13	16	26	28	14	8	19	14	23	22	6	5	1	2	6	1	1	2	7	2	10	1	2	2	5	5	4	3	3	3									
		2.24%	1.88%	1.83%	2.44%	2.26%	2.44%	3.15%	3.13%	1.58%	1.53%	2.86%	1.78%	2.37%	2.00%	2.15%	2.16%	0.74%	1.40%	3.00%	1.33%	1.47%	2.08%	3.04%	1.61%	3.89%	1.82%	1.60%	1.54%	2.23%	1.91%	2.07%	2.65%	1.45%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5134	190	283	339	196	198	281	302	275	173	244	275	356	367	118	114	73	96	123	44	33	60	119	70	117	27	76	57	135	98	85	59	105	46									
		37.65%	32.42%	32.45%	33.14%	34.15%	30.14%	34.02%	33.78%	31.11%	33.02%	36.69%	35.03%	36.63%	33.42%	42.29%	49.35%	54.07%	67.13%	61.50%	58.67%	48.53%	62.50%	51.74%	56.45%	45.53%	49.09%	60.80%	43.85%	60.27%	37.40%	44.04%	52.21%	50.72%	35.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	87	0	4	3	5	9	6	6	6	3	6	4	7	12	2	0	0	0	0	1	0	1	0	0	2	1	0	1	1	2	4	1	0	0									
		0.64%	0.00%	0.46%	0.29%	0.87%	1.37%	0.73%	0.67%	0.68%	0.57%	0.90%	0.51%	0.72%	1.09%	0.72%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	1.04%	0.00%	0.00%	0.78%	1.82%	0.00%	0.77%	0.45%	0.76%	2.07%	0.88%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	2	5	2	1	1	0	1	1	3	1	2	2	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0									
		0.21%	0.00%	0.23%	0.49%	0.35%	0.15%	0.12%	0.00%	0.11%	0.19%	0.45%	0.13%	0.21%	0.18%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	1.60%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2310	115	154	166	95	113	157	166	154	106	103	121	162	190	46	35	26	12	36	10	12	15	24	21	39	9	18	16	25	63	32	21	25	23									
		16.94%	19.62%	17.66%	16.23%	16.55%	17.20%	19.01%	18.57%	17.42%	20.23%	15.49%	15.41%	16.67%	17.30%	16.49%	15.15%	19.26%	8.39%	18.00%	13.33%	17.65%	15.63%	10.43%	16.94%	15.18%	16.36%	14.40%	12.31%	11.16%	24.05%	16.58%	18.58%	12.08%	17.83%									
