Выборы Президента Российской Федерации																																										
Дата голосования: 04.03.2012																																										
																																										
Наименование Избирательной комиссии:    район Очаково-Матвеевское																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	31																																								
																																										
		Сумма	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №3370	УИК №3371									
1	Число избирателей, включенных в список избирателей	67812	3012	2472	2140	2450	2240	2654	1945	2157	2131	2685	2209	2295	2118	2305	2518	2031	2359	2172	2469	1516	2139	2582	2977	2436	2477	2511	2987	2441	874	243	267									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	62550	2700	2300	1950	2250	2050	2500	1800	1950	1950	2500	2050	2100	1950	2150	2200	1850	2150	1950	2150	1400	1950	2350	2700	2200	2300	2900	2700	2100	800	250	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	36772	1472	1414	1064	1171	1256	1461	1082	1245	1206	1713	1219	1197	1164	1215	1101	1055	1348	1099	1461	797	1125	1306	1626	1156	1163	1713	1629	1356	456	235	267									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1239	23	33	46	53	44	52	41	29	40	49	47	39	32	50	5	28	16	50	17	25	24	28	22	42	39	50	31	9	275	0	0									
6	Число погашенных избирательных бюллетеней	24539	1205	853	840	1026	750	987	677	676	704	738	784	864	754	885	1094	767	786	801	672	578	801	1016	1052	1002	1098	1137	1040	735	69	15	133									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1238	23	33	46	53	44	52	41	29	40	49	47	39	32	50	5	28	16	50	17	25	23	28	22	42	39	50	31	9	275	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	36372	1436	1405	1062	1162	1235	1461	1082	1245	1206	1502	1219	1189	1164	1192	1096	1045	1337	1099	1452	793	1122	1297	1614	1156	1161	1713	1622	1347	456	235	267									
9	Число недействительных избирательных бюллетеней	721	23	33	22	18	22	36	20	28	27	25	40	23	27	17	24	16	26	16	26	24	22	24	39	18	27	40	27	10	17	3	1									
10	Число действительных избирательных бюллетеней	36889	1436	1405	1086	1197	1257	1477	1103	1246	1219	1526	1226	1205	1169	1225	1077	1057	1327	1133	1443	794	1123	1301	1597	1180	1173	1723	1626	1346	714	232	266									
11	Число полученных открепительных  удостоверений	1580	45	60	50	50	45	65	50	65	40	45	40	45	50	40	55	40	145	55	65	40	60	70	75	45	50	55	65	60	10	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1481	41	58	46	48	41	63	45	60	31	45	39	43	41	35	52	40	139	47	64	38	60	70	72	43	48	48	62	57	5	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1221	31	27	54	30	45	18	9	50	18	32	22	58	13	15	24	62	84	75	16	49	36	52	43	33	20	16	69	74	18	103	25									
14	Число неиспользованных открепительных удостоверений	99	4	2	4	2	4	2	5	5	9	0	1	2	9	5	3	0	6	8	1	2	0	0	3	2	2	7	3	3	5	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	163	6	2	7	7	3	9	3	3	1	7	7	18	9	12	7	6	0	5	6	4	5	8	5	2	7	6	3	5	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
