Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    район Очаково-Матвеевское																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №3183	УИК №3184	УИК №3185					
1	"Число избирателей, внесенных в список"	59989	2217	2408	1749	2341	2218	2340	1700	2109	2205	2566	2342	1932	2243	2413	1580	2035	1959	2178	2270	2245	2168	2307	2200	2394	2346	2430	2323	108	192	471					
2	Число полученных избирательных бюллетеней	56400	2050	2250	1700	2250	2050	2150	1600	1950	2000	2400	2150	1850	2050	2200	1450	1850	2000	2000	2100	2100	2000	2200	2050	2250	2300	2300	2300	150	200	500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	38696	1221	1361	1249	1705	1289	1246	1001	1428	1464	1533	1259	1323	1597	1397	1120	1440	1428	1471	1443	1524	1515	1553	1472	1643	1395	1458	1390	108	192	471					
5	"Число избирательных бюллетеней, выданных вне помещения"	1040	30	23	41	48	35	33	38	52	46	24	65	37	39	23	0	10	18	32	39	66	75	57	26	45	48	38	52	0	0	0					
6	Число погашенных избирательных бюллетеней	16664	799	866	410	497	726	871	561	470	490	843	826	490	414	780	330	400	554	497	618	510	410	590	552	562	857	804	858	42	8	29					
7	Число избирательных бюллетеней в переносных ящиках	1040	30	23	41	48	35	33	38	52	46	24	65	37	39	23	0	10	18	32	39	66	75	57	26	45	48	38	52	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	38618	1218	1338	1244	1682	1287	1244	1001	1423	1464	1526	1251	1323	1597	1397	1120	1440	1428	1471	1443	1524	1515	1553	1472	1643	1395	1458	1390	108	192	471					
9	Число недействительных избирательных бюллетеней	423	14	8	15	13	13	20	8	5	3	18	12	7	11	16	11	14	17	54	12	19	20	16	21	32	15	9	8	0	3	9					
10	Число действительных избирательных бюллетеней	39235	1234	1353	1270	1717	1309	1257	1031	1470	1507	1532	1304	1353	1625	1404	1109	1436	1429	1449	1470	1571	1570	1594	1477	1656	1428	1487	1434	108	189	462					
11	Число полученных открепительных  удостоверений	1555	70	60	40	55	40	40	40	40	40	60	40	40	40	40	40	50	350	40	80	40	40	40	50	40	40	60	40	0	0	0					
12	Число выданных открепительных удостоверений	1216	42	49	32	49	33	25	27	20	22	47	35	25	20	26	27	42	350	28	62	22	31	29	41	23	29	51	29	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	591	23	20	10	15	14	20	14	28	15	27	15	6	16	25	31	17	18	5	39	25	32	24	17	18	32	9	38	9	29	0					
