Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Пристенская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899					
1	"Число избирателей, внесенных в список"	15620	792	163	457	339	237	297	165	523	348	435	359	193	511	381	261	333	591	203	668	488	266	588	224	1480	1059	1355	1755	1149					
2	Число полученных избирательных бюллетеней	14950	750	150	440	320	225	285	160	500	350	430	340	190	500	370	250	320	575	200	655	480	260	570	230	1410	980	1310	1610	1090					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7541	429	109	192	136	157	141	92	194	187	149	138	108	197	233	107	215	228	130	264	236	149	175	115	670	498	652	1025	615					
5	"Число избирательных бюллетеней, выданных вне помещения"	3871	158	34	127	172	67	107	53	180	136	199	173	63	167	92	100	52	197	68	337	175	92	278	59	287	219	77	134	68					
6	Число погашенных избирательных бюллетеней	3538	163	7	121	12	1	37	15	126	27	82	29	19	136	45	43	53	150	2	54	69	19	117	56	453	263	581	451	407					
7	Число избирательных бюллетеней в переносных ящиках	3871	158	34	127	172	67	107	53	180	136	199	173	63	167	92	100	52	197	68	337	175	92	278	59	287	219	77	134	68					
8	Число бюллетеней в стационарных ящиках для голосования	7541	429	109	192	136	157	141	92	194	187	149	138	108	197	233	107	215	228	130	264	236	149	175	115	670	498	652	1025	615					
9	Число недействительных избирательных бюллетеней	107	1	2	5	1	0	5	2	3	3	2	3	0	1	3	4	7	3	7	7	4	1	4	6	6	7	7	7	6					
10	Число действительных избирательных бюллетеней	11305	586	141	314	307	224	243	143	371	320	346	308	171	363	322	203	260	422	191	594	407	240	449	168	951	710	722	1152	677					
11	Число полученных открепительных  удостоверений	147	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	5	7					
12	Число выданных открепительных удостоверений	41	2	0	0	0	1	0	0	2	0	7	0	0	0	1	0	2	0	1	4	0	3	0	0	1	3	5	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	1	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	1	0	4	13	1					
14	Число неиспользованных открепительных удостоверений	106	3	5	5	5	4	5	5	3	5	0	5	5	5	4	5	3	5	4	1	5	2	5	5	4	2	3	1	2					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	187	7	0	5	4	2	1	4	7	3	5	12	0	1	1	3	0	3	3	10	5	3	8	1	11	14	9	37	28					
