Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Новоторъяльская районная																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в списки избирателей"	11921	1308	649	667	570	578	1184	407	70	574	340	310	640	82	341	208	205	916	772	664	513	500	423					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11650	1050	600	600	500	500	1000	400	100	500	400	300	700	100	400	200	200	1000	800	700	600	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7685	965	430	488	403	447	729	220	63	350	258	240	415	66	247	147	135	520	389	370	277	279	247					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2008	44	55	22	12	9	161	102	3	114	50	58	136	5	59	35	59	190	222	205	178	160	129					
6	Число погашенных избирательных бюллетеней	1957	41	115	90	85	44	110	78	34	36	92	2	149	29	94	18	6	290	189	125	145	61	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2008	44	55	22	12	9	161	102	3	114	50	58	136	5	59	35	59	190	222	205	178	160	129					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7685	965	430	488	403	447	729	220	63	350	258	240	415	66	247	147	135	520	389	370	277	279	247					
9	Число недействительных избирательных бюллетеней	76	4	3	3	2	5	9	0	2	1	4	2	0	0	1	1	1	12	9	15	0	1	1					
10	Число действительных избирательных бюллетеней	9617	1005	482	507	413	451	881	322	64	463	304	296	551	71	305	181	193	698	602	560	455	438	375					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	670	50	40	40	30	40	50	20	5	30	25	30	30	5	20	15	15	65	40	30	30	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	586	50	40	26	21	20	44	9	3	30	25	30	30	2	20	15	12	65	40	30	30	4	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	175	28	6	7	10	4	11	3	3	7	5	12	8	2	5	2	6	19	15	9	1	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	84	0	0	14	9	20	6	11	2	0	0	0	0	3	0	0	3	0	0	0	0	16	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	7	7	2	2	0	7	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	475	51	22	32	16	19	43	21	6	16	13	11	32	5	20	9	6	48	19	27	23	16	20					
		4.90%	5.05%	4.54%	6.27%	3.86%	4.17%	4.83%	6.52%	9.09%	3.45%	4.22%	3.69%	5.81%	7.04%	6.54%	4.95%	3.09%	6.76%	3.11%	4.70%	5.05%	3.64%	5.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	3	1	4	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2					
		0.21%	0.30%	0.21%	0.78%	0.00%	0.22%	0.56%	0.31%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.23%	0.53%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0					
		0.07%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.16%	0.00%	0.44%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	746	138	51	47	47	52	76	26	4	27	14	6	34	3	11	7	14	39	46	24	35	27	18					
		7.70%	13.68%	10.52%	9.22%	11.33%	11.40%	8.54%	8.07%	6.06%	5.82%	4.55%	2.01%	6.17%	4.23%	3.59%	3.85%	7.22%	5.49%	7.53%	4.17%	7.69%	6.15%	4.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	4	3	1	0	1	4	3	0	0	0	0	0	0	1	1	0	0	1	1	1	1	2					
		0.25%	0.40%	0.62%	0.20%	0.00%	0.22%	0.45%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.55%	0.00%	0.00%	0.16%	0.17%	0.22%	0.23%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0					
		0.07%	0.00%	0.00%	0.20%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.28%	0.16%	0.17%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	570	80	26	28	31	36	66	17	6	25	10	16	27	2	24	3	12	38	18	26	27	29	23					
		5.88%	7.93%	5.36%	5.49%	7.47%	7.89%	7.42%	5.28%	9.09%	5.39%	3.25%	5.37%	4.90%	2.82%	7.84%	1.65%	6.19%	5.35%	2.95%	4.52%	5.93%	6.61%	6.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	486	78	33	36	33	47	77	13	1	29	6	13	13	6	8	3	8	18	10	18	17	15	4					
		5.01%	7.73%	6.80%	7.06%	7.95%	10.31%	8.65%	4.04%	1.52%	6.25%	1.95%	4.36%	2.36%	8.45%	2.61%	1.65%	4.12%	2.54%	1.64%	3.13%	3.74%	3.42%	1.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	48	5	1	6	2	2	6	5	0	0	1	0	2	0	0	0	0	5	2	1	2	3	5					
		0.50%	0.50%	0.21%	1.18%	0.48%	0.44%	0.67%	1.55%	0.00%	0.00%	0.32%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.70%	0.33%	0.17%	0.44%	0.68%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7210	637	342	351	284	292	600	235	46	364	260	249	442	54	241	158	152	546	504	462	347	344	300					
		74.38%	63.13%	70.52%	68.82%	68.43%	64.04%	67.42%	72.98%	69.70%	78.45%	84.42%	83.56%	80.22%	76.06%	78.76%	86.81%	78.35%	76.90%	82.49%	80.35%	76.26%	78.36%	79.79%					
