Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Новоторъяльская районная																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в список избирателей"	12276	1423	1190	1154	1320	478	339	324	595	223	894	413	813	654	357	783	244	487	585					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12850	1430	1220	1220	1430	500	330	310	600	210	920	430	930	700	410	850	250	510	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7319	881	717	774	849	301	204	208	262	177	558	172	426	328	249	459	172	286	296					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1932	37	183	22	81	98	64	51	174	21	166	163	188	214	54	144	42	106	124					
6	Число погашенных избирательных бюллетеней	3599	512	320	424	500	101	62	51	164	12	196	95	316	158	107	247	36	118	180					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1932	37	183	22	81	98	64	51	174	21	166	163	188	214	54	144	42	106	124					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7318	881	717	774	849	301	204	208	262	177	558	172	426	327	249	459	172	286	296					
9	Число недействительных избирательных бюллетеней	82	11	14	14	7	0	0	0	3	0	1	3	1	2	15	5	1	0	5					
10	Число действительных избирательных бюллетеней	9168	907	886	782	923	399	268	259	433	198	723	332	613	539	288	598	213	392	415					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1148	110	100	80	90	50	35	35	50	30	80	58	90	65	75	70	30	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	903	64	77	73	64	41	35	35	36	10	71	56	90	65	68	70	23	18	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	238	27	23	23	42	8	8	10	5	13	15	6	6	8	6	9	8	9	12					
14	Число погашенных неиспользованных открепительных удостоверений	245	46	23	7	26	9	0	0	14	20	9	2	0	0	7	0	7	32	43					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	13	4	9	12	0	1	0	0	0	1	0	0	0	0	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	570	126	111	90	128	7	0	1	10	4	1	1	20	3	3	32	2	3	28					
		6.16%	13.73%	12.33%	11.31%	13.76%	1.75%	0.00%	0.39%	2.29%	2.02%	0.14%	0.30%	3.26%	0.55%	0.99%	5.31%	0.93%	0.77%	6.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	636	138	96	101	120	10	2	4	15	4	7	4	19	10	7	29	12	4	54					
		6.88%	15.03%	10.67%	12.69%	12.90%	2.51%	0.75%	1.54%	3.44%	2.02%	0.97%	1.19%	3.09%	1.85%	2.31%	4.81%	5.61%	1.02%	12.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	5	5	2	9	0	0	0	2	0	1	1	3	1	2	2	1	1	1					
		0.39%	0.54%	0.56%	0.25%	0.97%	0.00%	0.00%	0.00%	0.46%	0.00%	0.14%	0.30%	0.49%	0.18%	0.66%	0.33%	0.47%	0.26%	0.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1370	203	162	216	245	62	24	15	51	6	59	18	75	60	8	54	18	49	45					
		14.81%	22.11%	18.00%	27.14%	26.34%	15.54%	8.96%	5.79%	11.70%	3.03%	8.15%	5.37%	12.21%	11.09%	2.64%	8.96%	8.41%	12.50%	10.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	5	17	8	12	1	0	1	1	0	1	1	1	2	0	4	0	2	3					
		0.64%	0.54%	1.89%	1.01%	1.29%	0.25%	0.00%	0.39%	0.23%	0.00%	0.14%	0.30%	0.16%	0.37%	0.00%	0.66%	0.00%	0.51%	0.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6479	428	493	362	405	319	242	238	354	184	653	307	495	461	267	477	179	333	282					
		70.04%	46.62%	54.78%	45.48%	43.55%	79.95%	90.30%	91.89%	81.19%	92.93%	90.19%	91.64%	80.62%	85.21%	88.12%	79.10%	83.64%	84.95%	67.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	2	2	3	4	0	0	0	0	0	1	0	0	2	1	0	1	0	2					
		0.19%	0.22%	0.22%	0.38%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.37%	0.33%	0.00%	0.47%	0.00%	0.48%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
