Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Конаковская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в список избирателей"	76195	2231	1995	1842	2126	1428	241	571	2283	408	1394	1638	1654	1622	1647	1769	1881	1710	1665	1682	1760	2420	1670	1869	93	1593	1213	1145	1374	1362	1444	1338	1856	1435	980	1871	1104	739	1313	1321	1984	1001	269	1993	2029	1371	547	1883	1944	1412	1856	1199	285	344	391					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71292	2000	2000	1800	2000	1300	200	350	2000	350	1300	1600	1600	1600	1600	1700	1800	1700	1600	1600	1700	2300	1600	1800	92	1500	1100	1000	1200	1300	1300	1100	1800	1300	900	1500	1000	650	1200	1200	1900	900	250	2000	2000	1300	500	1800	1900	1300	1800	1100	250	300	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34107	784	858	716	783	524	140	339	839	166	674	813	851	783	876	950	964	917	905	668	910	1174	913	849	90	665	573	455	519	606	639	870	901	635	417	541	391	301	485	482	985	484	102	925	952	484	184	990	828	655	613	480	163	146	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2521	64	24	32	18	33	0	11	40	9	29	20	6	20	17	23	18	25	16	10	9	7	18	9	0	55	28	36	65	27	47	29	62	231	91	318	115	99	148	118	71	36	87	28	23	29	21	28	60	0	10	70	37	37	57					
6	Число погашенных избирательных бюллетеней	34664	1152	1118	1052	1199	743	60	0	1121	175	597	767	743	797	707	727	818	758	679	922	781	1119	669	942	2	780	499	509	616	667	614	201	837	434	392	641	494	250	567	600	844	380	61	1047	1025	787	295	782	1012	645	1177	550	50	117	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2520	64	24	32	18	33	0	11	39	9	29	20	6	20	17	23	18	25	16	10	9	7	18	9	0	55	28	36	65	27	47	29	62	231	91	318	115	99	148	118	71	36	87	28	23	29	21	28	60	0	10	70	37	37	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34080	784	858	716	783	524	140	339	839	166	674	813	849	782	876	948	964	916	905	668	910	1174	913	849	90	665	573	455	519	587	639	870	901	635	417	541	391	301	485	482	985	483	102	925	952	484	184	989	828	655	613	480	163	146	150					
9	Число недействительных избирательных бюллетеней	535	9	16	13	12	5	1	1	12	3	4	15	11	20	9	13	15	13	12	8	17	22	20	21	0	16	4	5	6	8	7	17	17	17	20	0	9	4	7	11	15	8	1	13	13	4	1	12	15	12	7	11	0	1	2					
10	Число действительных избирательных бюллетеней	36065	839	866	735	789	552	139	349	866	172	699	818	844	782	884	958	967	928	909	670	902	1159	911	837	90	704	597	486	578	606	679	882	946	849	488	859	497	396	626	589	1041	511	188	940	962	509	204	1005	873	643	616	539	200	182	205					
