Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Аургазинская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994									
1	"Число избирателей, включенных в список избирателей"	27923	388	512	772	435	352	835	336	590	660	117	837	404	573	671	247	125	232	601	607	484	300	387	574	506	205	82	298	597	266	781	526	529	194	1523	2750	1342	1470	1445	443	486	198	515	220	352	439	213	348	273	167	716									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28127	395	507	777	423	357	852	341	589	670	115	844	407	576	674	247	126	231	605	627	502	302	391	574	505	207	83	296	601	266	801	541	531	192	1474	2804	1351	1468	1470	447	484	200	530	217	352	447	211	355	276	168	718									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19862	276	377	533	410	316	707	224	510	380	80	609	271	278	431	212	90	200	577	420	386	215	257	360	390	150	66	251	534	224	459	423	367	166	1372	1538	757	894	707	290	400	109	381	162	193	396	187	333	232	160	602									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2849	79	127	89	12	26	73	98	49	74	17	100	64	170	174	13	28	14	13	151	76	31	86	149	66	24	12	25	12	20	88	103	57	17	89	93	18	16	57	30	70	85	63	18	44	30	19	0	30	0	50									
6	Число погашенных избирательных бюллетеней	5416	40	3	155	1	15	72	19	30	216	18	135	72	128	69	22	8	17	15	56	40	56	48	65	49	33	5	20	55	22	254	15	107	9	13	1173	576	558	706	127	14	6	86	37	115	21	5	22	14	8	66									
