Выборы Президента Российской Федерации																																																				
Дата голосования: 04.03.2012																																																				
																																																				
Наименование Избирательной комиссии:    Кирово-Чепецкая городская																																																				
																																																				
Сводная таблица итогов голосования																																																				
																																																				
	Число участковых избирательных комиссий	41																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	41																																																		
																																																				
		Сумма	УИК №215	УИК №216	УИК №217	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591									
1	Число избирателей, включенных в список избирателей	68125	1393	1540	1542	1182	2024	1975	2339	1255	1940	2136	1408	1822	2416	1607	2482	1348	1728	970	2077	2804	2155	2335	1137	1712	2006	906	2482	2581	2686	1807	1332	895	775	1578	401	1014	362	1658	1585	1287	1443									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	65800	1300	1500	1500	1100	2000	1900	2300	1200	1900	2100	1300	1800	2200	1600	2400	1300	1700	900	1900	2800	2100	2300	1100	1700	2000	800	2400	2500	2600	1800	1300	800	700	1600	300	1000	400	1600	1500	1200	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	38382	692	936	895	716	1175	1132	1385	696	913	1064	793	1073	1290	920	1440	837	925	439	1198	1507	1347	1363	678	893	1187	560	1492	1508	1616	1092	852	406	445	724	150	554	114	985	845	708	837									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1280	16	6	9	16	46	43	52	18	40	31	30	32	18	17	31	12	7	4	20	15	16	16	23	4	32	7	15	23	30	13	13	244	6	59	4	26	219	21	23	13	10									
6	Число погашенных избирательных бюллетеней	26138	592	558	596	368	779	725	863	486	947	1005	477	695	892	663	929	451	768	457	682	1278	737	921	399	803	781	233	893	969	954	695	435	150	249	817	146	420	67	594	632	479	553									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1280	16	6	9	16	46	43	52	18	40	31	30	32	18	17	31	12	7	4	20	15	16	16	23	4	32	7	15	23	30	13	13	244	6	59	4	26	219	21	23	13	10									
8	Число бюллетеней в стационарных ящиках для голосования	38364	692	936	894	716	1175	1130	1385	696	913	1063	793	1073	1290	919	1440	837	924	439	1198	1504	1344	1363	678	893	1187	559	1489	1508	1616	1092	852	406	445	724	150	554	113	984	845	708	837									
9	Число недействительных избирательных бюллетеней	525	8	11	8	5	14	17	16	19	17	10	7	20	20	12	15	11	10	7	16	19	21	27	7	13	17	5	17	16	29	9	7	13	7	14	4	7	4	16	10	8	12									
10	Число действительных избирательных бюллетеней	39119	700	931	895	727	1207	1156	1421	695	936	1084	816	1085	1288	924	1456	838	921	436	1202	1500	1339	1352	694	884	1202	561	1487	1515	1617	1096	858	637	444	769	150	573	328	989	858	713	835									
11	Число полученных открепительных  удостоверений	1070	25	25	25	25	25	25	25	25	25	25	25	25	35	25	30	25	25	25	30	30	30	25	25	30	25	25	35	25	25	25	25	25	25	50	25	25	0	25	25	25	25									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	751	8	20	18	7	20	22	25	7	21	23	12	22	31	18	25	14	17	14	28	25	26	12	24	21	24	8	32	25	21	14	14	2	6	48	4	14	0	22	23	19	15									
13	Число избирателей, проголосовавших по открепительным удостоверениям	797	9	15	15	17	22	24	35	25	21	22	19	22	42	14	22	16	32	13	16	19	20	19	27	24	21	13	21	10	19	13	14	11	10	19	17	22	8	24	30	26	9									
14	Число неиспользованных открепительных удостоверений	319	17	5	7	18	5	3	0	18	4	2	13	3	4	7	5	11	8	11	2	5	4	13	1	9	1	17	3	0	4	11	11	23	19	2	21	11	0	3	2	6	10									
15	Число открепительных удостоверений, выданных избирателям ТИК	221	2	6	8	1	6	7	4	0	8	11	6	11	11	5	9	4	7	3	3	9	8	12	9	3	7	5	8	9	8	4	7	0	5	2	1	3	0	3	2	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	Жириновский Владимир Вольфович	3103	61	72	68	70	81	75	109	65	68	67	60	84	96	69	138	80	77	43	102	116	91	125	45	79	90	42	147	161	121	95	65	38	40	52	15	31	16	70	67	48	64									
		7.83%	8.62%	7.64%	7.53%	9.56%	6.63%	6.39%	7.59%	9.10%	7.14%	6.12%	7.29%	7.60%	7.34%	7.37%	9.38%	9.42%	8.27%	9.71%	8.37%	7.64%	6.69%	9.06%	6.42%	8.81%	7.38%	7.42%	9.77%	10.52%	7.35%	8.60%	7.51%	5.85%	8.87%	6.64%	9.74%	5.34%	4.82%	6.97%	7.72%	6.66%	7.56%									
