Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Палласовская 																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381					
1	"Число избирателей, внесенных в списки"	32396	1300	1254	1050	1257	1077	1484	1361	1235	1965	70	247	274	91	1171	1283	133	446	239	1536	425	388	890	119	1330	246	171	1394	137	163	1013	215	183	270	796	153	1545	925	752	558	354	1732	166	270	289	166	184	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	32815	1291	1299	1100	1238	1186	1481	1412	1259	1910	100	247	270	96	1084	1193	128	441	249	1554	445	408	910	111	1372	240	175	1420	144	158	1063	211	183	260	839	159	1484	1000	845	507	374	1802	166	266	276	179	193	87					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15605	591	618	562	622	494	658	685	549	947	70	139	166	82	574	696	71	247	154	754	179	192	400	54	600	114	80	742	79	79	636	94	74	147	312	54	617	441	398	238	210	726	59	81	139	51	81	49					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1731	72	100	49	37	50	41	32	74	33	0	18	14	0	52	51	0	8	6	33	26	23	92	30	108	39	5	32	7	10	32	24	29	0	71	23	164	71	39	23	46	66	8	39	24	19	11	0					
6	Число погашенных бюллетеней	15479	628	581	489	579	642	782	695	636	930	30	90	90	14	458	446	57	186	89	767	240	193	418	27	664	87	90	646	58	69	395	93	80	113	456	82	703	488	408	246	118	1010	99	146	113	109	101	38					
7	Число бюллетеней в переносных ящиках для голосования	1803	72	100	49	37	50	41	32	74	33	0	18	14	0	52	51	0	8	6	33	26	23	92	30	108	39	5	32	79	10	32	24	29	0	71	23	164	71	39	23	46	66	8	39	24	19	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	15530	591	618	562	622	494	658	684	549	945	70	139	166	82	574	696	71	247	154	754	179	192	400	54	600	114	80	742	7	79	636	94	74	147	312	54	617	441	398	238	210	726	59	81	139	51	81	49					
9	Число недействительных бюллетеней	691	41	15	18	25	20	29	10	18	21	0	14	9	6	25	9	1	17	12	13	7	11	26	0	32	5	6	42	6	3	49	2	0	4	28	0	45	34	29	4	5	31	1	0	10	1	7	0					
10	Число действительных бюллетеней	16642	622	703	593	634	524	670	706	605	957	70	143	171	76	601	738	70	238	148	774	198	204	466	84	676	148	79	732	80	86	619	116	103	143	355	77	736	478	408	257	251	761	66	120	153	69	85	49					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	490	25	20	25	15	25	15	20	25	30	0	0	1	1	17	20	0	0	0	30	1	0	20	0	20	0	0	20	0	0	15	5	0	0	20	0	20	20	20	20	20	20	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	132	0	0	9	11	4	9	2	2	11	0	0	1	1	6	8	0	0	0	6	0	0	4	0	10	0	0	13	0	0	0	3	0	0	4	0	6	4	6	4	2	6	0	0	0	0	0	0					
