Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Башмаковская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17561	643	1220	958	1661	788	1581	1383	149	732	340	154	323	93	451	1016	345	210	615	341	376	359	1007	245	1064	426	359	444	113	165									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17727	659	1201	963	1677	795	1589	1400	150	735	348	150	318	92	450	1049	343	211	618	342	376	359	1028	249	1091	438	366	452	113	165									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12910	472	933	621	1464	564	1248	1099	110	609	186	106	251	69	379	539	269	170	489	255	319	260	491	187	699	327	258	331	81	124									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1916	75	109	118	60	80	114	128	9	13	55	17	24	15	7	281	26	25	87	40	26	65	176	36	113	38	66	70	22	21									
6	Число погашенных избирательных бюллетеней	2901	112	159	224	153	151	227	173	31	113	107	27	43	8	64	229	48	16	42	47	31	34	361	26	279	73	42	51	10	20									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1916	75	109	118	60	80	114	128	9	13	55	17	24	15	7	281	26	25	87	40	26	65	176	36	113	38	66	70	22	21									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12908	472	933	621	1462	564	1248	1099	110	609	186	106	251	69	379	539	269	170	489	255	319	260	491	187	699	327	258	331	81	124									
9	Число недействительных избирательных бюллетеней	212	3	4	13	9	10	0	96	0	4	1	1	5	14	2	2	0	0	2	2	1	3	20	10	7	0	1	0	1	1									
10	Число действительных избирательных бюллетеней	14612	544	1038	726	1513	634	1362	1131	119	618	240	122	270	70	384	818	295	195	574	293	344	322	647	213	805	365	323	401	102	144									
