Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Мелеузовская																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626									
1	Число избирателей, включенных в список избирателей	64336	2701	2254	717	1091	1115	1510	1241	2332	1332	2316	1151	2203	2022	1885	1721	1976	2045	2298	2203	1986	2436	2340	1287	2221	1106	520	405	466	160	443	807	489	369	771	243	138	590	297	216	290	256	121	1569	1368	169	882	629	758	467	262	901	144	556	639	798	523	267	338	258	241	255	172	1070									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	66000	2800	2320	720	1090	1070	1500	1210	2380	1370	2340	1170	2240	2060	1940	1730	2030	1900	2330	2250	2050	2450	2330	1320	2230	1110	570	420	500	160	460	820	540	380	780	250	140	690	290	240	330	270	130	1650	1420	190	1010	640	770	470	280	920	150	650	750	810	620	300	360	280	250	260	210	1100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	48628	2016	1806	536	690	750	1202	937	1694	975	1740	803	1650	1385	1130	1493	1552	1491	1787	1641	1510	2245	1817	1122	1483	874	406	240	379	137	356	483	324	251	652	158	125	518	237	171	241	207	98	1164	1119	100	566	557	540	272	138	811	113	371	446	663	471	226	259	179	191	206	128	796									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5690	131	172	88	150	244	141	63	87	93	182	141	100	105	13	53	70	206	54	126	197	53	82	75	138	110	72	129	49	12	51	90	102	86	100	73	10	58	49	36	28	24	12	74	31	24	253	55	208	188	122	50	26	106	132	99	26	25	61	67	22	30	44	192									
6	Число погашенных избирательных бюллетеней	11682	653	342	96	250	76	157	210	599	302	418	226	490	570	797	184	408	203	489	483	343	152	431	123	609	126	92	51	72	11	53	247	114	43	28	19	5	114	4	33	61	39	20	412	270	66	191	28	22	10	20	59	11	173	172	48	123	49	40	34	37	24	38	112									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5690	131	172	88	150	244	141	63	87	93	182	141	100	105	13	53	70	206	54	126	197	53	82	75	138	110	72	129	49	12	51	90	102	86	100	73	10	58	49	36	28	24	12	74	31	24	253	55	208	188	122	50	26	106	132	99	26	25	61	67	22	30	44	192									
8	Число бюллетеней в стационарных ящиках для голосования	48626	2016	1806	536	690	750	1202	937	1694	975	1740	803	1650	1385	1130	1493	1552	1491	1787	1641	1508	2245	1817	1122	1483	874	406	240	379	137	356	483	324	251	652	158	125	518	237	171	241	207	98	1164	1119	100	566	557	540	272	138	811	113	371	446	663	471	226	259	179	191	206	128	796									
9	Число недействительных избирательных бюллетеней	283	4	8	0	0	5	14	8	12	0	0	3	9	20	16	17	3	9	0	3	17	3	17	6	4	0	0	0	5	1	0	9	3	0	2	0	2	0	0	0	5	2	1	16	22	3	19	0	0	0	0	1	0	5	6	0	2	0	1	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	54033	2143	1970	624	840	989	1329	992	1769	1068	1922	941	1741	1470	1127	1529	1619	1688	1841	1764	1688	2295	1882	1191	1617	984	478	369	423	148	407	564	423	337	750	231	133	576	286	207	264	229	109	1222	1128	121	800	612	748	460	260	860	139	472	572	762	495	251	319	246	213	236	172	988									
