Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Улуг-Хемская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165					
1	"Число избирателей, внесенных в список"	10063	1302	1194	1470	1211	383	1151	332	536	676	378	733	403	294					
2	Число полученных избирательных бюллетеней	9648	1251	1112	1393	1176	401	1035	329	535	633	371	742	397	273					
3	"Число избирательных бюллетеней, выданных  досрочно"	92	0	0	0	0	0	32	9	0	0	51	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6861	828	816	992	775	268	758	262	397	494	203	560	282	226					
5	"Число избирательных бюллетеней, выданных вне помещения"	523	62	33	36	46	57	74	9	45	21	13	51	29	47					
6	Число погашенных избирательных бюллетеней	2172	361	263	365	355	76	171	49	93	118	104	131	86	0					
7	Число избирательных бюллетеней в переносных ящиках	615	62	33	36	46	57	106	18	45	21	64	51	29	47					
8	Число бюллетеней в стационарных ящиках для голосования	6861	828	816	992	775	268	758	262	397	494	203	560	282	226					
9	Число недействительных избирательных бюллетеней	103	6	6	8	20	2	15	1	10	7	2	17	5	4					
10	Число действительных избирательных бюллетеней	7373	884	843	1020	801	323	849	279	432	508	265	594	306	269					
11	Число полученных открепительных  удостоверений	146	10	10	10	20	10	16	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	81	5	8	10	18	1	9	3	9	2	10	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	2	11	0	5	1	4	8	3	3	5	2	0	3					
14	Число неиспользованных открепительных удостоверений	65	5	2	0	2	9	7	7	1	8	0	7	7	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	118	24	15	32	24	2	8	0	2	1	2	4	3	1					
		1.58%	2.70%	1.77%	3.11%	2.92%	0.62%	0.93%	0.00%	0.45%	0.19%	0.75%	0.65%	0.96%	0.37%					
19	. Малышкин Олег Александрович	37	3	3	8	4	0	5	1	4	3	0	1	0	5					
		0.49%	0.34%	0.35%	0.78%	0.49%	0.00%	0.58%	0.36%	0.90%	0.58%	0.00%	0.16%	0.00%	1.83%					
20	. Миронов Сергей Михайлович	52	4	10	17	4	1	2	1	3	2	1	4	1	2					
		0.70%	0.45%	1.18%	1.65%	0.49%	0.31%	0.23%	0.36%	0.68%	0.39%	0.37%	0.65%	0.32%	0.73%					
21	. Путин Владимир Владимирович	6611	764	764	830	694	311	783	261	398	454	243	571	288	250					
		88.43%	85.84%	89.99%	80.74%	84.53%	95.69%	90.62%	93.21%	90.05%	88.16%	91.01%	93.45%	92.60%	91.58%					
22	. Хакамада Ирина Муцуовна	146	31	12	40	22	4	14	2	6	4	4	2	3	2					
		1.95%	3.48%	1.41%	3.89%	2.68%	1.23%	1.62%	0.71%	1.36%	0.78%	1.50%	0.33%	0.96%	0.73%					
23	. Харитонов Николай Михайлович	370	55	33	76	47	5	33	12	19	44	15	12	10	9					
		4.95%	6.18%	3.89%	7.39%	5.72%	1.54%	3.82%	4.29%	4.30%	8.54%	5.62%	1.96%	3.22%	3.30%					
																				
24	Против всех	39	3	6	17	6	0	4	2	0	0	0	0	1	0					
		0.52%	0.34%	0.71%	1.65%	0.73%	0.00%	0.46%	0.71%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
