Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Тернейская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920					
1	"Число избирателей, внесенных в списки"	10323	580	501	1011	854	851	891	919	922	1043	501	355	281	188	199	734	241	105	147					
2	"Число бюллетеней, полученных участковыми комиссиями"	9936	541	481	963	799	836	850	895	890	982	493	360	292	186	198	682	241	100	147					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4960	298	200	500	370	334	339	417	518	594	288	152	162	132	133	219	178	62	64					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	286	9	12	13	2	7	20	58	29	21	17	15	11	0	7	59	0	6	0					
6	Число погашенных бюллетеней	4690	234	269	450	427	495	491	420	343	367	188	193	119	54	58	404	63	32	83					
7	Число бюллетеней в переносных ящиках для голосования	286	9	12	13	2	7	20	58	29	21	17	15	11	0	7	59	0	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	4947	298	200	487	367	334	337	417	518	599	288	152	162	132	133	219	178	62	64					
9	Число недействительных бюллетеней	62	12	0	0	4	7	5	0	2	21	1	3	2	4	0	0	0	1	0					
10	Число действительных бюллетеней	5171	295	212	500	365	334	352	475	545	599	304	164	171	128	140	278	178	67	64					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	125	10	10	10	10	10	10	5	5	5	5	5	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	0	0	0	0	0	0	5	3	5	0	0	0	1	1	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	0	1	1	0	0	0	0	0	2	1	2	1	1	1	0	0	0					
14	Число погашенных открепительных удостоверений	108	10	10	10	10	10	10	0	2	0	5	5	5	4	4	9	5	4	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	66	6	5	7	6	3	2	4	4	8	4	6	1	1	3	3	1	2	0					
		1.26%	1.95%	2.35%	1.4%	1.62%	0.87%	0.56%	0.84%	0.73%	1.29%	1.31%	3.59%	0.57%	0.75%	2.14%	1.07%	0.56%	2.94%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	125	7	8	24	19	19	8	6	15	5	2	4	3	1	0	1	2	0	1					
		2.38%	2.28%	3.77%	4.8%	5.14%	5.57%	2.24%	1.26%	2.74%	0.80%	0.65%	2.39%	1.73%	0.75%	0.0%	0.35%	1.12%	0.0%	1.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	116	7	6	6	2	4	8	8	10	12	10	4	10	3	2	14	6	3	1					
		2.21%	2.28%	2.83%	1.2%	0.54%	1.17%	2.24%	1.68%	1.82%	1.93%	3.27%	2.39%	5.78%	2.27%	1.42%	5.03%	3.37%	4.41%	1.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	182	2	8	39	23	11	8	15	22	16	8	11	5	0	1	6	6	1	0					
		3.47%	0.65%	3.77%	7.8%	6.23%	3.22%	2.24%	3.15%	4.02%	2.58%	2.62%	6.58%	2.89%	0.0%	0.71%	2.15%	3.37%	1.47%	0.0%					
22	"5. ""За Русь Святую"""	37	0	1	4	5	0	2	4	3	2	10	0	0	0	1	1	4	0	0					
		0.70%	0.0%	0.47%	0.8%	1.35%	0.0%	0.56%	0.84%	0.54%	0.32%	3.27%	0.0%	0.0%	0.0%	0.71%	0.35%	2.24%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	0	0	0	0	0	0	3	1	3	0	0	3	0	1	3	5	0	0					
		0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.18%	0.48%	0.0%	0.0%	1.73%	0.0%	0.71%	1.07%	2.80%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	3	1	4	4	5	1	5	1	9	2	0	1	0	1	1	0	0	1					
		0.74%	0.97%	0.47%	0.8%	1.08%	1.46%	0.28%	1.05%	0.18%	1.45%	0.65%	0.0%	0.57%	0.0%	0.71%	0.35%	0.0%	0.0%	1.56%					
25	"8. ""Народно-республиканская партия России"""	12	0	1	0	0	2	2	1	1	1	3	0	0	0	0	1	0	0	0					
		0.22%	0.0%	0.47%	0.0%	0.0%	0.58%	0.56%	0.21%	0.18%	0.16%	0.98%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	3	2	1	3	1	1	0	3	2	0	0	2	0	0	1	2	0	1					
		0.42%	0.97%	0.94%	0.2%	0.81%	0.29%	0.28%	0.0%	0.54%	0.32%	0.0%	0.0%	1.15%	0.0%	0.0%	0.35%	1.12%	0.0%	1.56%					
27	"10. ""Аграрная партия России"""	132	7	6	18	1	13	10	7	9	7	10	8	1	11	5	5	10	3	1					
		2.52%	2.28%	2.83%	3.6%	0.27%	3.81%	2.80%	1.47%	1.64%	1.12%	3.27%	4.79%	0.57%	8.33%	3.57%	1.79%	5.61%	4.41%	1.56%					
28	"11. ""Истинные патриоты России"""	12	0	0	0	0	0	0	0	10	0	0	0	1	1	0	0	0	0	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.82%	0.0%	0.0%	0.0%	0.57%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	1	4	3	0	0	0	2	6	4	6	1	1	0	1	1	4	0	0					
		0.64%	0.32%	1.88%	0.6%	0.0%	0.0%	0.0%	0.42%	1.09%	0.64%	1.96%	0.59%	0.57%	0.0%	0.71%	0.35%	2.24%	0.0%	0.0%					
