Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Нерюнгринская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400					
1	"Число избирателей, внесенных в список избирателей"	59591	2248	2411	2396	1778	1600	2272	2028	2218	2202	2146	2294	1847	2227	1688	2210	2382	1579	2179	2063	2069	2015	1681	1825	2233	1542	240	1419	1576	1393	1572	556	686	1016					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	56800	2000	2200	2000	1600	1600	2300	1800	2000	2000	2000	2100	1700	2000	1600	2000	2100	1500	2000	1900	2100	1900	1500	1600	2100	1500	270	1350	1500	1300	1600	580	700	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	387					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	32293	883	1468	963	926	814	1185	1071	1382	1124	1138	1287	1081	1330	1019	1336	1382	947	1263	1228	1240	1228	853	810	1268	863	127	579	814	712	975	336	451	210					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	745	22	13	60	13	10	23	19	35	17	20	22	23	23	25	21	15	19	15	18	9	11	59	78	25	21	11	14	20	11	18	21	19	15					
6	Число погашенных избирательных бюллетеней	23360	1095	719	977	661	776	1092	710	583	859	842	791	596	647	556	643	703	534	722	654	851	661	588	712	807	616	132	757	666	577	607	223	215	1788					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1147	22	13	60	13	10	23	19	35	17	20	22	23	23	25	21	15	19	15	18	9	11	59	78	25	21	11	14	20	11	18	21	34	402					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32265	882	1468	963	925	810	1185	1071	1382	1124	1138	1287	1080	1329	1018	1329	1376	947	1263	1227	1240	1228	850	810	1267	863	127	579	814	712	975	336	451	209					
9	Число недействительных избирательных бюллетеней	720	30	41	21	23	7	33	20	42	27	24	22	28	31	17	25	18	19	25	23	27	27	11	12	17	19	4	16	26	21	19	16	12	17					
10	Число действительных избирательных бюллетеней	32692	874	1440	1002	915	813	1175	1070	1375	1114	1134	1287	1075	1321	1026	1325	1373	947	1253	1222	1222	1212	898	876	1275	865	134	577	808	702	974	341	473	594					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1870	70	80	60	60	50	70	60	70	70	70	70	50	70	60	70	70	50	70	70	70	70	50	60	70	50	10	40	50	50	60	20	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	476	8	22	9	13	5	21	15	26	13	21	18	21	18	13	19	28	15	21	12	15	14	15	13	12	11	5	15	5	15	13	6	11	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	2	10	6	2	7	10	5	15	5	0	7	5	10	5	4	5	6	11	3	9	6	10	6	10	2	3	8	2	3	7	4	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	1394	62	58	51	47	45	49	45	44	57	49	52	29	52	47	51	42	35	49	58	55	56	35	47	58	39	5	25	45	35	47	14	9	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	2	3	1	2	3	2	3	2	0	2	6	4	0	4	2	5	2	3	4	3	7	2	0	2	0	0	1	0	1	1	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6668	150	275	189	198	169	257	234	304	170	262	236	208	257	218	374	295	200	245	247	243	265	219	209	312	186	26	120	137	135	159	37	66	66					
		19.96%	16.59%	18.57%	18.48%	21.11%	20.61%	21.27%	21.47%	21.45%	14.90%	22.63%	18.03%	18.86%	19.01%	20.90%	27.70%	21.21%	20.70%	19.17%	19.84%	19.46%	21.39%	24.09%	23.54%	24.15%	21.04%	18.84%	20.24%	16.43%	18.67%	16.01%	10.36%	13.61%	10.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5637	185	249	186	150	139	207	168	227	196	206	227	201	244	153	189	213	167	206	253	207	194	152	163	227	142	24	106	149	108	143	97	29	130					
		16.87%	20.46%	16.81%	18.18%	15.99%	16.95%	17.14%	15.41%	16.02%	17.18%	17.79%	17.34%	18.22%	18.05%	14.67%	14.00%	15.31%	17.29%	16.12%	20.32%	16.57%	15.66%	16.72%	18.36%	17.57%	16.06%	17.39%	17.88%	17.87%	14.94%	14.40%	27.17%	5.98%	21.28%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	411	10	15	18	10	11	18	12	13	19	0	21	11	16	12	21	16	10	12	14	30	11	13	12	20	14	4	6	12	4	12	3	2	9					
		1.23%	1.11%	1.01%	1.76%	1.07%	1.34%	1.49%	1.10%	0.92%	1.67%	0.00%	1.60%	0.99%	1.18%	1.15%	1.56%	1.15%	1.04%	0.94%	1.12%	2.40%	0.89%	1.43%	1.35%	1.55%	1.58%	2.90%	1.01%	1.44%	0.55%	1.21%	0.84%	0.41%	1.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7779	176	320	230	266	194	258	248	302	307	246	331	284	331	250	276	308	229	361	299	318	344	209	168	291	215	24	135	191	181	271	50	44	122					
		23.28%	19.47%	21.61%	22.48%	28.36%	23.66%	21.36%	22.75%	21.31%	26.91%	21.24%	25.29%	25.75%	24.48%	23.97%	20.44%	22.14%	23.71%	28.25%	24.02%	25.46%	27.76%	22.99%	18.92%	22.52%	24.32%	17.39%	22.77%	22.90%	25.03%	27.29%	14.01%	9.07%	19.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1014	13	53	24	27	20	42	33	60	36	38	41	36	54	55	51	53	34	56	42	34	44	16	26	31	15	1	9	21	9	14	10	7	9					
		3.03%	1.44%	3.58%	2.35%	2.88%	2.44%	3.48%	3.03%	4.23%	3.16%	3.28%	3.13%	3.26%	3.99%	5.27%	3.78%	3.81%	3.52%	4.38%	3.37%	2.72%	3.55%	1.76%	2.93%	2.40%	1.70%	0.72%	1.52%	2.52%	1.24%	1.41%	2.80%	1.44%	1.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10973	334	519	347	260	275	387	365	460	382	375	419	323	412	328	409	477	302	363	360	378	348	284	297	385	290	55	199	295	262	368	142	322	251					
		32.84%	36.95%	35.04%	33.92%	27.72%	33.54%	32.04%	33.49%	32.46%	33.48%	32.38%	32.01%	29.28%	30.47%	31.45%	30.30%	34.29%	31.26%	28.40%	28.92%	30.26%	28.09%	31.24%	33.45%	29.80%	32.81%	39.86%	33.56%	35.37%	36.24%	37.06%	39.78%	66.39%	41.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	210	6	9	8	4	5	6	10	9	4	7	12	12	7	10	5	11	5	10	7	12	6	5	1	9	3	0	2	3	3	7	2	3	7					
		0.63%	0.66%	0.61%	0.78%	0.43%	0.61%	0.50%	0.92%	0.64%	0.35%	0.60%	0.92%	1.09%	0.52%	0.96%	0.37%	0.79%	0.52%	0.78%	0.56%	0.96%	0.48%	0.55%	0.11%	0.70%	0.34%	0.00%	0.34%	0.36%	0.41%	0.70%	0.56%	0.62%	1.15%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
