Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Нерюнгринская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
1	"Число избирателей, внесенных в списки избирателей"	59545	2255	2544	2186	2689	2102	2342	1853	2188	2297	1789	2189	2322	2256	2256	2192	2327	2156	2250	1865	2154	1396	1690	2249	1364	300	1261	1567	1466	1756	624	713	415	532					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60500	1800	2500	1800	3000	1800	2500	1900	2400	2400	1800	2100	2400	2500	2400	2100	2500	2100	2520	1700	2500	1400	2000	1850	1700	300	1300	1600	1400	1800	700	730	450	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	204					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37376	1157	1639	1265	1609	1364	1432	1152	1436	1311	1114	1515	1545	1503	1365	1391	1525	1408	1480	1255	1336	985	965	1344	923	205	722	922	919	1246	491	507	290	55					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	631	12	13	21	21	24	15	10	24	17	18	23	24	23	14	18	12	18	13	17	17	37	74	24	34	7	18	10	14	16	16	14	13	0					
6	Число погашенных избирательных бюллетеней	22114	631	844	514	1370	412	1053	738	940	1065	666	562	824	974	1018	691	963	674	1027	428	1147	378	961	331	743	88	560	668	467	538	193	209	147	290					
7	Число избирательных бюллетеней в переносных ящиках для голосования	985	12	13	21	21	24	15	10	24	17	18	23	24	23	14	18	12	18	13	17	17	37	74	175	34	7	18	10	14	16	16	14	13	203					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37339	1152	1634	1264	1609	1364	1417	1152	1436	1311	1114	1515	1545	1503	1362	1391	1519	1408	1480	1255	1336	985	963	1344	923	205	722	922	919	1246	491	507	290	55					
9	Число недействительных избирательных бюллетеней	477	9	23	9	11	21	15	19	19	23	11	25	24	19	23	16	21	17	17	0	22	14	4	32	15	5	8	18	11	5	5	5	2	9					
10	Число действительных избирательных бюллетеней	37847	1155	1624	1276	1619	1367	1417	1143	1441	1305	1121	1513	1545	1507	1353	1393	1510	1409	1476	1272	1331	1008	1033	1487	942	207	732	914	922	1257	502	516	301	249					
