Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098					
1	"Число избирателей, внесенных в списки избирателей"	86491	1890	2109	1352	1525	1470	1650	2496	1540	1661	1663	1850	1642	1735	1825	1423	2077	1923	1789	2095	1255	1456	2080	1489	1973	1351	1915	2273	1180	1523	2603	1858	1919	2101	2186	2022	2283	1738	2283	2112	1406	2085	1596	1886	2509	1904	2397	1393					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	82100	1800	2000	1300	1450	1350	1550	2350	1450	1600	1600	1750	1550	1650	1750	1350	2000	1850	1700	2000	1200	1400	2000	1400	1900	1300	1800	2200	1100	1450	2500	1750	1800	2000	2100	1900	2150	1650	2100	1900	1350	2000	1500	1800	2400	1800	2300	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	78558	1686	1880	1247	1439	1323	1478	2342	1339	1495	1588	1733	1536	1558	1668	1282	1932	1628	1630	1877	1144	1395	1872	1328	1776	1209	1729	2150	1060	1447	2470	1742	1780	1911	1897	1859	2118	1610	2078	1817	1299	1939	1373	1633	2161	1637	2163	1300					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	241	6	12	0	11	0	8	0	0	0	12	0	0	7	0	0	0	18	21	0	0	5	0	0	2	1	0	50	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	7	0	63	0	0					
6	Число погашенных избирательных бюллетеней	3297	108	108	49	0	27	64	8	111	105	0	17	14	85	82	68	68	204	49	123	56	0	128	72	122	90	71	0	40	3	30	8	20	89	203	41	14	40	22	83	51	61	127	160	239	100	137	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	241	6	12	0	11	0	8	0	0	0	12	0	0	7	0	0	0	18	21	0	0	5	0	0	2	1	0	50	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	7	0	63	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	78537	1686	1880	1247	1439	1323	1478	2342	1339	1495	1588	1727	1536	1558	1668	1282	1932	1628	1630	1877	1144	1395	1872	1328	1776	1209	1729	2150	1060	1447	2470	1742	1780	1911	1897	1859	2118	1610	2078	1817	1299	1939	1373	1633	2146	1637	2163	1300					
9	Число недействительных избирательных бюллетеней	245	12	0	2	1	3	3	0	5	1	0	5	0	0	0	0	0	3	3	2	0	2	3	4	2	3	0	0	0	4	0	0	0	0	0	0	26	34	0	2	49	3	0	2	5	43	20	3					
10	Число действительных избирательных бюллетеней	78533	1680	1892	1245	1449	1320	1483	2342	1334	1494	1600	1722	1536	1565	1668	1282	1932	1643	1648	1875	1144	1398	1869	1324	1776	1207	1729	2200	1060	1443	2470	1742	1780	1911	1897	1859	2110	1576	2078	1815	1250	1936	1373	1638	2141	1657	2143	1297					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1410	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	42	3	0	0	6	0	2	1	2	0	0	1	0	1	0	3	0	3	1	4	0	0	1	0	0	1	0	2	0	0	3	0	2	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	11	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	1368	27	30	30	24	30	28	29	28	30	30	29	30	29	30	27	30	27	29	26	30	30	29	30	30	29	30	28	30	30	27	30	28	30	28	30	30	28	30	30	30	30	29	29	30	30	30	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
