Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Куженерская районная																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316					
1	"Число избирателей, внесенных в списки избирателей"	11256	561	697	331	465	529	103	421	449	176	559	612	403	538	364	141	260	114	810	352	1176	1576	619					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12800	690	800	380	500	700	120	500	540	200	660	740	460	630	420	170	300	140	850	400	1200	1700	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7476	303	489	231	303	335	68	246	316	113	342	408	233	353	266	116	178	98	465	267	771	1110	465					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1880	164	133	70	92	137	29	90	49	41	107	143	138	91	66	23	56	11	94	27	159	115	45					
6	Число погашенных избирательных бюллетеней	3444	223	178	79	105	228	23	164	175	46	211	189	89	186	88	31	66	31	291	106	270	475	190					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1880	164	133	70	92	137	29	90	49	41	107	143	138	91	66	23	56	11	94	27	159	115	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7476	303	489	231	303	335	68	246	316	113	342	408	233	353	266	116	178	98	465	267	771	1110	465					
9	Число недействительных избирательных бюллетеней	57	2	3	1	4	1	0	0	1	0	3	2	5	1	0	3	0	1	3	4	15	7	1					
10	Число действительных избирательных бюллетеней	9299	465	619	300	391	471	97	336	364	154	446	549	366	443	332	136	234	108	556	290	915	1218	509					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1150	95	65	40	40	65	15	55	55	30	60	85	38	55	50	35	22	20	56	35	79	80	75					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1150	95	65	40	40	65	15	55	55	30	60	85	38	55	50	35	22	20	56	35	79	80	75					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	242	16	20	5	8	3	3	8	7	4	10	16	8	5	9	10	9	3	14	9	36	22	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	2	4	0	13	0	0	1	0	0	0	1	0	1	1	0	0	0	3	2	6	37	9					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	328	16	14	4	16	4	4	8	8	5	36	24	7	15	9	4	3	2	22	12	39	57	19					
		3.51%	3.43%	2.25%	1.33%	4.05%	0.85%	4.12%	2.38%	2.19%	3.25%	8.02%	4.36%	1.89%	3.38%	2.71%	2.88%	1.28%	1.83%	3.94%	4.08%	4.19%	4.65%	3.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	0	1	0	0	0	0	0	0	0	1	0	2	1	2	0	1	0	0	0	2	1	9					
		0.21%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.54%	0.23%	0.60%	0.00%	0.43%	0.00%	0.00%	0.00%	0.22%	0.08%	1.76%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	3					
		0.10%	0.00%	0.00%	0.33%	0.00%	0.21%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.18%	0.00%	0.11%	0.00%	0.59%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	789	34	31	9	33	37	5	35	36	18	48	54	22	34	26	3	6	7	36	17	96	135	67					
		8.43%	7.28%	4.98%	2.99%	8.35%	7.84%	5.15%	10.42%	9.86%	11.69%	10.69%	9.80%	5.93%	7.66%	7.83%	2.16%	2.56%	6.42%	6.44%	5.78%	10.32%	11.02%	13.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	0	0	0	2	0	0	0	2	1	0	0	1	0	2	0	1	0	1	2	4	3	1					
		0.21%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.55%	0.65%	0.00%	0.00%	0.27%	0.00%	0.60%	0.00%	0.43%	0.00%	0.18%	0.68%	0.43%	0.24%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	0	1	0	1	0	1					
		0.11%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.22%	0.18%	0.00%	0.00%	0.00%	0.72%	0.85%	0.00%	0.18%	0.00%	0.11%	0.00%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	455	15	22	11	23	15	2	9	14	1	31	32	22	18	21	8	7	5	32	19	59	67	22					
		4.86%	3.21%	3.54%	3.65%	5.82%	3.18%	2.06%	2.68%	3.84%	0.65%	6.90%	5.81%	5.93%	4.05%	6.33%	5.76%	2.99%	4.59%	5.72%	6.46%	6.34%	5.47%	4.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	307	12	9	2	12	14	5	7	9	9	8	17	6	9	13	4	4	3	14	18	40	59	33					
		3.28%	2.57%	1.45%	0.66%	3.04%	2.97%	5.15%	2.08%	2.47%	5.84%	1.78%	3.09%	1.62%	2.03%	3.92%	2.88%	1.71%	2.75%	2.50%	6.12%	4.30%	4.82%	6.47%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	42	2	3	0	2	0	0	1	2	2	8	3	0	1	0	0	1	0	3	2	4	8	0					
		0.45%	0.43%	0.48%	0.00%	0.51%	0.00%	0.00%	0.30%	0.55%	1.30%	1.78%	0.54%	0.00%	0.23%	0.00%	0.00%	0.43%	0.00%	0.54%	0.68%	0.43%	0.65%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7297	386	536	272	303	400	81	274	291	115	310	418	306	365	259	116	207	91	445	220	668	883	351					
		77.99%	82.66%	86.17%	90.37%	76.71%	84.75%	83.51%	81.55%	79.73%	74.68%	69.04%	75.86%	82.48%	82.21%	78.01%	83.45%	88.46%	83.49%	79.61%	74.83%	71.83%	72.08%	68.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	0	3	0	0	0	0	2	1	2	3	0	0	0	0	0	1	0	1	0	1	5	3					
		0.24%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.60%	0.27%	1.30%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.18%	0.00%	0.11%	0.41%	0.59%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
