Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Косинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №4901	УИК №4902	УИК №4903	УИК №4904	УИК №4905	УИК №4906	УИК №4907	УИК №4908	УИК №4909	УИК №4910	УИК №4912	УИК №4913	УИК №4914	УИК №4915	УИК №4916	УИК №4917	УИК №4918					
1	"Число избирателей, внесенных в список избирателей"	6289	1987	951	76	70	371	320	222	319	132	249	389	248	178	113	310	184	170					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6381	2071	947	77	71	375	323	225	320	131	253	385	250	173	111	314	187	168					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2818	864	425	39	29	183	162	75	121	55	115	178	131	62	65	160	76	78					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	311	50	28	3	3	25	31	21	52	2	14	12	21	9	2	20	13	5					
6	Число погашенных избирательных бюллетеней	3252	1157	494	35	39	167	130	129	147	74	124	195	98	102	44	134	98	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	311	50	28	3	3	25	31	21	52	2	14	12	21	9	2	20	13	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2818	864	425	39	29	183	162	75	121	55	115	178	131	62	65	160	76	78					
9	Число недействительных избирательных бюллетеней	102	30	5	1	0	10	6	3	4	3	8	9	6	2	2	6	3	4					
10	Число действительных избирательных бюллетеней	3027	884	448	41	32	198	187	93	169	54	121	181	146	69	65	174	86	79					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	150	24	20	5	5	8	7	7	7	5	10	15	7	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	36	22	7	0	0	0	0	1	0	0	2	0	0	0	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	26	5	0	1	1	2	0	2	4	0	2	1	2	2	2	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	114	2	13	5	5	8	7	6	7	5	8	15	7	6	6	3	5	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	595	153	77	8	8	55	38	27	31	11	18	31	36	24	11	33	15	19					
		19.02%	16.74%	16.99%	19.05%	25.00%	26.44%	19.69%	28.13%	17.92%	19.30%	13.95%	16.32%	23.68%	33.80%	16.42%	18.33%	16.85%	22.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	462	172	62	6	4	31	17	6	12	5	21	36	23	8	8	21	17	13					
		14.77%	18.82%	13.69%	14.29%	12.50%	14.90%	8.81%	6.25%	6.94%	8.77%	16.28%	18.95%	15.13%	11.27%	11.94%	11.67%	19.10%	15.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	8	2	0	0	1	2	4	2	0	3	1	0	1	1	1	0	2					
		0.89%	0.88%	0.44%	0.00%	0.00%	0.48%	1.04%	4.17%	1.16%	0.00%	2.33%	0.53%	0.00%	1.41%	1.49%	0.56%	0.00%	2.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	429	176	79	6	1	29	27	7	25	4	10	11	14	4	6	17	7	6					
		13.71%	19.26%	17.44%	14.29%	3.13%	13.94%	13.99%	7.29%	14.45%	7.02%	7.75%	5.79%	9.21%	5.63%	8.96%	9.44%	7.87%	7.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	28	15	2	1	5	1	3	0	0	0	1	1	0	0	2	0	0					
		1.89%	3.06%	3.31%	4.76%	3.13%	2.40%	0.52%	3.13%	0.00%	0.00%	0.00%	0.53%	0.66%	0.00%	0.00%	1.11%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1433	333	212	19	18	76	101	46	99	33	69	101	72	32	37	100	47	38					
		45.80%	36.43%	46.80%	45.24%	56.25%	36.54%	52.33%	47.92%	57.23%	57.89%	53.49%	53.16%	47.37%	45.07%	55.22%	55.56%	52.81%	45.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	14	1	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1					
		0.67%	1.53%	0.22%	0.00%	0.00%	0.48%	0.52%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	2.99%	0.00%	0.00%	1.20%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
