Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Славгородская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383					
1	"Число избирателей, внесенных в списки избирателей"	8979	1346	191	300	992	606	452	1002	189	745	2918	238					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8800	1350	180	290	950	600	400	1000	190	730	2900	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5253	729	106	228	602	371	300	629	106	457	1569	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	300	67	15	13	25	35	19	17	6	28	66	9					
6	Число погашенных избирательных бюллетеней	3247	554	59	49	323	194	81	354	78	245	1265	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	300	67	15	13	25	35	19	17	6	28	66	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5251	729	106	228	602	371	300	629	106	457	1567	156					
9	Число недействительных избирательных бюллетеней	88	16	1	6	12	0	4	8	1	8	27	5					
10	Число действительных избирательных бюллетеней	5463	780	120	235	615	406	315	638	111	477	1606	160					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	100	10	5	5	10	10	10	10	5	10	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	36	7	0	3	4	1	0	7	0	4	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	40	5	3	3	6	6	0	3	0	4	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	64	3	5	2	6	9	10	3	5	6	10	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	290	71	4	15	39	9	4	27	7	48	56	10					
		5.22%	8.92%	3.31%	6.22%	6.22%	2.22%	1.25%	4.18%	6.25%	9.90%	3.43%	6.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	3	0	1	1	2	1	3	0	0	3	1					
		0.27%	0.38%	0.00%	0.41%	0.16%	0.49%	0.31%	0.46%	0.00%	0.00%	0.18%	0.61%					
20	3.Политическая партия «Демократическая партия России»	9	0	2	0	3	1	0	2	0	0	1	0					
		0.16%	0.00%	1.65%	0.00%	0.48%	0.25%	0.00%	0.31%	0.00%	0.00%	0.06%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	760	93	22	35	65	47	30	99	17	91	228	33					
		13.69%	11.68%	18.18%	14.52%	10.37%	11.58%	9.40%	15.33%	15.18%	18.76%	13.96%	20.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	9	1	1	13	6	0	5	4	3	5	0					
		0.85%	1.13%	0.83%	0.41%	2.07%	1.48%	0.00%	0.77%	3.57%	0.62%	0.31%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	2	0	0	3	1	0	3	0	1	1	0					
		0.20%	0.25%	0.00%	0.00%	0.48%	0.25%	0.00%	0.46%	0.00%	0.21%	0.06%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	716	59	28	37	79	53	46	75	18	57	241	23					
		12.90%	7.41%	23.14%	15.35%	12.60%	13.05%	14.42%	11.61%	16.07%	11.75%	14.76%	13.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	530	66	8	38	51	48	22	53	11	39	169	25					
		9.55%	8.29%	6.61%	15.77%	8.13%	11.82%	6.90%	8.20%	9.82%	8.04%	10.35%	15.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	4	0	1	2	3	0	10	1	4	4	2					
		0.56%	0.50%	0.00%	0.41%	0.32%	0.74%	0.00%	1.55%	0.89%	0.82%	0.24%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3031	471	55	107	357	236	208	357	53	233	888	66					
		54.60%	59.17%	45.45%	44.40%	56.94%	58.13%	65.20%	55.26%	47.32%	48.04%	54.38%	40.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	2	0	0	2	0	4	4	0	1	10	0					
		0.41%	0.25%	0.00%	0.00%	0.32%	0.00%	1.25%	0.62%	0.00%	0.21%	0.61%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
