Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Пижанская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968					
1	"Число избирателей, внесенных в списки"	9933	3146	363	1488	539	180	1277	468	256	418	593	581	279	345					
2	"Число бюллетеней, полученных участковыми комиссиями"	10205	3130	370	1530	600	195	1310	522	235	426	615	572	335	365					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5266	1920	250	612	272	82	593	190	166	248	224	337	123	249					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1222	120	12	181	80	33	221	132	41	34	141	120	50	57					
6	Число погашенных бюллетеней	3717	1090	108	737	248	80	496	200	28	144	250	115	162	59					
7	Число бюллетеней в переносных ящиках для голосования	1222	120	12	181	80	33	221	132	41	34	141	120	50	57					
8	Число бюллетеней в стационарных ящиках для голосования	5266	1920	250	612	272	82	593	190	166	248	224	337	123	249					
9	Число недействительных бюллетеней	104	17	9	20	6	1	8	3	5	9	4	8	4	10					
10	Число действительных бюллетеней	6384	2023	253	773	346	114	806	319	202	273	361	449	169	296					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	27	2	10	3	5	10	7	5	5	7	4	5	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	19	0	3	3	0	4	1	2	4	1	2	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	7	1	1	0	2	1	3	0	0	2	1	1	2					
14	Число погашенных открепительных удостоверений	52	8	2	7	0	5	6	6	3	1	6	2	1	5					
15	Число открепительных удостоверений выданных ТИК	11	2	0	0	0	0	0	7	0	1	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	79	20	2	10	3	1	9	5	6	4	7	6	4	2					
		1.21%	0.98%	0.76%	1.26%	0.85%	0.86%	1.10%	1.55%	2.89%	1.41%	1.91%	1.31%	2.31%	0.65%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	40	20	1	5	4	1	0	0	0	3	0	4	1	1					
		0.61%	0.98%	0.38%	0.63%	1.13%	0.86%	0.0%	0.0%	0.0%	1.06%	0.0%	0.87%	0.57%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	226	63	5	33	7	7	22	11	4	14	11	32	4	13					
		3.48%	3.08%	1.90%	4.16%	1.98%	6.08%	2.70%	3.41%	1.93%	4.96%	3.01%	7.00%	2.31%	4.24%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	86	41	6	10	3	0	4	7	4	4	3	2	1	1					
		1.32%	2.00%	2.29%	1.26%	0.85%	0.0%	0.49%	2.17%	1.93%	1.41%	0.82%	0.43%	0.57%	0.32%					
22	"5. ""За Русь Святую"""	40	13	2	0	2	1	6	5	1	1	2	3	0	4					
		0.61%	0.63%	0.76%	0.0%	0.56%	0.86%	0.73%	1.55%	0.48%	0.35%	0.54%	0.65%	0.0%	1.30%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	2	3	3	2	1	5	2	0	0	3	1	0	1					
		0.35%	0.09%	1.14%	0.37%	0.56%	0.86%	0.61%	0.62%	0.0%	0.0%	0.82%	0.21%	0.0%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	14	0	3	1	0	2	1	2	1	3	1	0	1					
		0.44%	0.68%	0.0%	0.37%	0.28%	0.0%	0.24%	0.31%	0.96%	0.35%	0.82%	0.21%	0.0%	0.32%					
25	"8. ""Народно-республиканская партия России"""	12	6	0	3	0	2	0	0	0	0	1	0	0	0					
		0.18%	0.29%	0.0%	0.37%	0.0%	1.73%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	9	1	0	1	0	1	0	0	0	1	1	0	0					
		0.21%	0.44%	0.38%	0.0%	0.28%	0.0%	0.12%	0.0%	0.0%	0.0%	0.27%	0.21%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1103	197	53	161	71	23	255	38	27	43	89	78	24	44					
		17.00%	9.65%	20.22%	20.30%	20.17%	19.99%	31.32%	11.80%	13.04%	15.24%	24.38%	17.06%	13.87%	14.37%					
28	"11. ""Истинные патриоты России"""	7	3	0	0	0	0	1	0	0	1	1	1	0	0					
		0.10%	0.14%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.35%	0.27%	0.21%	0.0%	0.0%					
