Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Брейтовская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363					
1	"Число избирателей, внесенных в списки"	7172	3058	465	365	346	321	152	85	429	139	154	137	281	176	176	549	339					
2	"Число бюллетеней, полученных участковыми комиссиями"	7000	3000	460	350	360	320	150	100	400	130	160	130	260	160	160	510	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3376	1657	159	227	131	96	92	72	240	62	49	61	82	95	36	184	133					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1511	148	179	44	151	144	22	8	56	42	49	45	116	36	101	231	139					
6	Число погашенных бюллетеней	2113	1195	122	79	78	80	36	20	104	26	62	24	62	29	23	95	78					
7	Число бюллетеней в переносных ящиках для голосования	1511	148	179	44	151	144	22	8	56	42	49	45	116	36	101	231	139					
8	Число бюллетеней в стационарных ящиках для голосования	3372	1653	159	227	131	96	92	72	240	62	49	61	82	95	36	184	133					
9	Число недействительных бюллетеней	55	20	0	6	4	2	2	1	10	1	0	2	1	2	0	1	3					
10	Число действительных бюллетеней	4828	1781	338	265	278	238	112	79	286	103	98	104	197	129	137	414	269					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	70	10	10	12	10	10	5	10	5	5	5	10	5	5	8	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	22	3	0	0	1	0	0	0	0	3	0	0	0	0	2	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	16	1	0	0	2	0	4	3	0	0	1	1	1	1	2	0					
14	Число погашенных открепительных удостоверений	155	48	7	10	12	9	10	5	10	5	2	5	10	5	5	6	6					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	80	31	2	6	2	6	3	2	4	2	1	4	5	3	4	1	4					
		1.63%	1.72%	0.59%	2.21%	0.70%	2.5%	2.63%	2.5%	1.35%	1.92%	1.02%	3.77%	2.52%	2.29%	2.91%	0.24%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	29	2	10	5	6	0	0	1	4	1	3	1	1	1	2	0					
		1.35%	1.61%	0.59%	3.69%	1.77%	2.5%	0.0%	0.0%	0.33%	3.84%	1.02%	2.83%	0.50%	0.76%	0.72%	0.48%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	95	16	2	7	8	7	5	0	8	3	2	8	4	4	1	13	7					
		1.94%	0.88%	0.59%	2.58%	2.83%	2.91%	4.38%	0.0%	2.70%	2.88%	2.04%	7.54%	2.02%	3.05%	0.72%	3.13%	2.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	61	24	4	2	1	4	0	0	6	0	3	5	0	1	3	0	8					
		1.24%	1.33%	1.18%	0.73%	0.35%	1.66%	0.0%	0.0%	2.02%	0.0%	3.06%	4.71%	0.0%	0.76%	2.18%	0.0%	2.94%					
22	"5. ""За Русь Святую"""	42	16	3	2	3	1	0	0	6	0	1	1	2	0	0	5	2					
		0.86%	0.88%	0.88%	0.73%	1.06%	0.41%	0.0%	0.0%	2.02%	0.0%	1.02%	0.94%	1.01%	0.0%	0.0%	1.20%	0.73%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	1	0	0	2	1	0	0	0	0	1	0	0	0	0	1	1					
		0.14%	0.05%	0.0%	0.0%	0.70%	0.41%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.24%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	13	1	1	0	1	0	1	1	0	3	0	0	1	0	1	0					
		0.47%	0.72%	0.29%	0.36%	0.0%	0.41%	0.0%	1.25%	0.33%	0.0%	3.06%	0.0%	0.0%	0.76%	0.0%	0.24%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	2	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0					
		0.16%	0.11%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.50%	0.76%	1.45%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.14%	0.22%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	550	178	63	31	36	25	15	0	31	8	13	3	32	23	9	44	39					
