Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Волгодонская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №2456					
1	"Число избирателей, внесенных в список избирателей"	133813	2907	2092	2360	2941	2152	2481	2322	2554	2884	2114	1966	2771	2244	2529	2150	2517	2319	2339	1365	1931	1725	2929	2950	2704	2920	2694	2355	2681	2688	2758	2555	2670	2580	2217	2908	2830	2908	2903	2910	3021	2930	2840	2393	2574	2738	2766	2841	1875	1834	2095	2899	2802	2382					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	120600	2600	1900	2100	2300	1900	2300	2100	2300	2600	1700	1800	2500	2000	2300	1900	2300	2100	2100	1100	1700	1500	2700	2700	2500	2700	2400	2200	2400	2400	2500	2400	2400	2400	2000	2600	2600	2700	2700	2700	2700	2700	2600	2200	2300	2500	2500	2600	1600	1600	1900	2700	2600	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	72535	1447	1303	1430	1344	1204	1202	1156	1501	1709	1062	913	1507	1430	1604	1469	1285	1098	1254	700	1062	1049	1584	1475	1682	1743	1353	1300	1590	1459	1403	1445	1473	1428	1070	1589	1309	1638	1498	1660	1565	1805	1488	1260	1395	1498	1456	1329	972	1010	1075	1391	1554	1309					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3062	194	104	65	444	65	60	52	94	72	58	48	64	33	25	36	59	42	42	28	91	92	38	60	38	29	28	22	21	31	156	41	25	15	122	32	29	34	45	32	209	32	26	26	32	25	18	18	19	21	12	22	23	13					
6	Число погашенных избирательных бюллетеней	45002	959	493	605	512	631	1038	892	705	819	580	839	929	536	671	395	956	960	804	372	547	359	1078	1165	780	928	1019	878	789	910	941	914	902	957	808	979	1262	1028	1157	1008	926	863	1086	914	873	977	1026	1253	609	569	813	1287	1023	678					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3062	194	104	65	444	65	60	52	94	72	58	48	64	33	25	36	59	42	42	28	91	92	38	60	38	29	28	22	21	31	156	41	25	15	122	32	29	34	45	32	209	32	26	26	32	25	18	18	19	21	12	22	23	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	72457	1447	1303	1430	1344	1204	1202	1156	1501	1709	1051	913	1507	1429	1602	1469	1285	1098	1254	700	1062	1049	1584	1475	1682	1743	1353	1300	1590	1459	1402	1445	1471	1378	1070	1589	1309	1638	1492	1660	1565	1805	1487	1260	1395	1498	1456	1328	972	1010	1075	1391	1554	1306					
9	Число недействительных избирательных бюллетеней	687	22	14	20	0	27	19	24	0	25	0	20	0	19	27	22	0	27	17	18	17	4	29	21	0	0	21	21	0	0	0	25	0	0	18	0	18	29	0	23	7	28	19	9	28	25	0	0	0	7	23	5	0	9					
10	Число действительных избирательных бюллетеней	74832	1619	1393	1475	1788	1242	1243	1184	1595	1756	1109	941	1571	1443	1600	1483	1344	1113	1279	710	1136	1137	1593	1514	1720	1772	1360	1301	1611	1490	1558	1461	1496	1393	1174	1621	1320	1643	1537	1669	1767	1809	1494	1277	1399	1498	1474	1346	991	1024	1064	1408	1577	1310					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2154	35	45	35	47	35	50	35	35	35	25	25	35	35	55	37	35	35	45	25	25	25	35	55	55	75	45	55	55	45	35	55	55	40	35	40	40	45	40	50	35	40	35	35	50	55	35	35	35	25	35	35	50	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1839	35	43	30	47	25	46	29	35	25	23	23	29	28	43	36	31	19	37	18	22	15	35	41	54	56	36	48	42	39	29	52	44	36	30	37	38	39	36	43	24	36	32	28	34	55	35	34	31	15	29	29	44	39					
