Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Тотемская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №794	УИК №795	УИК №796	УИК №797					
1	"Число избирателей, внесенных в список"	20393	1632	1621	1770	1770	1293	393	409	423	194	206	598	273	413	267	218	155	597	301	328	473	878	1291	1235	805	899	1211	218	267	255					
2	Число полученных избирательных бюллетеней	20300	1600	1600	1700	1700	1200	400	400	400	200	200	600	300	400	300	300	200	600	300	400	500	800	1300	1200	800	900	1200	200	300	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10722	814	816	1015	852	647	247	187	180	93	134	265	148	264	170	136	93	349	162	174	260	545	922	591	299	406	534	112	140	167					
5	"Число избирательных бюллетеней, выданных вне помещения"	1860	65	58	26	64	36	65	133	125	16	30	120	18	30	39	26	35	58	70	70	70	96	40	83	136	85	98	74	75	19					
6	Число погашенных избирательных бюллетеней	7718	721	726	659	784	517	88	80	95	91	36	215	134	106	91	138	72	193	68	156	170	159	338	526	365	409	568	14	85	114					
7	Число избирательных бюллетеней в переносных ящиках	1860	65	58	26	64	36	65	133	125	16	30	120	18	30	39	26	35	58	70	70	70	96	40	83	136	85	98	74	75	19					
8	Число бюллетеней в стационарных ящиках для голосования	10722	814	816	1015	852	647	247	187	180	93	134	265	148	264	170	136	93	349	162	174	260	545	922	591	299	406	534	112	140	167					
9	Число недействительных избирательных бюллетеней	85	9	5	1	7	5	5	4	0	1	0	3	2	1	1	1	0	2	2	3	0	4	6	6	2	3	4	4	0	4					
10	Число действительных избирательных бюллетеней	12497	870	869	1040	909	678	307	316	305	108	164	382	164	293	208	161	128	405	230	241	330	637	956	668	433	488	628	182	215	182					
