Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Болховская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199					
1	"Число избирателей, внесенных в список избирателей"	15550	139	527	372	217	134	287	229	482	185	215	232	221	418	510	485	130	312	161	309	2435	2618	2160	2772					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15633	140	530	380	220	130	295	235	490	186	220	234	228	430	515	500	175	320	160	315	2480	2600	2100	2750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8620	74	292	189	110	70	181	148	231	76	116	137	85	186	239	228	92	119	91	146	1390	1699	1217	1504					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1795	25	103	52	64	41	38	26	102	78	32	47	59	108	69	106	38	114	31	107	109	236	126	84					
6	Число погашенных избирательных бюллетеней	5218	41	135	139	46	19	76	61	157	32	72	50	84	136	207	166	45	87	38	62	981	665	757	1162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1795	25	103	52	64	41	38	26	102	78	32	47	59	108	69	106	38	114	31	107	109	236	126	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8619	74	292	188	110	70	181	148	231	76	116	137	85	186	239	228	92	119	91	146	1390	1699	1217	1504					
9	Число недействительных избирательных бюллетеней	205	0	11	4	1	1	0	2	3	0	5	2	3	7	1	2	0	41	4	0	28	28	29	33					
10	Число действительных избирательных бюллетеней	10209	99	384	236	173	110	219	172	330	154	143	182	141	287	307	332	130	192	118	253	1471	1907	1314	1555					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	299	10	10	10	5	5	10	15	10	10	10	10	10	13	10	10	10	10	5	10	30	27	25	34					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	187	4	10	3	2	0	10	13	2	0	2	3	5	10	2	5	10	4	2	5	28	16	18	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	1	4	1	0	1	0	0	8	1	0	2	0	2	2	0	2	2	1	3	11	3	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	112	6	0	7	3	5	0	2	8	10	8	7	5	3	8	5	0	6	3	5	2	11	7	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	878	10	37	17	12	11	7	7	35	9	16	19	9	31	27	28	8	14	10	15	168	128	107	153					
		8.43%	10.10%	9.37%	7.08%	6.90%	9.91%	3.20%	4.02%	10.51%	5.84%	10.81%	10.33%	6.25%	10.54%	8.77%	8.38%	6.15%	6.01%	8.20%	5.93%	11.21%	6.61%	7.97%	9.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1281	18	66	27	15	11	11	13	40	1	13	23	17	46	38	58	12	22	14	18	218	220	173	207					
		12.30%	18.18%	16.71%	11.25%	8.62%	9.91%	5.02%	7.47%	12.01%	0.65%	8.78%	12.50%	11.81%	15.65%	12.34%	17.37%	9.23%	9.44%	11.48%	7.11%	14.54%	11.37%	12.88%	13.04%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	1	3	2	1	3	0	3	10	0	0	3	1	1	1	4	0	1	0	3	13	7	11	9					
		0.74%	1.01%	0.76%	0.83%	0.57%	2.70%	0.00%	1.72%	3.00%	0.00%	0.00%	1.63%	0.69%	0.34%	0.32%	1.20%	0.00%	0.43%	0.00%	1.19%	0.87%	0.36%	0.82%	0.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3128	16	153	77	49	24	22	76	89	34	31	41	42	98	101	96	51	23	21	48	524	472	465	575					
		30.04%	16.16%	38.73%	32.08%	28.16%	21.62%	10.05%	43.68%	26.73%	22.08%	20.95%	22.28%	29.17%	33.33%	32.79%	28.74%	39.23%	9.87%	17.21%	18.97%	34.96%	24.39%	34.62%	36.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	105	1	1	0	1	0	1	0	4	0	2	1	2	2	3	6	1	4	1	0	21	15	16	23					
		1.01%	1.01%	0.25%	0.00%	0.57%	0.00%	0.46%	0.00%	1.20%	0.00%	1.35%	0.54%	1.39%	0.68%	0.97%	1.80%	0.77%	1.72%	0.82%	0.00%	1.40%	0.78%	1.19%	1.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4683	52	124	109	95	60	178	71	150	109	81	93	70	108	134	139	57	128	72	167	513	1057	536	580					
		44.97%	52.53%	31.39%	45.42%	54.60%	54.05%	81.28%	40.80%	45.05%	70.78%	54.73%	50.54%	48.61%	36.73%	43.51%	41.62%	43.85%	54.94%	59.02%	66.01%	34.22%	54.63%	39.91%	36.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	57	1	0	4	0	1	0	2	2	1	0	2	0	1	3	1	1	0	0	2	14	8	6	8					
		0.55%	1.01%	0.00%	1.67%	0.00%	0.90%	0.00%	1.15%	0.60%	0.65%	0.00%	1.09%	0.00%	0.34%	0.97%	0.30%	0.77%	0.00%	0.00%	0.79%	0.93%	0.41%	0.45%	0.50%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
