Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Завитинская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в список"	15755	134	170	1437	1531	2031	2223	782	686	1991	164	401	65	338	181	80	216	144	530	132	182	306	333	332	139	455	93	299	380					
2	Число полученных избирательных бюллетеней	15907	144	174	1436	1478	2060	2242	794	697	2011	170	406	65	343	186	80	219	147	560	132	185	313	339	337	142	461	87	310	389					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8574	124	47	603	792	1083	1145	391	307	866	119	252	46	234	103	51	186	101	329	85	140	191	227	229	102	255	68	167	331					
5	"Число избирательных бюллетеней, выданных вне помещения"	398	0	1	70	94	36	46	25	13	12	3	12	5	4	0	0	3	0	21	2	0	1	14	0	7	23	0	6	0					
6	Число погашенных избирательных бюллетеней	6935	20	126	763	592	941	1051	378	377	1133	48	142	14	105	83	29	30	46	210	45	45	121	98	108	33	183	19	137	58					
7	Число избирательных бюллетеней в переносных ящиках	398	0	1	70	94	36	46	25	13	12	3	12	5	4	0	0	3	0	21	2	0	1	14	0	7	23	0	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	8568	124	47	603	788	1083	1143	391	307	866	119	252	46	234	103	51	186	101	329	85	140	191	227	229	102	255	68	167	331					
9	Число недействительных избирательных бюллетеней	105	1	1	13	8	11	12	5	2	7	2	4	2	1	1	3	1	2	12	0	0	2	2	4	3	1	2	1	2					
10	Число действительных избирательных бюллетеней	8861	123	47	660	874	1108	1177	411	318	871	120	260	49	237	102	48	188	99	338	87	140	190	239	225	106	277	66	172	329					
11	Число полученных открепительных  удостоверений	340	20	5	15	10	25	40	10	10	40	5	5	5	5	5	5	5	5	20	5	5	5	10	5	10	10	5	10	40					
