Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    ТИК Краснокамского МР																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740					
1	"Число избирателей, внесенных в списки избирателей"	57091	689	2383	1824	1947	1395	1816	1458	1922	1875	1737	1926	2089	1724	1902	1874	1357	1086	1195	1686	1921	1658	1885	2587	1243	476	1819	1838	2198	2295	429	521	871	286	312	191	1072	1320	118	333	1833					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51870	650	2150	1650	1750	1250	1650	1300	1700	1700	1550	1700	1900	1550	1700	1700	1200	1000	1150	1550	1650	1500	1700	2300	1150	460	1700	1700	2000	2100	450	500	800	280	320	190	1000	1200	110	310	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27027	269	1039	944	964	742	1003	826	1012	992	767	945	1013	893	921	964	614	364	597	894	997	742	710	1083	455	199	895	725	1176	1088	183	198	420	121	126	89	445	620	60	143	789					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1236	17	42	26	36	14	12	12	29	29	35	74	10	31	32	39	40	23	21	22	12	14	46	33	7	1	70	99	31	45	23	22	56	19	34	12	26	82	7	24	29					
6	Число погашенных избирательных бюллетеней	23607	364	1069	680	750	494	635	462	659	679	748	681	877	626	747	697	546	613	532	634	641	744	944	1184	688	260	735	876	793	967	244	280	324	140	160	89	529	498	43	143	832					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1236	17	42	26	36	14	12	12	29	29	35	74	10	31	32	39	40	23	21	22	12	14	46	33	7	1	70	99	31	45	23	22	56	19	34	12	26	82	7	24	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27025	269	1039	944	964	742	1003	826	1012	991	767	945	1013	893	921	964	614	364	597	894	997	742	710	1083	455	199	895	725	1176	1088	183	198	420	121	126	89	445	619	60	143	789					
9	Число недействительных избирательных бюллетеней	262	2	10	9	8	14	13	8	10	11	6	16	7	12	16	8	3	1	2	4	5	8	5	10	3	10	5	7	17	10	1	2	2	0	0	0	6	5	0	0	6					
10	Число действительных избирательных бюллетеней	27999	284	1071	961	992	742	1002	830	1031	1009	796	1003	1016	912	937	995	651	386	616	912	1004	748	751	1106	459	190	960	817	1190	1123	205	218	474	140	160	101	465	696	67	167	812					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	815	10	30	20	20	20	20	20	25	20	20	20	20	30	30	20	20	20	20	20	20	20	30	30	20	10	30	30	30	30	10	10	30	10	10	10	20	20	10	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	528	3	18	16	16	11	14	14	15	14	16	17	17	23	22	15	4	6	5	12	18	9	23	21	6	0	23	21	28	25	2	0	23	5	5	1	17	17	0	9	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	285	1	5	6	8	4	6	13	20	13	3	8	10	8	9	8	15	7	4	7	7	1	6	18	3	9	10	4	9	3	2	5	12	5	1	0	4	11	5	5	10					
14	Число погашенных неиспользованных открепительных удостоверений	287	7	12	4	4	9	6	6	10	6	4	3	3	7	8	5	16	14	15	8	2	11	7	9	14	10	7	9	2	5	8	10	7	5	5	9	3	3	10	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	998	7	20	44	28	29	27	31	21	31	16	43	21	18	27	35	24	9	17	18	23	18	20	32	8	5	8	15	141	144	8	9	14	8	3	3	17	24	5	3	24					
		3.53%	2.45%	1.85%	4.54%	2.80%	3.84%	2.66%	3.70%	2.02%	3.04%	1.99%	4.22%	2.05%	1.95%	2.83%	3.49%	3.67%	2.33%	2.75%	1.97%	2.28%	2.38%	2.65%	2.87%	1.73%	2.50%	0.83%	1.82%	11.68%	12.71%	3.88%	4.09%	2.94%	5.71%	1.88%	2.97%	3.61%	3.42%	7.46%	1.80%	2.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	321	0	11	20	16	9	21	25	20	12	6	12	14	12	17	19	13	6	4	8	9	8	4	11	4	2	4	9	4	3	0	0	0	2	0	0	5	3	0	1	7					
		1.14%	0.00%	1.02%	2.06%	1.60%	1.19%	2.07%	2.98%	1.92%	1.18%	0.75%	1.18%	1.37%	1.30%	1.78%	1.89%	1.99%	1.55%	0.65%	0.87%	0.89%	1.06%	0.53%	0.99%	0.87%	1.00%	0.41%	1.09%	0.33%	0.26%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	1.06%	0.43%	0.00%	0.60%	0.86%					
20	3.Политическая партия «Демократическая партия России»	34	1	2	2	0	0	0	0	1	1	1	3	1	2	1	1	2	1	0	0	0	0	3	1	0	1	3	1	2	0	0	0	0	1	0	0	0	0	0	2	1					
		0.12%	0.35%	0.19%	0.21%	0.00%	0.00%	0.00%	0.00%	0.10%	0.10%	0.12%	0.29%	0.10%	0.22%	0.10%	0.10%	0.31%	0.26%	0.00%	0.00%	0.00%	0.00%	0.40%	0.09%	0.00%	0.50%	0.31%	0.12%	0.17%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2743	29	65	92	81	71	78	93	108	110	68	126	103	109	124	139	59	33	62	106	106	73	80	90	28	20	56	47	139	127	16	16	35	9	12	1	48	97	10	16	61					
		9.71%	10.14%	6.01%	9.48%	8.10%	9.39%	7.68%	11.10%	10.37%	10.78%	8.48%	12.37%	10.07%	11.80%	13.01%	13.86%	9.02%	8.53%	10.03%	11.57%	10.51%	9.66%	10.58%	8.06%	6.06%	10.00%	5.80%	5.70%	11.52%	11.21%	7.77%	7.27%	7.35%	6.43%	7.50%	0.99%	10.19%	13.84%	14.93%	9.58%	7.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	418	0	16	19	35	17	21	24	25	17	3	11	13	20	20	18	7	4	11	14	15	13	7	9	2	4	9	12	11	8	0	1	8	2	0	0	2	12	0	1	7					
		1.48%	0.00%	1.48%	1.96%	3.50%	2.25%	2.07%	2.86%	2.40%	1.67%	0.37%	1.08%	1.27%	2.16%	2.10%	1.79%	1.07%	1.03%	1.78%	1.53%	1.49%	1.72%	0.93%	0.81%	0.43%	2.00%	0.93%	1.46%	0.91%	0.71%	0.00%	0.45%	1.68%	1.43%	0.00%	0.00%	0.42%	1.71%	0.00%	0.60%	0.86%					
23	6.Политическая партия «Партия социальной справедливости»	48	0	2	1	1	3	2	1	2	2	0	1	2	1	1	4	0	0	2	2	1	0	0	3	0	1	1	0	2	1	0	1	0	0	0	0	1	4	0	2	4					
		0.17%	0.00%	0.19%	0.10%	0.10%	0.40%	0.20%	0.12%	0.19%	0.20%	0.00%	0.10%	0.20%	0.11%	0.10%	0.40%	0.00%	0.00%	0.32%	0.22%	0.10%	0.00%	0.00%	0.27%	0.00%	0.50%	0.10%	0.00%	0.17%	0.09%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.21%	0.57%	0.00%	1.20%	0.49%					
24	7.Политическая партия «Либерально-демократическая партия России»	4509	44	197	158	157	103	150	110	138	171	137	142	195	163	162	171	117	53	115	153	163	112	150	190	89	37	123	98	225	220	28	34	45	14	18	1	65	72	14	22	153					
