Выборы Президента Российской Федерации																																																																																			
Дата голосования: 04.03.2012																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №1																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	72																																																																																	
																																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №66	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №1994	УИК №1995									
1	Число избирателей, включенных в список избирателей	139781	1887	1658	2102	1605	2191	1689	1781	1865	1856	1915	2771	2411	2403	2145	1917	3202	2434	2215	1944	2013	2133	1896	1791	2196	2156	2012	1714	939	2246	1774	1888	1874	3166	2432	1833	1830	1237	2038	2003	1936	1961	2065	2453	1621	860	1413	2998	2606	2204	1973	2564	1892	2429	2391	2240	2552	1051	1545	2186	1440	2007	2026	712	232	2197	2102	1513	1489	468	1014	2278	2201									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	114850	1500	1300	1600	1200	1700	1400	1400	1400	1500	1500	1900	1900	1900	1600	1500	2600	1900	1700	1500	1600	1700	1500	1400	1700	1600	1500	1400	700	1700	1400	1600	1700	2500	1700	1300	1400	900	1600	1600	1600	1500	1600	1750	2100	1100	1100	2300	1600	1700	2400	2000	1400	1900	1900	1500	2000	1400	1200	1800	1100	1600	2000	800	700	2200	2100	1500	1500	500	1000	2300	2200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	82024	1118	1031	1175	784	1132	1016	947	1034	1073	1091	1408	1225	1225	1114	987	1734	1373	1060	1078	1023	1163	1053	979	1103	1241	987	934	549	1099	953	1157	1244	1792	1235	999	941	759	1062	927	1129	1016	1136	1550	1165	852	795	1559	1424	1193	1011	1436	1203	1290	1293	1015	1413	930	793	1137	742	956	1039	664	0	2174	2075	1487	1459	468	400	2218	2197									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4083	21	63	21	45	25	102	34	45	48	26	17	60	21	12	26	55	41	68	40	21	34	50	21	18	25	91	50	20	53	10	36	13	44	173	95	45	51	67	48	36	49	34	85	456	8	9	50	19	11	17	72	29	54	76	258	26	55	54	8	56	65	0	0	221	0	0	0	0	0	600	0	0									
6	Число погашенных избирательных бюллетеней	28743	361	206	404	371	543	282	419	321	379	383	475	615	654	474	487	811	486	572	382	556	503	397	400	579	334	422	416	131	548	437	407	443	664	292	206	414	90	471	625	435	435	430	115	479	240	296	691	157	496	1372	492	168	556	531	227	561	415	353	655	302	579	961	136	479	26	25	13	41	32	0	82	3									
