Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Мысковская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35310	133	282	1417	1716	1844	1927	1922	1639	1691	1666	1866	424	1189	1803	1702	1456	876	285	1503	2099	1562	1640	1540	1516	1612									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34500	150	300	1350	1700	1800	1900	1900	1600	1650	1650	2000	400	1150	1700	1600	1400	800	300	1400	2000	1500	1600	1550	1500	1600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	52	20	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	29277	112	226	1278	1500	1620	1699	1644	1444	1555	1480	1676	328	935	1475	1466	914	637	255	1235	1542	1194	1427	1341	985	1309									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1376	0	14	38	52	36	56	94	23	59	70	78	8	22	59	29	295	104	4	20	108	67	22	28	61	29									
6	Число погашенных избирательных бюллетеней	3795	18	60	34	148	144	145	162	133	36	100	246	32	193	166	105	191	59	41	145	350	239	151	181	454	262									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1428	20	14	38	52	36	56	94	23	59	70	78	40	22	59	29	295	104	4	20	108	67	22	28	61	29									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	29277	112	226	1278	1500	1620	1699	1644	1444	1555	1480	1676	328	935	1475	1466	914	637	255	1235	1542	1194	1427	1341	985	1309									
9	Число недействительных избирательных бюллетеней	289	16	2	11	13	14	15	15	13	13	18	15	3	9	13	12	11	8	6	10	14	11	14	12	10	11									
10	Число действительных избирательных бюллетеней	30416	116	238	1305	1539	1642	1740	1723	1454	1601	1532	1739	365	948	1521	1483	1198	733	253	1245	1636	1250	1435	1357	1036	1327									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	15	15	20	20	20	20	25	20	25	20	25	15	20	20	20	20	15	15	25	25	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	367	5	15	7	20	17	12	13	20	25	20	25	1	20	20	20	20	4	15	3	10	20	20	20	6	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	221	1	19	14	9	6	6	28	7	9	16	11	12	8	10	11	5	3	3	5	9	11	7	0	6	5									
14	Число погашенных неиспользованных открепительных удостоверений	133	10	0	13	0	3	8	12	0	0	0	0	14	0	0	0	0	11	0	22	15	0	0	0	14	11									
