Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Красновишерская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635					
1	"Число избирателей, внесенных в список избирателей"	19405	911	1338	419	1336	1313	1256	1375	1159	1103	1136	305	812	1257	254	352	742	325	162	616	169	510	193	66	166	151	372	84	156	395	70	92	174	342	102	192					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16416	720	1100	340	1070	1070	1000	1130	950	900	900	250	660	1000	220	320	680	290	170	550	173	470	190	70	165	147	330	73	154	370	70	95	180	310	107	192					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	30	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7933	329	570	142	532	599	580	642	581	433	417	108	283	472	100	143	305	105	78	247	32	208	82	31	95	85	118	18	27	171	25	33	70	143	44	85					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1335	47	52	18	69	50	76	42	59	109	74	28	76	114	51	23	30	57	16	36	48	32	20	6	11	15	8	47	12	28	7	6	23	23	8	14					
6	Число погашенных избирательных бюллетеней	7099	344	478	180	469	421	344	446	310	358	409	114	301	414	69	154	345	128	76	267	93	230	88	33	59	47	185	8	85	171	38	56	87	144	55	93					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1384	47	52	18	69	50	76	42	59	109	74	28	76	114	51	23	30	57	16	36	48	32	20	6	11	15	27	47	42	28	7	6	23	23	8	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7933	329	570	142	532	599	580	642	581	433	417	108	283	472	100	143	305	105	78	247	32	208	82	31	95	85	118	18	27	171	25	33	70	143	44	85					
9	Число недействительных избирательных бюллетеней	213	4	13	6	11	15	14	20	9	24	19	2	5	18	2	0	6	3	2	7	2	3	3	0	2	1	4	2	0	7	0	0	4	4	0	1					
10	Число действительных избирательных бюллетеней	9104	372	609	154	590	634	642	664	631	518	472	134	354	568	149	166	329	159	92	276	78	237	99	37	104	99	141	63	69	192	32	39	89	162	52	98					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	422	10	20	10	20	25	20	25	20	20	20	5	20	26	6	5	20	10	10	20	5	10	5	5	5	5	10	0	5	20	5	5	10	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	310	9	10	3	18	20	15	23	20	9	15	5	13	26	6	5	8	5	6	14	5	10	5	5	2	5	4	0	2	16	5	5	5	6	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	131	7	4	3	11	10	7	10	9	5	5	2	5	3	5	2	1	0	2	3	3	1	3	1	7	4	2	1	5	2	0	2	3	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	112	1	10	7	2	5	5	2	0	11	5	0	7	0	0	0	12	5	4	6	0	0	0	0	3	0	6	0	3	4	0	0	5	4	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1429	66	105	21	97	101	105	133	92	87	48	23	49	86	25	14	61	28	8	39	4	37	23	1	28	23	18	7	7	18	3	4	10	24	9	25					
		15.34%	17.55%	16.88%	13.13%	16.14%	15.56%	16.01%	19.44%	14.38%	16.05%	9.78%	16.91%	13.65%	14.68%	16.56%	8.43%	18.21%	17.28%	8.51%	13.78%	5.00%	15.42%	22.55%	2.70%	26.42%	23.00%	12.41%	10.77%	10.14%	9.05%	9.38%	10.26%	10.75%	14.46%	17.31%	25.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1899	97	143	38	133	136	112	113	105	100	106	17	91	104	27	40	87	29	11	86	14	34	15	12	31	28	44	14	17	37	5	7	12	34	7	13					
		20.38%	25.80%	22.99%	23.75%	22.13%	20.96%	17.07%	16.52%	16.41%	18.45%	21.59%	12.50%	25.35%	17.75%	17.88%	24.10%	25.97%	17.90%	11.70%	30.39%	17.50%	14.17%	14.71%	32.43%	29.25%	28.00%	30.34%	21.54%	24.64%	18.59%	15.63%	17.95%	12.90%	20.48%	13.46%	13.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	7	13	2	10	7	9	6	2	5	3	2	2	11	4	3	5	1	0	2	0	4	3	1	0	2	1	0	0	1	2	0	2	1	3	0					
		1.22%	1.86%	2.09%	1.25%	1.66%	1.08%	1.37%	0.88%	0.31%	0.92%	0.61%	1.47%	0.56%	1.88%	2.65%	1.81%	1.49%	0.62%	0.00%	0.71%	0.00%	1.67%	2.94%	2.70%	0.00%	2.00%	0.69%	0.00%	0.00%	0.50%	6.25%	0.00%	2.15%	0.60%	5.77%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1754	66	131	31	100	146	143	157	183	99	89	30	57	108	18	41	58	25	4	37	15	34	12	1	13	11	30	8	6	31	7	1	13	27	10	12					
		18.83%	17.55%	21.06%	19.38%	16.64%	22.50%	21.80%	22.95%	28.59%	18.27%	18.13%	22.06%	15.88%	18.43%	11.92%	24.70%	17.31%	15.43%	4.26%	13.07%	18.75%	14.17%	11.76%	2.70%	12.26%	11.00%	20.69%	12.31%	8.70%	15.58%	21.88%	2.56%	13.98%	16.27%	19.23%	12.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	193	5	10	3	18	9	16	22	16	23	8	2	9	13	3	0	5	2	0	6	1	8	3	0	0	1	4	1	0	3	0	0	1	1	0	0					
		2.07%	1.33%	1.61%	1.88%	2.99%	1.39%	2.44%	3.22%	2.50%	4.24%	1.63%	1.47%	2.51%	2.22%	1.99%	0.00%	1.49%	1.23%	0.00%	2.12%	1.25%	3.33%	2.94%	0.00%	0.00%	1.00%	2.76%	1.54%	0.00%	1.51%	0.00%	0.00%	1.08%	0.60%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3663	130	202	58	229	230	252	229	229	198	213	60	146	245	71	67	113	73	68	104	44	120	43	22	32	34	44	33	38	102	15	27	49	72	23	48					
		39.32%	34.57%	32.48%	36.25%	38.10%	35.44%	38.41%	33.48%	35.78%	36.53%	43.38%	44.12%	40.67%	41.81%	47.02%	40.36%	33.73%	45.06%	72.34%	36.75%	55.00%	50.00%	42.16%	59.46%	30.19%	34.00%	30.34%	50.77%	55.07%	51.26%	46.88%	69.23%	52.69%	43.37%	44.23%	48.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	1	5	1	3	5	5	4	4	6	5	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0					
		0.56%	0.27%	0.80%	0.63%	0.50%	0.77%	0.76%	0.58%	0.63%	1.11%	1.02%	0.00%	0.00%	0.17%	0.66%	0.60%	0.00%	0.62%	1.06%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	2.15%	1.81%	0.00%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
