Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Оренбургская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181					
1	"Число избирателей, внесенных в списки"	47344	1773	311	96	1249	755	632	266	85	1517	583	334	819	170	283	761	422	2479	199	1180	742	1855	219	117	229	350	554	439	738	689	202	831	1019	400	270	756	950	2123	240	489	781	996	1173	904	849	549	1225	2044	2334	1997	1175	552	206	1574	472	1767	658	962					
2	"Число бюллетеней, полученных участковыми комиссиями"	46916	1735	309	92	1233	756	628	260	133	1648	537	334	813	168	284	769	424	2442	201	1187	741	1854	216	113	229	353	555	437	742	691	194	824	1008	395	267	752	950	2087	228	487	781	996	1152	900	826	536	1210	1980	2146	1951	1173	550	210	1579	596	1730	585	939					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23314	926	162	73	755	351	332	138	85	596	368	134	441	99	175	379	270	1224	92	576	336	925	141	101	167	217	277	271	357	377	53	411	473	202	144	367	427	1120	147	252	363	502	566	432	395	257	502	867	1084	836	480	239	126	750	178	830	443	523					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1404	37	8	3	24	30	7	6	0	162	19	5	21	7	10	22	0	32	3	15	27	36	0	0	0	15	23	12	11	24	57	25	21	11	20	38	39	45	0	18	34	20	26	34	26	0	30	46	75	38	23	6	6	47	115	30	2	13					
6	Число погашенных бюллетеней	22198	772	139	16	454	375	289	116	48	890	150	195	351	62	99	368	154	1186	106	596	378	893	75	12	62	121	255	154	374	290	84	388	514	182	103	347	484	922	81	217	384	474	560	434	405	279	678	1067	987	1077	670	305	78	782	303	870	140	403					
7	Число бюллетеней в переносных ящиках для голосования	1404	37	8	3	24	30	7	6	0	162	19	5	21	7	10	22	0	32	3	15	27	36	0	0	0	15	23	12	11	24	57	25	21	11	20	38	39	45	0	18	34	20	26	34	26	0	30	46	75	38	23	6	6	47	115	30	2	13					
8	Число бюллетеней в стационарных ящиках для голосования	23311	925	162	73	754	351	332	138	85	596	368	134	441	99	175	378	270	1224	92	576	336	925	141	101	167	217	277	271	357	377	53	411	473	202	144	367	427	1120	147	252	363	502	566	432	395	257	502	867	1084	836	480	239	126	750	178	830	443	523					
9	Число недействительных бюллетеней	626	18	12	1	31	12	23	6	11	11	8	8	22	3	9	8	9	15	6	14	17	22	5	4	1	9	11	17	9	15	2	14	11	15	2	11	12	29	0	8	8	9	9	6	2	3	11	17	18	10	16	5	5	22	8	6	0	30					
10	Число действительных бюллетеней	24089	944	158	75	747	369	316	138	74	747	379	131	440	103	176	392	261	1241	89	577	346	939	136	97	166	223	289	266	359	386	108	422	483	198	162	394	454	1136	147	262	389	513	583	460	419	254	521	896	1141	864	487	240	127	775	285	854	445	506					
