Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Верхневилюйская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
1	"Число избирателей, внесенных в список"	10393	751	901	443	681	577	940	41	318	112	170	632	163	325	291	262	372	499	248	281	35	388	48	272	434	64	249	215	569	112					
2	Число полученных избирательных бюллетеней	10600	698	783	428	677	515	997	46	342	126	176	646	173	336	272	289	378	550	266	342	39	400	52	300	457	72	286	244	595	115					
3	"Число избирательных бюллетеней, выданных  досрочно"	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	16	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8310	485	580	336	527	393	730	40	277	101	170	470	145	293	244	232	346	431	235	267	35	336	39	254	355	64	205	185	440	95					
5	"Число избирательных бюллетеней, выданных вне помещения"	813	46	112	28	23	56	62	1	40	11	0	86	9	14	27	24	26	42	12	13	0	27	7	8	38	0	29	10	57	5					
6	Число погашенных избирательных бюллетеней	1451	167	91	64	127	66	205	5	25	14	6	90	19	29	1	33	6	77	19	62	4	37	6	38	64	8	47	44	82	15					
7	Число избирательных бюллетеней в переносных ящиках	839	46	112	28	23	56	62	1	40	11	0	86	9	14	27	24	26	42	12	13	0	27	7	8	38	0	34	15	73	5					
8	Число бюллетеней в стационарных ящиках для голосования	8310	485	580	336	527	393	730	40	277	101	170	470	145	293	244	232	346	431	235	267	35	336	39	254	355	64	205	185	440	95					
9	Число недействительных избирательных бюллетеней	95	6	11	3	9	5	9	0	7	0	0	6	0	4	7	0	2	7	1	4	0	0	0	1	11	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	9054	525	681	361	541	444	783	41	310	112	170	550	154	303	264	256	370	466	246	276	35	363	46	261	382	64	239	200	511	100					
11	Число полученных открепительных  удостоверений	698	33	41	28	21	30	56	8	35	13	15	70	10	25	17	17	22	32	25	34	2	27	3	18	31	4	16	14	40	11					
12	Число выданных открепительных удостоверений	543	15	36	13	12	14	56	8	32	6	14	70	10	23	17	17	18	29	20	34	2	8	1	17	15	1	8	13	25	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	255	28	38	7	19	19	12	4	11	1	6	12	0	4	7	7	23	1	8	3	0	5	2	7	12	0	3	8	6	2					
14	Число неиспользованных открепительных удостоверений	155	18	5	15	9	16	0	0	3	7	1	0	0	2	0	0	4	3	5	0	0	19	2	1	16	3	8	1	15	2					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	428	28	23	10	28	17	32	2	25	9	9	28	2	4	2	16	15	8	9	33	3	15	2	25	17	8	3	26	26	3					
		4.68%	5.27%	3.32%	2.75%	5.09%	3.79%	4.04%	4.88%	7.89%	8.04%	5.29%	5.04%	1.30%	1.30%	0.74%	6.25%	4.03%	1.69%	3.64%	11.79%	8.57%	4.13%	4.35%	9.54%	4.33%	12.50%	1.26%	13.00%	5.07%	3.00%					
