Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Рыбинская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №2290					
1	"Число избирателей, внесенных в список избирателей"	25941	1796	1662	1378	837	285	1221	1049	729	995	1494	608	551	59	163	344	110	651	344	228	193	130	1452	615	125	32	79	66	397	700	90	100	139	50	38	980	119	133	321	187	619	33	71	166	982	380	264	1474	1502					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25429	1700	1600	1300	800	250	1200	1000	711	984	1472	609	553	53	158	356	115	646	342	230	194	126	1431	602	124	44	80	67	396	685	90	97	134	49	62	967	121	129	315	189	621	37	70	169	963	385	275	1455	1473					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11482	739	667	680	320	117	379	414	260	364	760	292	258	31	75	179	68	315	119	83	70	67	659	211	92	20	47	48	228	274	48	49	72	20	37	435	78	76	133	86	283	14	43	72	482	173	141	736	668					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1204	36	56	50	24	28	41	26	31	84	46	57	59	14	26	20	5	31	29	27	26	14	36	46	0	12	8	0	33	17	5	2	13	5	1	63	15	3	28	14	24	0	2	10	25	35	22	25	30					
6	Число погашенных избирательных бюллетеней	12743	925	877	570	456	105	780	560	420	536	666	260	236	8	57	157	42	300	194	120	98	45	736	345	32	12	25	19	135	394	37	46	49	24	24	469	28	50	154	89	314	23	25	87	456	177	112	694	775					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1204	36	56	50	24	28	41	26	31	84	46	57	59	14	26	20	5	31	29	27	26	14	36	46	0	12	8	0	33	17	5	2	13	5	1	63	15	3	28	14	24	0	2	10	25	35	22	25	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11478	739	666	680	320	117	379	414	260	364	760	292	258	31	75	179	68	315	119	83	70	67	659	211	92	20	47	48	228	274	48	49	72	20	37	433	78	76	133	86	283	14	43	72	482	173	141	735	668					
9	Число недействительных избирательных бюллетеней	200	15	15	15	7	2	8	5	2	1	8	8	7	0	0	4	1	0	3	3	1	1	5	2	3	0	1	2	4	9	2	0	1	0	2	7	2	1	2	0	4	0	0	0	15	9	3	13	7					
10	Число действительных избирательных бюллетеней	12482	760	707	715	337	143	412	435	289	447	798	341	310	45	101	195	72	346	145	107	95	80	690	255	89	32	54	46	257	282	51	51	84	25	36	489	91	78	159	100	303	14	45	82	492	199	160	747	691					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	452	30	30	20	15	5	20	20	10	20	23	15	15	2	2	15	4	15	5	2	2	2	20	5	2	2	2	2	8	15	2	2	2	2	2	20	2	2	5	2	10	2	2	2	20	10	2	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	130	20	7	10	11	1	3	3	7	7	11	1	2	0	0	5	4	2	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	4	0	1	1	0	3	1	1	2	4	2	0	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	1	5	6	3	5	2	3	1	1	8	3	3	2	1	3	2	5	2	1	0	3	2	1	2	0	1	1	2	1	0	1	1	1	0	2	1	0	2	0	3	1	1	1	14	2	1	9	9					
14	Число погашенных неиспользованных открепительных удостоверений	322	10	23	10	4	4	17	17	3	13	12	14	13	2	2	10	0	13	5	2	2	2	16	4	2	2	2	2	8	15	2	1	2	2	2	16	2	1	4	2	7	1	1	0	16	8	2	15	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1747	113	105	87	42	18	45	50	36	70	115	43	37	1	3	18	1	45	23	13	18	19	149	56	3	2	2	10	27	54	5	3	5	4	2	87	8	3	20	8	42	4	4	7	69	28	15	124	104					
		13.78%	14.58%	14.54%	11.92%	12.21%	12.41%	10.71%	11.36%	12.37%	15.63%	14.27%	12.32%	11.67%	2.22%	2.97%	9.05%	1.37%	13.01%	15.54%	11.82%	18.75%	23.46%	21.44%	21.79%	3.26%	6.25%	3.64%	20.83%	10.34%	18.56%	9.43%	5.88%	5.88%	16.00%	5.26%	17.54%	8.60%	3.80%	12.42%	8.00%	13.68%	28.57%	8.89%	8.54%	13.61%	13.46%	9.20%	16.32%	14.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2387	132	106	113	63	30	78	101	69	97	158	49	61	8	18	37	6	72	21	19	19	19	111	55	31	9	16	14	28	54	12	5	15	2	2	112	17	7	26	30	95	0	6	24	94	33	29	148	136					
