Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Ульяновск, Железнодорожная																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774									
1	Число избирателей, включенных в список избирателей	75246	1247	1547	1517	2108	2243	2286	2724	1158	1952	2075	1568	2397	1299	2735	2562	1033	2376	2429	2387	1797	1998	2207	2572	2759	2789	2730	2521	1594	1847	969	1541	794	2314	870	1135	340	193	2189	2252	2192									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	66770	2000	1300	1400	1800	2000	2000	2000	1000	1800	1900	1400	2100	1100	2400	2300	900	2000	2100	2100	1600	1800	2000	2300	2400	2400	2400	2100	1400	1600	800	1400	600	2100	800	1000	300	170	2000	2000	2000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	40457	482	618	954	1184	1408	1416	1613	575	1110	927	819	1305	691	1375	1220	522	1272	1399	1232	993	1106	972	1250	1603	1669	1618	1481	927	1161	506	763	303	1245	460	614	207	102	1152	1037	1166									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2915	765	390	28	93	23	46	19	13	45	50	17	68	18	144	31	35	174	59	61	34	44	17	26	42	47	40	41	21	25	33	30	156	67	17	9	30	35	47	61	14									
6	Число погашенных избирательных бюллетеней	23398	753	292	418	523	569	538	368	412	645	923	564	727	391	881	1049	343	554	642	807	573	650	1011	1024	755	684	742	578	452	414	261	607	141	788	323	377	63	33	801	902	820									
