Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Новосокольническая																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424					
1	"Число избирателей, внесенных в список избирателей"	12909	1441	1367	1991	1525	785	523	426	155	275	154	280	558	527	369	702	366	260	413	267	293	232					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13163	1450	1380	2030	1535	800	530	435	165	290	165	300	560	550	380	708	375	270	425	275	300	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4981	520	616	888	592	296	236	137	59	128	40	108	213	174	96	257	115	86	140	113	58	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2008	46	28	37	55	43	147	166	53	136	53	127	152	111	154	108	115	64	118	107	121	67					
6	Число погашенных избирательных бюллетеней	6174	884	736	1105	888	461	147	132	53	26	72	65	195	265	130	343	145	120	167	55	121	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2008	46	28	37	55	43	147	166	53	136	53	127	152	111	154	108	115	64	118	107	121	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4980	520	616	888	592	296	236	137	59	128	40	108	213	174	96	257	115	85	140	113	58	109					
9	Число недействительных избирательных бюллетеней	103	6	4	8	2	3	1	27	0	14	5	0	5	0	0	23	0	1	3	1	0	0					
10	Число действительных избирательных бюллетеней	6885	560	640	917	645	336	382	276	112	250	88	235	360	285	250	342	230	148	255	219	179	176					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	228	20	20	20	15	10	10	10	5	10	5	10	15	10	5	15	10	8	10	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	68	9	8	20	4	5	0	2	0	2	0	6	0	1	0	4	0	1	5	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	3	8	6	2	3	3	3	1	4	0	1	19	0	0	1	2	2	0	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	160	11	12	0	11	5	10	8	5	8	5	4	15	9	5	11	10	7	5	5	5	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1010	95	127	170	93	68	29	42	13	31	9	4	57	41	23	59	24	26	35	13	21	30					
		14.45%	16.78%	19.72%	18.38%	14.37%	20.06%	7.57%	13.86%	11.61%	11.74%	9.68%	1.70%	15.62%	14.39%	9.20%	16.16%	10.43%	17.45%	13.57%	5.91%	11.73%	17.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	990	118	108	144	114	28	54	36	11	17	12	11	47	45	30	44	38	26	41	17	22	27					
		14.17%	20.85%	16.77%	15.57%	17.62%	8.26%	14.10%	11.88%	9.82%	6.44%	12.90%	4.68%	12.88%	15.79%	12.00%	12.05%	16.52%	17.45%	15.89%	7.73%	12.29%	15.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	5	6	5	8	3	1	1	0	2	1	0	2	4	1	2	1	1	0	0	1	2					
		0.66%	0.88%	0.93%	0.54%	1.24%	0.88%	0.26%	0.33%	0.00%	0.76%	1.08%	0.00%	0.55%	1.40%	0.40%	0.55%	0.43%	0.67%	0.00%	0.00%	0.56%	1.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1330	139	190	230	181	56	43	37	8	29	20	30	67	22	33	41	31	13	54	21	38	47					
		19.03%	24.56%	29.50%	24.86%	27.98%	16.52%	11.23%	12.21%	7.14%	10.98%	21.51%	12.77%	18.36%	7.72%	13.20%	11.23%	13.48%	8.72%	20.93%	9.55%	21.23%	26.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	11	2	23	18	3	3	4	2	11	0	0	14	9	7	3	2	5	6	5	1	1					
		1.86%	1.94%	0.31%	2.49%	2.78%	0.88%	0.78%	1.32%	1.79%	4.17%	0.00%	0.00%	3.84%	3.16%	2.80%	0.82%	0.87%	3.36%	2.33%	2.27%	0.56%	0.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3357	191	204	340	230	175	251	155	78	159	45	190	172	161	156	193	133	77	119	163	96	69					
		48.04%	33.75%	31.68%	36.76%	35.55%	51.62%	65.54%	51.16%	69.64%	60.23%	48.39%	80.85%	47.12%	56.49%	62.40%	52.88%	57.83%	51.68%	46.12%	74.09%	53.63%	39.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	1	3	5	1	3	1	1	0	1	1	0	1	3	0	0	1	0	0	0	0	0					
		0.31%	0.18%	0.47%	0.54%	0.15%	0.88%	0.26%	0.33%	0.00%	0.38%	1.08%	0.00%	0.27%	1.05%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
