Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Новосокольническая																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430					
1	"Число избирателей, внесенных в списки избирателей"	13558	1747	1888	1737	905	863	530	469	187	336	179	332	561	88	561	402	742	424	291	388	309	331	288					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13000	1600	1800	1650	850	850	520	420	170	350	170	340	520	90	520	400	750	420	280	370	320	330	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6614	960	1157	1011	493	432	230	175	106	124	53	128	248	37	243	110	343	123	132	152	145	110	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2286	101	66	68	41	40	185	194	60	108	56	89	145	32	101	157	142	160	73	119	107	129	113					
6	Число погашенных избирательных бюллетеней	4098	539	577	571	314	378	105	51	4	118	61	123	127	21	176	133	265	137	75	99	68	91	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2286	101	66	68	41	40	185	194	60	108	56	89	145	32	101	157	142	160	73	119	107	129	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6614	960	1157	1011	493	432	230	175	106	124	53	128	248	37	243	110	343	123	132	152	145	110	102					
9	Число недействительных избирательных бюллетеней	51	6	10	14	2	2	1	1	1	1	0	1	1	0	1	1	1	0	0	0	5	2	1					
10	Число действительных избирательных бюллетеней	8849	1055	1213	1065	532	470	414	368	165	231	109	216	392	69	343	266	484	283	205	271	247	237	214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	225	15	20	16	10	10	10	10	5	10	5	10	10	4	10	5	15	10	10	10	10	10	10					
