Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Подольская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243					
1	"Число избирателей, внесенных в списки избирателей"	63759	2570	2620	2105	2816	1961	2444	2596	2346	591	2085	2044	2411	605	2319	2215	479	947	825	1473	1998	2087	2065	2682	1209	1412	2479	1331	1963	2281	523	2129	3030	3118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	61644	2500	2500	2000	2700	2000	2300	2200	2500	600	2100	2000	2400	600	2400	2200	400	900	800	1450	1800	1900	1994	2600	1200	1400	2300	2000	1800	2100	500	2000	2800	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	40992	1632	1623	1287	1736	1152	1544	1577	1643	427	1658	1426	1512	381	1456	1105	289	596	523	907	1228	1224	1263	1623	748	796	1701	1297	1256	1390	344	1404	1869	2375					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3050	26	107	67	29	83	64	294	99	32	24	133	90	70	130	254	63	68	81	32	128	161	142	114	60	72	208	34	38	123	23	65	61	75					
6	Число погашенных избирательных бюллетеней	17602	842	770	646	935	765	692	329	758	141	418	441	798	149	814	841	48	236	196	511	444	515	589	863	392	532	391	669	506	587	133	531	870	250					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3050	26	107	67	29	83	64	294	99	32	24	133	90	70	130	254	63	68	81	32	128	161	142	114	60	72	208	34	38	123	23	65	61	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40989	1632	1623	1287	1736	1152	1544	1577	1643	427	1658	1426	1512	381	1456	1105	289	596	523	907	1228	1224	1263	1623	748	795	1701	1297	1256	1388	344	1404	1869	2375					
9	Число недействительных избирательных бюллетеней	684	17	58	22	21	41	30	29	22	4	31	14	23	3	20	14	0	12	15	13	19	27	27	21	13	13	22	22	19	22	9	33	35	13					
10	Число действительных избирательных бюллетеней	43355	1641	1672	1332	1744	1194	1578	1842	1720	455	1651	1545	1579	448	1566	1345	352	652	589	926	1337	1358	1378	1716	795	854	1887	1309	1275	1489	358	1436	1895	2437					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1698	50	60	50	50	50	50	50	60	45	58	50	50	45	64	79	20	45	20	90	50	50	50	62	25	50	80	50	50	50	45	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1395	50	52	50	40	32	34	45	60	14	58	40	39	12	63	70	12	38	20	81	30	30	48	62	25	50	68	43	50	44	5	32	48	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1240	26	30	22	41	37	53	49	34	24	18	31	54	20	19	58	21	14	20	19	59	58	37	30	16	10	119	24	52	12	21	48	115	49					
14	Число погашенных неиспользованных открепительных удостоверений	303	0	8	0	10	18	16	5	0	31	0	10	11	33	1	9	8	7	0	9	20	20	2	0	0	0	12	7	0	6	40	18	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	1	0	1	0	0	0	2	0	1	1	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	2	1	0	0	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1369	52	52	30	62	29	57	60	96	25	35	39	51	19	32	47	9	10	19	24	58	59	38	43	27	29	68	53	43	27	8	48	73	47					
		3.11%	3.14%	3.01%	2.22%	3.51%	2.35%	3.54%	3.21%	5.51%	5.45%	2.08%	2.50%	3.18%	4.21%	2.02%	3.46%	2.56%	1.51%	3.15%	2.56%	4.28%	4.26%	2.70%	2.48%	3.34%	3.34%	3.56%	3.98%	3.32%	1.79%	2.18%	3.27%	3.78%	1.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	539	28	20	23	22	14	23	10	26	4	23	14	24	6	18	27	3	16	2	11	11	13	8	23	8	12	23	22	25	9	3	26	22	20					
		1.22%	1.69%	1.16%	1.70%	1.25%	1.13%	1.43%	0.53%	1.49%	0.87%	1.37%	0.90%	1.50%	1.33%	1.13%	1.99%	0.85%	2.41%	0.33%	1.17%	0.81%	0.94%	0.57%	1.32%	0.99%	1.38%	1.20%	1.65%	1.93%	0.60%	0.82%	1.77%	1.14%	0.82%					
20	3.Политическая партия «Демократическая партия России»	66	1	3	1	2	1	3	2	6	0	1	4	0	1	1	1	2	2	4	1	4	2	0	4	1	2	4	2	3	2	0	2	2	2					
		0.15%	0.06%	0.17%	0.07%	0.11%	0.08%	0.19%	0.11%	0.34%	0.00%	0.06%	0.26%	0.00%	0.22%	0.06%	0.07%	0.57%	0.30%	0.66%	0.11%	0.29%	0.14%	0.00%	0.23%	0.12%	0.23%	0.21%	0.15%	0.23%	0.13%	0.00%	0.14%	0.10%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5858	222	253	177	277	137	201	261	316	53	171	168	229	57	199	153	40	94	63	105	156	206	256	227	94	109	264	152	194	203	45	169	245	362					
		13.30%	13.39%	14.62%	13.07%	15.69%	11.09%	12.50%	13.95%	18.14%	11.55%	10.17%	10.78%	14.29%	12.64%	12.55%	11.26%	11.36%	14.16%	10.43%	11.18%	11.50%	14.87%	18.22%	13.07%	11.63%	12.57%	13.83%	11.42%	14.99%	13.43%	12.26%	11.50%	12.69%	14.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	375	18	18	12	13	5	10	15	30	1	12	6	15	5	15	7	3	3	3	4	14	11	8	8	6	6	8	16	22	16	5	22	21	17					
		0.85%	1.09%	1.04%	0.89%	0.74%	0.40%	0.62%	0.80%	1.72%	0.22%	0.71%	0.38%	0.94%	1.11%	0.95%	0.52%	0.85%	0.45%	0.50%	0.43%	1.03%	0.79%	0.57%	0.46%	0.74%	0.69%	0.42%	1.20%	1.70%	1.06%	1.36%	1.50%	1.09%	0.69%					
23	6.Политическая партия «Партия социальной справедливости»	120	7	2	3	3	4	4	4	8	0	6	2	4	2	3	4	1	0	0	6	2	4	3	6	0	3	3	8	2	6	3	4	9	4					
		0.27%	0.42%	0.12%	0.22%	0.17%	0.32%	0.25%	0.21%	0.46%	0.00%	0.36%	0.13%	0.25%	0.44%	0.19%	0.29%	0.28%	0.00%	0.00%	0.64%	0.15%	0.29%	0.21%	0.35%	0.00%	0.35%	0.16%	0.60%	0.15%	0.40%	0.82%	0.27%	0.47%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	4035	158	159	112	153	117	132	174	123	56	254	157	151	42	139	133	40	57	52	79	150	126	100	138	65	85	195	117	110	109	29	140	211	172					
