Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Тюхтетская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002					
1	"Число избирателей, внесенных в списки избирателей"	7372	1401	1412	1037	88	66	86	251	285	152	133	322	52	135	240	458	60	48	165	227	175	245	51	44	110	129					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7281	1300	1300	1000	86	68	93	270	302	155	135	336	58	141	247	491	60	50	171	236	193	243	50	47	113	136					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4292	747	666	501	70	47	55	198	206	100	84	157	43	74	180	235	54	39	114	159	104	195	37	33	93	101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	550	118	94	24	10	5	14	17	12	3	8	19	3	17	26	78	4	2	21	27	11	17	0	2	8	10					
6	Число погашенных избирательных бюллетеней	2439	435	540	475	6	16	24	55	84	52	43	160	12	50	41	178	2	9	36	50	78	31	13	12	12	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	550	118	94	24	10	5	14	17	12	3	8	19	3	17	26	78	4	2	21	27	11	17	0	2	8	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4290	746	665	501	70	47	55	198	206	100	84	157	43	74	180	235	54	39	114	159	104	195	37	33	93	101					
9	Число недействительных избирательных бюллетеней	52	15	0	9	2	1	0	0	2	1	3	3	0	0	3	4	2	1	0	2	2	1	0	0	0	1					
10	Число действительных избирательных бюллетеней	4788	849	759	516	78	51	69	215	216	102	89	173	46	91	203	309	56	40	135	184	113	211	37	35	101	110					
