Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Новоорская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
1	"Число избирателей, внесенных в список"	24193	2908	2638	1442	608	571	945	2127	2230	2905	748	180	207	830	208	593	200	670	632	300	269	1540	1199	243					
2	Число полученных избирательных бюллетеней	23909	2895	2600	1350	600	580	920	2060	2220	2840	770	180	220	830	205	580	214	670	590	320	260	1540	1220	245					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15743	1593	1388	732	419	372	652	1479	1609	2100	515	131	160	637	203	414	179	522	369	243	217	783	831	195					
5	"Число избирательных бюллетеней, выданных вне помещения"	911	94	99	79	29	26	20	73	81	71	65	16	10	27	2	22	0	40	22	0	9	78	48	0					
6	Число погашенных избирательных бюллетеней	7265	1208	1106	539	152	182	248	508	530	669	191	33	50	166	0	144	35	108	212	77	34	679	344	50					
7	Число избирательных бюллетеней в переносных ящиках	911	94	99	79	29	26	20	73	81	71	65	16	10	27	2	22	0	40	22	0	9	78	48	0					
8	Число бюллетеней в стационарных ящиках для голосования	15741	1591	1388	732	419	372	652	1479	1609	2100	515	131	160	637	203	414	179	522	369	243	217	783	831	195					
9	Число недействительных избирательных бюллетеней	194	14	9	11	0	11	6	19	23	25	7	1	4	10	12	5	3	6	9	1	3	4	9	2					
10	Число действительных избирательных бюллетеней	16458	1671	1478	800	448	387	666	1533	1667	2146	573	146	166	654	193	431	176	556	382	242	223	857	870	193					
11	Число полученных открепительных  удостоверений	400	30	30	20	15	15	20	25	25	30	15	10	10	15	10	15	10	15	15	10	10	20	25	10					
12	Число выданных открепительных удостоверений	132	26	11	13	0	4	3	7	18	21	9	0	0	9	0	0	0	1	3	0	0	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	6	6	3	1	2	10	7	3	5	2	0	1	2	0	3	1	0	0	1	0	4	1	0					
14	Число неиспользованных открепительных удостоверений	268	4	19	7	15	11	17	18	7	9	6	10	10	6	10	15	10	14	12	10	10	20	18	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	3	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	849	88	82	39	15	10	41	96	97	163	20	6	2	19	0	4	3	24	18	9	9	48	48	8					
		5.10%	5.22%	5.51%	4.81%	3.35%	2.51%	6.10%	6.19%	5.74%	7.51%	3.45%	4.08%	1.18%	2.86%	0.00%	0.92%	1.68%	4.27%	4.60%	3.70%	3.98%	5.57%	5.46%	4.10%					
19	. Малышкин Олег Александрович	763	67	75	32	36	32	44	100	83	104	25	21	13	27	0	5	1	16	10	11	1	24	32	4					
		4.58%	3.98%	5.04%	3.95%	8.04%	8.04%	6.55%	6.44%	4.91%	4.79%	4.31%	14.29%	7.65%	4.07%	0.00%	1.15%	0.56%	2.85%	2.56%	4.53%	0.44%	2.79%	3.64%	2.05%					
20	. Миронов Сергей Михайлович	122	12	10	3	3	8	0	14	9	38	2	0	0	3	0	1	2	1	3	0	1	8	4	0					
		0.73%	0.71%	0.67%	0.37%	0.67%	2.01%	0.00%	0.90%	0.53%	1.75%	0.34%	0.00%	0.00%	0.45%	0.00%	0.23%	1.12%	0.18%	0.77%	0.00%	0.44%	0.93%	0.46%	0.00%					
21	. Путин Владимир Владимирович	10063	989	854	485	268	225	405	927	1011	1223	406	93	108	461	181	347	123	391	246	160	149	452	469	90					
