Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Дубенская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175					
1	"Число избирателей, внесенных в списки избирателей"	11892	685	215	388	75	769	875	950	268	454	539	234	111	254	471	428	274	66	471	422	378	704	670	531	194	604	384	478					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11849	686	220	391	75	755	871	940	262	451	529	231	111	252	471	433	274	66	471	422	378	702	668	529	194	606	383	478					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9966	616	167	320	63	628	820	717	238	387	415	192	99	217	393	336	194	45	415	351	290	631	575	471	158	496	304	428					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1837	69	47	64	12	124	47	216	24	64	114	39	12	30	77	92	80	21	56	71	88	67	93	58	36	108	79	49					
6	Число погашенных избирательных бюллетеней	46	1	6	7	0	3	4	7	0	0	0	0	0	5	1	5	0	0	0	0	0	4	0	0	0	2	0	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1837	69	47	64	12	124	47	216	24	64	114	39	12	30	77	92	80	21	56	71	88	67	93	58	36	108	79	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9966	616	167	320	63	628	820	717	238	387	415	192	99	217	393	336	194	45	415	351	290	631	575	471	158	496	304	428					
9	Число недействительных избирательных бюллетеней	5	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	11798	685	214	384	75	751	867	932	260	451	529	231	110	247	470	428	274	66	471	422	378	698	668	529	194	604	383	477					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	17	6	11	2	19	22	23	7	12	13	6	3	6	12	11	7	2	11	11	9	18	17	13	5	15	9	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	160	14	5	1	0	19	22	23	7	12	5	2	3	0	3	2	7	0	0	2	0	8	7	5	1	3	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	60	2	0	1	1	4	4	3	0	5	0	0	1	0	0	1	2	0	17	0	6	1	4	4	0	0	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	138	3	1	10	2	0	0	0	0	0	8	4	0	6	9	9	0	2	11	9	9	10	10	8	4	12	7	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
