Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Муйская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
1	"Число избирателей, внесенных в списки"	12201	890	1481	992	1195	1007	1134	912	360	1027	1352	557	492	594	208					
2	"Число бюллетеней, полученных участковыми комиссиями"	11220	865	1240	905	1035	835	985	835	465	935	1350	485	485	595	205					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	73	1	3	1	1	56	3	0	8	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5095	421	786	344	509	434	487	346	137	313	406	255	229	324	104					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	124	3	12	7	8	16	10	5	20	1	1	2	3	14	22					
6	Число погашенных бюллетеней	5928	440	439	553	517	329	485	484	300	621	943	228	253	257	79					
7	Число бюллетеней в переносных ящиках для голосования	197	4	15	8	9	72	13	5	28	1	1	2	3	14	22					
8	Число бюллетеней в стационарных ящиках для голосования	5091	421	786	344	509	434	483	346	137	313	406	255	229	324	104					
9	Число недействительных бюллетеней	42	1	6	2	3	0	6	7	1	5	3	2	2	3	1					
10	Число действительных бюллетеней	5246	424	795	350	515	506	490	344	164	309	404	255	230	335	125					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	15	12	15	15	12	12	12	15	15	15	20	20	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	3	9	1	5	4	3	1	0	0	2	1	10	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	0	4	0	1	3	1	1	7	1	2	3	0	0	1					
14	Число погашенных открепительных удостоверений	158	12	3	14	10	8	9	11	15	15	13	19	10	9	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	79	9	9	7	11	6	4	6	7	4	5	2	2	5	2					
		1.49%	2.11%	1.12%	1.98%	2.12%	1.18%	0.80%	1.70%	4.24%	1.27%	1.22%	0.77%	0.86%	1.47%	1.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	165	12	29	9	21	31	11	9	3	10	11	5	4	9	1					
		3.12%	2.82%	3.62%	2.55%	4.05%	6.12%	2.21%	2.56%	1.81%	3.18%	2.70%	1.94%	1.72%	2.66%	0.79%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	151	10	18	12	10	16	17	11	7	12	17	0	8	8	5					
		2.85%	2.35%	2.24%	3.40%	1.93%	3.16%	3.42%	3.13%	4.24%	3.82%	4.17%	0.0%	3.44%	2.36%	3.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	218	26	38	13	23	21	22	10	6	10	16	10	10	9	4					
		4.12%	6.11%	4.74%	3.69%	4.44%	4.15%	4.43%	2.84%	3.63%	3.18%	3.93%	3.89%	4.31%	2.66%	3.17%					
22	"5. ""За Русь Святую"""	42	2	4	2	0	7	5	4	0	2	0	7	1	6	2					
		0.79%	0.47%	0.49%	0.56%	0.0%	1.38%	1.00%	1.13%	0.0%	0.63%	0.0%	2.72%	0.43%	1.77%	1.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	1	1	0	0	2	8	0	0	0	3	0	0	0	0					
		0.28%	0.23%	0.12%	0.0%	0.0%	0.39%	1.61%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	1	7	3	3	4	5	4	2	2	2	0	0	2	0					
		0.66%	0.23%	0.87%	0.85%	0.57%	0.79%	1.00%	1.13%	1.21%	0.63%	0.49%	0.0%	0.0%	0.59%	0.0%					
25	"8. ""Народно-республиканская партия России"""	4	0	1	0	0	1	0	0	1	0	0	1	0	0	0					
		0.07%	0.0%	0.12%	0.0%	0.0%	0.19%	0.0%	0.0%	0.60%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	2	3	0	0	3	0	2	1	2	1	1	1	0	0					
		0.30%	0.47%	0.37%	0.0%	0.0%	0.59%	0.0%	0.56%	0.60%	0.63%	0.24%	0.38%	0.43%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	125	11	19	18	11	22	11	4	4	5	4	1	3	7	5					
		2.36%	2.58%	2.37%	5.11%	2.12%	4.34%	2.21%	1.13%	2.42%	1.59%	0.98%	0.38%	1.29%	2.07%	3.96%					
28	"11. ""Истинные патриоты России"""	14	1	2	1	0	1	2	0	0	1	0	3	3	0	0					
		0.26%	0.23%	0.24%	0.28%	0.0%	0.19%	0.40%	0.0%	0.0%	0.31%	0.0%	1.16%	1.29%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	46	7	8	8	4	4	1	1	2	3	2	0	2	1	3					
		0.86%	1.64%	0.99%	2.27%	0.77%	0.79%	0.20%	0.28%	1.21%	0.95%	0.49%	0.0%	0.86%	0.29%	2.38%					
30	"13. ""Демократическая партия России"""	15	1	2	3	1	0	1	1	1	1	0	2	0	1	1					
		0.28%	0.23%	0.24%	0.85%	0.19%	0.0%	0.20%	0.28%	0.60%	0.31%	0.0%	0.77%	0.0%	0.29%	0.79%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	3	0	1	0	0	1	1	0	0	1	0	2	1	0					
		0.18%	0.70%	0.0%	0.28%	0.0%	0.0%	0.20%	0.28%	0.0%	0.0%	0.24%	0.0%	0.86%	0.29%	0.0%					
32	"15. ""Партия СЛОН"""	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0					
		0.05%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.29%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	350	23	67	25	54	27	30	15	3	26	40	1	14	24	1					
		6.61%	5.41%	8.36%	7.10%	10.42%	5.33%	6.04%	4.27%	1.81%	8.28%	9.82%	0.38%	6.03%	7.10%	0.79%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	3	1	0	4	1	5	1	1	3	1	17	0	2	1					
		0.75%	0.70%	0.12%	0.0%	0.77%	0.19%	1.00%	0.28%	0.60%	0.95%	0.24%	6.61%	0.0%	0.59%	0.79%					
35	"18. ""ЛДПР"""	921	79	120	58	91	88	106	82	26	50	81	2	44	80	14					
		17.41%	18.58%	14.98%	16.47%	17.56%	17.39%	21.37%	23.36%	15.75%	15.92%	19.90%	0.77%	18.96%	23.66%	11.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	168	8	25	3	12	9	11	9	2	5	10	58	11	3	2					
		3.17%	1.88%	3.12%	0.85%	2.31%	1.77%	2.21%	2.56%	1.21%	1.59%	2.45%	22.56%	4.74%	0.88%	1.58%					
37	"20. ""Политическая партия ""Единая Россия"""	1951	157	328	138	204	183	166	138	71	114	157	8	104	122	61					
		36.89%	36.94%	40.94%	39.20%	39.38%	36.16%	33.46%	39.31%	43.03%	36.30%	38.57%	3.11%	44.82%	36.09%	48.41%					
38	"21. ""Российская Конституционно-демократическая партия"""	117	0	2	0	1	1	1	1	0	0	0	108	0	0	3					
		2.21%	0.0%	0.24%	0.0%	0.19%	0.19%	0.20%	0.28%	0.0%	0.0%	0.0%	42.02%	0.0%	0.0%	2.38%					
39	"22. ""Развитие предпринимательства"""	13	1	2	2	0	1	2	1	0	1	2	0	0	1	0					
		0.24%	0.23%	0.24%	0.56%	0.0%	0.19%	0.40%	0.28%	0.0%	0.31%	0.49%	0.0%	0.0%	0.29%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	502	40	79	27	42	58	56	31	17	39	30	14	14	42	13					
		9.49%	9.41%	9.86%	7.67%	8.10%	11.46%	11.29%	8.83%	10.30%	12.42%	7.37%	5.44%	6.03%	12.42%	10.31%					
																					
41	Против всех	246	27	30	20	22	20	25	13	10	19	20	15	7	11	7					
		4.65%	6.35%	3.74%	5.68%	4.24%	3.95%	5.04%	3.70%	6.06%	6.05%	4.91%	5.83%	3.01%	3.25%	5.55%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
