Выборы Президента Российской Федерации																																																																																											
Дата голосования: 18.03.2018																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Петропавловск-Камчатская городская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	80																																																																																									
																																																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196									
1	"Число избирателей, включенных в список избирателей"	132334	1911	1584	2091	1680	1574	1906	1252	1814	2269	2369	1813	1532	748	1545	911	1305	2609	2304	2081	1720	738	1017	1972	1497	1006	2185	2591	715	602	1894	2184	2055	2284	2063	1599	2263	2420	2261	2333	2554	2752	2740	2494	1449	2077	1929	1813	2128	2258	1934	3016	1923	1759	1039	1473	1303	1589	2021	2825	1742	1582	1995	1967	2137	1800	2293	2442	1476	1761	1117	539	482	219	283	140	82	100	129	75	200									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	129859	1550	1600	1950	1700	1650	1900	1100	1800	2318	2400	1800	1550	750	1550	850	1100	2300	2300	2150	1800	700	1000	2050	1300	1000	2200	2600	700	600	1900	2200	2000	2300	2000	1650	2300	2300	2300	2300	2500	2500	2500	2550	1450	2000	1950	1850	2000	2200	1950	2500	1850	1800	1000	1400	1150	1500	2000	2500	2531	1500	2000	1950	2150	1850	2200	2500	1500	1800	1000	550	450	205	285	135	80	100	130	75	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	81530	1322	986	982	830	914	1151	569	1099	1412	1513	1083	821	344	818	408	854	1975	1456	1171	952	390	622	1201	985	551	1297	1500	452	374	1231	1330	1346	1364	1378	1006	1389	1474	1427	1425	1668	1684	1950	1574	802	1289	1101	1005	1194	1168	1271	2214	1030	1066	587	916	816	983	1318	1960	1667	946	1199	1262	1264	1083	1469	1383	793	979	627	317	350	198	283	130	78	100	129	75	200									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2557	18	22	182	48	41	44	121	28	26	46	31	26	25	99	43	5	88	23	33	24	9	8	46	5	11	53	31	8	8	34	48	22	29	29	25	38	26	22	48	32	18	25	32	40	19	57	49	75	74	23	30	35	35	9	34	22	19	17	29	28	28	47	32	38	20	27	41	23	24	100	0	2	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	45723	210	592	786	822	695	705	410	673	872	841	686	703	381	633	399	241	237	821	946	824	301	370	803	310	438	850	1069	240	218	635	822	632	907	593	619	873	800	851	827	800	798	525	944	608	692	792	796	731	958	656	256	785	699	404	450	312	498	665	511	795	526	754	656	848	747	704	1076	684	797	273	233	98	7	2	5	2	0	1	0	0									
