Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Шегарская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №42	УИК №446	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в списки"	15797	105	305	863	471	133	682	898	425	86	295	121	488	107	540	230	562	441	216	419	236	494	273	571	766	920	801	542	523	1095	727	917	545					
2	"Число бюллетеней, полученных участковыми комиссиями"	14700	105	300	800	420	130	600	850	400	86	270	125	480	104	500	210	550	400	200	360	210	450	250	500	750	850	750	500	500	1000	700	850	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9683	79	294	567	335	100	411	687	294	70	184	91	302	80	356	135	314	317	194	288	160	370	145	299	420	499	379	262	284	536	434	474	323					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	503	10	0	26	0	0	34	0	34	7	25	10	19	4	21	12	59	6	0	9	10	49	24	52	7	2	15	20	8	13	12	13	2					
6	Число погашенных бюллетеней	4514	16	6	207	85	30	155	163	72	9	61	24	159	20	123	63	177	77	6	63	40	31	81	149	323	349	356	218	208	451	254	363	175					
7	Число бюллетеней в переносных ящиках для голосования	503	10	0	26	0	0	34	0	34	7	25	10	19	4	21	12	59	6	0	9	10	49	24	52	7	2	15	20	8	13	12	13	2					
8	Число бюллетеней в стационарных ящиках для голосования	9682	79	294	567	335	100	411	687	294	70	184	91	302	80	356	135	313	317	194	288	160	370	145	299	420	499	379	262	284	536	434	474	323					
9	Число недействительных бюллетеней	119	0	1	10	2	0	9	5	12	0	8	2	1	0	6	0	5	3	0	0	0	2	0	4	5	4	6	3	3	4	4	9	11					
10	Число действительных бюллетеней	10066	89	293	583	333	100	436	682	316	77	201	99	320	84	371	147	367	320	194	297	170	417	169	347	422	497	388	279	289	545	442	478	314					
