Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Кайтагская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994					
1	"Число избирателей, внесенных в списки"	16801	536	222	104	1273	192	187	72	792	1006	485	600	212	120	440	341	239	128	120	85	823	300	150	45	678	2032	1175	251	432	926	624	675	152	155	234	580	258	157					
2	"Число бюллетеней, полученных участковыми комиссиями"	16630	550	230	100	1200	190	190	80	780	1000	490	600	200	120	450	340	230	130	120	80	830	300	150	50	680	2000	1150	250	400	950	600	680	140	150	240	580	250	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15528	530	222	97	1200	180	187	70	775	1000	485	600	200	120	438	330	222	126	110	80	823	300	144	45	670	1992	1128	170	400	308	547	646	104	109	234	580	250	106					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	1099	20	8	3	0	10	3	10	5	0	5	0	0	0	12	10	8	4	10	0	7	0	6	5	10	5	22	80	0	642	53	34	36	41	6	0	0	44					
7	Число бюллетеней в переносных ящиках для голосования	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15528	530	222	97	1200	180	187	70	775	1000	485	600	200	120	438	330	222	126	110	80	823	300	144	45	670	1992	1128	170	400	308	547	646	104	109	234	580	250	106					
9	Число недействительных бюллетеней	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	7	0	0	7					
10	Число действительных бюллетеней	15503	530	222	97	1200	180	187	70	775	1000	485	600	200	120	438	330	222	126	110	80	823	300	144	45	670	1995	1128	170	400	297	547	646	104	106	227	580	250	99					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	0	0	5	0	5	0	5	5	0	5	0	0	5	5	0	0	0	0	5	5	5	0	10	10	10	0	5	0	0	5	0	0	0	0	5	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	95	5	0	0	5	0	5	0	5	5	0	5	0	0	5	5	0	0	0	0	5	5	5	0	9	6	10	0	5	0	0	5	0	0	0	0	5	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	1					
