Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Ханкайская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051					
1	"Число избирателей, внесенных в список"	18846	2269	3131	1972	1720	1590	169	896	540	158	560	450	410	1129	496	399	176	152	445	134	239	763	317	97	515	119					
2	Число полученных избирательных бюллетеней	18177	2189	2918	1885	1659	1562	163	885	492	145	546	429	403	1108	495	388	180	148	429	141	243	739	309	93	515	113					
3	"Число избирательных бюллетеней, выданных  досрочно"	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	59	0	0	25	0	134	25					
4	"Число избирательных бюллетеней, выданных в день голосования"	13623	1466	2396	1473	1010	1038	150	612	418	137	430	339	374	809	393	343	168	137	336	62	179	625	247	90	312	79					
5	"Число избирательных бюллетеней, выданных вне помещения"	1169	139	120	90	111	77	3	40	71	6	59	76	0	96	23	16	8	0	40	5	29	84	37	3	30	6					
6	Число погашенных избирательных бюллетеней	3117	584	402	322	538	447	10	233	3	2	57	14	29	203	79	29	4	11	28	15	35	30	0	0	39	3					
7	Число избирательных бюллетеней в переносных ящиках	1437	139	120	90	111	77	3	40	71	6	59	76	0	96	23	16	8	0	65	64	29	84	62	3	164	31					
8	Число бюллетеней в стационарных ящиках для голосования	13619	1465	2395	1471	1010	1038	150	612	418	137	430	339	374	809	393	343	168	137	336	62	179	625	247	90	312	79					
9	Число недействительных избирательных бюллетеней	236	17	21	11	23	20	2	14	8	3	22	3	2	33	8	3	0	2	11	1	5	7	8	0	10	2					
10	Число действительных избирательных бюллетеней	14820	1587	2494	1550	1098	1095	151	638	481	140	467	412	372	872	408	356	176	135	390	125	203	702	301	93	466	108					
11	Число полученных открепительных  удостоверений	319	50	59	56	25	17	2	7	12	0	7	6	17	7	7	6	2	1	5	5	1	7	6	3	9	2					
12	Число выданных открепительных удостоверений	294	50	49	56	25	17	2	7	12	0	6	4	16	7	6	5	0	1	2	3	0	7	6	3	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	183	11	18	48	6	3	2	2	0	3	1	2	3	11	3	5	1	1	8	1	1	6	3	2	39	3					
14	Число неиспользованных открепительных удостоверений	25	0	10	0	0	0	0	0	0	0	1	2	1	0	1	1	2	0	3	2	1	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	459	80	78	33	48	39	1	18	12	2	13	16	1	20	19	22	1	4	8	0	7	19	9	1	7	1					
		3.05%	4.99%	3.10%	2.11%	4.28%	3.50%	0.65%	2.76%	2.45%	1.40%	2.66%	3.86%	0.27%	2.21%	4.57%	6.13%	0.57%	2.92%	2.00%	0.00%	3.37%	2.68%	2.91%	1.08%	1.47%	0.91%					
19	. Малышкин Олег Александрович	637	79	78	46	48	47	4	54	10	17	38	20	10	39	26	30	7	8	6	4	17	24	9	2	12	2					
		4.23%	4.93%	3.10%	2.95%	4.28%	4.22%	2.61%	8.28%	2.04%	11.89%	7.77%	4.82%	2.67%	4.31%	6.25%	8.36%	3.98%	5.84%	1.50%	3.17%	8.17%	3.39%	2.91%	2.15%	2.52%	1.82%					
20	. Миронов Сергей Михайлович	114	16	21	7	16	3	0	4	4	1	3	3	0	5	4	4	0	2	2	0	3	9	2	2	2	1					
		0.76%	1.00%	0.83%	0.45%	1.43%	0.27%	0.00%	0.61%	0.82%	0.70%	0.61%	0.72%	0.00%	0.55%	0.96%	1.11%	0.00%	1.46%	0.50%	0.00%	1.44%	1.27%	0.65%	2.15%	0.42%	0.91%					
21	. Путин Владимир Владимирович	10573	997	1876	1240	741	718	119	389	324	102	331	277	309	614	272	220	148	105	298	111	145	503	195	78	384	77					
		70.22%	62.16%	74.59%	79.44%	66.10%	64.39%	77.78%	59.66%	66.26%	71.33%	67.69%	66.75%	82.62%	67.85%	65.38%	61.28%	84.09%	76.64%	74.31%	88.10%	69.71%	70.94%	63.11%	83.87%	80.67%	70.00%					
22	. Хакамада Ирина Муцуовна	378	72	69	41	24	36	3	23	14	1	7	10	12	12	5	8	2	4	6	2	5	8	4	0	7	3					
		2.51%	4.49%	2.74%	2.63%	2.14%	3.23%	1.96%	3.53%	2.86%	0.70%	1.43%	2.41%	3.21%	1.33%	1.20%	2.23%	1.14%	2.92%	1.50%	1.59%	2.40%	1.13%	1.29%	0.00%	1.47%	2.73%					
23	. Харитонов Николай Михайлович	2086	259	255	99	173	210	21	123	112	13	66	73	10	161	65	62	17	10	64	4	24	119	73	9	47	17					
		13.85%	16.15%	10.14%	6.34%	15.43%	18.83%	13.73%	18.87%	22.90%	9.09%	13.50%	17.59%	2.67%	17.79%	15.62%	17.27%	9.66%	7.30%	15.96%	3.17%	11.54%	16.78%	23.62%	9.68%	9.87%	15.45%					
																																
24	Против всех	573	84	117	84	48	42	3	27	5	4	9	13	30	21	17	10	1	2	6	4	2	20	9	1	7	7					
		3.81%	5.24%	4.65%	5.38%	4.28%	3.77%	1.96%	4.14%	1.02%	2.80%	1.84%	3.13%	8.02%	2.32%	4.09%	2.79%	0.57%	1.46%	1.50%	3.17%	0.96%	2.82%	2.91%	1.08%	1.47%	6.36%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
